,EC_number,bigg.metabolite,KM_Value,growth condition,concentration,saturation,met:EC
0,1.1.1.136,nad,4.16,Acetate,7.3239,0.63775372478,nad:1.1.1.136
1,1.1.1.154,nad,0.56,Acetate,7.3239,0.928969165007,nad:1.1.1.154
2,1.1.1.17,nad,0.2,Acetate,7.3239,0.973418041175,nad:1.1.1.17
3,1.1.1.205,nad,2.0,Acetate,7.3239,0.785497484958,nad:1.1.1.205
4,1.1.1.282,nad,0.0122,Acetate,7.3239,0.998336991044,nad:1.1.1.282
5,1.1.1.305,nad,0.57,Acetate,7.3239,0.927792345989,nad:1.1.1.305
6,1.1.1.336,nad,0.21,Acetate,7.3239,0.972125990523,nad:1.1.1.336
7,1.1.1.350,nad,0.56,Acetate,7.3239,0.928969165007,nad:1.1.1.350
8,1.1.1.37,nad,0.26,Acetate,7.3239,0.965716847532,nad:1.1.1.37
9,1.1.1.38,nad,0.063,Acetate,7.3239,0.991471388539,nad:1.1.1.38
10,1.1.1.41,nad,4.7,Acetate,7.3239,0.609111852228,nad:1.1.1.41
11,1.1.1.49,nad,1.67,Acetate,7.3239,0.814318593714,nad:1.1.1.49
12,1.1.1.6,nad,0.0165,Acetate,7.3239,0.997752166094,nad:1.1.1.6
13,1.1.1.75,nad,0.05,Acetate,7.3239,0.993219327629,nad:1.1.1.75
14,1.1.1.85,nad,0.321,Acetate,7.3239,0.958011223168,nad:1.1.1.85
15,1.1.1.95,nad,0.0078,Acetate,7.3239,0.998936126683,nad:1.1.1.95
16,1.2.1.10,nad,0.25,Acetate,7.3239,0.966991906415,nad:1.2.1.10
17,1.2.1.12,nad,0.045,Acetate,7.3239,0.993893254081,nad:1.2.1.12
18,1.2.1.16,nad,9.1,Acetate,7.3239,0.445929407753,nad:1.2.1.16
19,1.2.1.22,nad,0.047,Acetate,7.3239,0.993623573783,nad:1.2.1.22
20,1.2.1.39,nad,0.035,Acetate,7.3239,0.99524385438,nad:1.2.1.39
21,1.2.1.72,nad,0.8,Acetate,7.3239,0.901525129556,nad:1.2.1.72
22,1.2.1.8,nad,0.0025,Acetate,7.3239,0.99965876829,nad:1.2.1.8
23,1.3.1.12,nad,0.103,Acetate,7.3239,0.986131494971,nad:1.3.1.12
24,1.8.1.4,nad,0.4,Acetate,7.3239,0.94821269048,nad:1.8.1.4
25,2.7.1.23,nad,1.85,Acetate,7.3239,0.798340945508,nad:2.7.1.23
26,2.7.7.1,nad,0.37,Acetate,7.3239,0.951909954639,nad:2.7.7.1
27,2.7.7.18,nad,0.37,Acetate,7.3239,0.951909954639,nad:2.7.7.18
28,3.6.1.22,nad,5.1,Acetate,7.3239,0.589500881366,nad:3.6.1.22
29,6.5.1.2,nad,0.003,Acetate,7.3239,0.999590549891,nad:6.5.1.2
30,1.1.1.140,f6p,0.568,Acetate,0.4712,0.453425712086,f6p:1.1.1.140
31,2.2.1.2,f6p,0.6,Acetate,0.4712,0.439880507842,f6p:2.2.1.2
32,2.6.1.16,f6p,0.2,Acetate,0.4712,0.702026221692,f6p:2.6.1.16
33,2.7.1.105,f6p,0.028,Acetate,0.4712,0.94391025641,f6p:2.7.1.105
34,2.7.1.11,f6p,0.011,Acetate,0.4712,0.977187888843,f6p:2.7.1.11
35,3.5.99.6,f6p,1.7,Acetate,0.4712,0.21702284451,f6p:3.5.99.6
36,5.3.1.8,f6p,0.15,Acetate,0.4712,0.758531873793,f6p:5.3.1.8
37,5.3.1.9,f6p,0.147,Acetate,0.4712,0.762212876092,f6p:5.3.1.9
38,1.1.1.140,nadh,0.025,Acetate,0.0503,0.667994687915,nadh:1.1.1.140
39,1.1.1.37,nadh,0.061,Acetate,0.0503,0.451931716083,nadh:1.1.1.37
40,1.1.1.38,nadh,0.025,Acetate,0.0503,0.667994687915,nadh:1.1.1.38
41,1.1.1.6,nadh,0.05,Acetate,0.0503,0.50149551346,nadh:1.1.1.6
42,1.1.1.86,nadh,0.207,Acetate,0.0503,0.195491643995,nadh:1.1.1.86
43,1.1.1.B28,nadh,0.84,Acetate,0.0503,0.0564978097271,nadh:1.1.1.B28
44,1.14.12.17,nadh,0.0032,Acetate,0.0503,0.940186915888,nadh:1.14.12.17
45,1.3.1.9,nadh,0.02,Acetate,0.0503,0.715504978663,nadh:1.3.1.9
46,1.5.1.20,nadh,0.02,Acetate,0.0503,0.715504978663,nadh:1.5.1.20
47,1.5.1.36,nadh,0.04,Acetate,0.0503,0.557032115172,nadh:1.5.1.36
48,1.5.1.38,nadh,0.5555,Acetate,0.0503,0.0830307032024,nadh:1.5.1.38
49,1.5.1.41,nadh,0.025,Acetate,0.0503,0.667994687915,nadh:1.5.1.41
50,1.5.1.B1,nadh,0.076,Acetate,0.0503,0.398258115598,nadh:1.5.1.B1
51,1.6.1.2,nadh,0.0017,Acetate,0.0503,0.967307692308,nadh:1.6.1.2
52,1.6.5.11,nadh,0.132,Acetate,0.0503,0.27591881514,nadh:1.6.5.11
53,1.6.5.2,nadh,0.014,Acetate,0.0503,0.782270606532,nadh:1.6.5.2
54,1.6.5.3,nadh,0.013,Acetate,0.0503,0.794628751975,nadh:1.6.5.3
55,1.7.1.15,nadh,0.0488,Acetate,0.0503,0.507568113017,nadh:1.7.1.15
56,1.7.1.4,nadh,0.016,Acetate,0.0503,0.758672699849,nadh:1.7.1.4
57,1.7.1.6,nadh,0.0706,Acetate,0.0503,0.416046319272,nadh:1.7.1.6
58,3.6.1.22,nadh,0.11,Acetate,0.0503,0.313786650031,nadh:3.6.1.22
59,1.1.1.169,nadp,0.007,Acetate,0.0263,0.78978978979,nadp:1.1.1.169
60,1.1.1.276,nadp,0.54,Acetate,0.0263,0.0464418152922,nadp:1.1.1.276
61,1.1.1.282,nadp,0.1,Acetate,0.0263,0.208234362629,nadp:1.1.1.282
62,1.1.1.381,nadp,0.54,Acetate,0.0263,0.0464418152922,nadp:1.1.1.381
63,1.1.1.40,nadp,0.0415,Acetate,0.0263,0.38790560472,nadp:1.1.1.40
64,1.1.1.41,nadp,0.017,Acetate,0.0263,0.607390300231,nadp:1.1.1.41
65,1.1.1.42,nadp,0.0392,Acetate,0.0263,0.401526717557,nadp:1.1.1.42
66,1.1.1.44,nadp,0.049,Acetate,0.0263,0.349269588313,nadp:1.1.1.44
67,1.1.1.49,nadp,0.0075,Acetate,0.0263,0.778106508876,nadp:1.1.1.49
68,1.2.1.21,nadp,0.067,Acetate,0.0263,0.281886387996,nadp:1.2.1.21
69,1.2.1.39,nadp,0.22,Acetate,0.0263,0.106780349168,nadp:1.2.1.39
70,1.2.1.4,nadp,0.1,Acetate,0.0263,0.208234362629,nadp:1.2.1.4
71,1.2.1.79,nadp,0.0446,Acetate,0.0263,0.370944992948,nadp:1.2.1.79
72,1.2.1.8,nadp,0.08,Acetate,0.0263,0.247412982126,nadp:1.2.1.8
73,1.2.1.91,nadp,0.056,Acetate,0.0263,0.319562575942,nadp:1.2.1.91
74,1.4.1.4,nadp,0.018,Acetate,0.0263,0.593679458239,nadp:1.4.1.4
75,3.1.3.7,nadp,2.7,Acetate,0.0263,0.00964677401607,nadp:3.1.3.7
76,3.1.4.16,nadp,0.15,Acetate,0.0263,0.149177538287,nadp:3.1.4.16
77,3.1.4.37,nadp,0.15,Acetate,0.0263,0.149177538287,nadp:3.1.4.37
78,1.1.1.169,nadph,0.004,Acetate,0.1674,0.97666277713,nadph:1.1.1.169
79,1.1.1.267,nadph,0.0005,Acetate,0.1674,0.997022036927,nadph:1.1.1.267
80,1.1.1.86,nadph,0.002,Acetate,0.1674,0.988193624557,nadph:1.1.1.86
81,1.1.1.B28,nadph,0.89,Acetate,0.1674,0.158312842822,nadph:1.1.1.B28
82,1.14.12.17,nadph,0.18,Acetate,0.1674,0.481865284974,nadph:1.14.12.17
83,1.14.13.59,nadph,0.07,Acetate,0.1674,0.705139005897,nadph:1.14.13.59
84,1.16.1.9,nadph,0.043,Acetate,0.1674,0.795627376426,nadph:1.16.1.9
85,1.18.1.2,nadph,0.0018,Acetate,0.1674,0.989361702128,nadph:1.18.1.2
86,1.2.1.21,nadph,0.025,Acetate,0.1674,0.870062370062,nadph:1.2.1.21
87,1.2.1.70,nadph,0.039,Acetate,0.1674,0.811046511628,nadph:1.2.1.70
88,1.3.1.34,nadph,0.0008,Acetate,0.1674,0.995243757432,nadph:1.3.1.34
89,1.3.1.98,nadph,0.0016,Acetate,0.1674,0.990532544379,nadph:1.3.1.98
90,1.4.1.13,nadph,0.0022,Acetate,0.1674,0.987028301887,nadph:1.4.1.13
91,1.4.1.4,nadph,0.035,Acetate,0.1674,0.827075098814,nadph:1.4.1.4
92,1.5.1.3,nadph,0.0019,Acetate,0.1674,0.98877731837,nadph:1.5.1.3
93,1.5.1.30,nadph,0.0054,Acetate,0.1674,0.96875,nadph:1.5.1.30
94,1.5.1.38,nadph,0.046,Acetate,0.1674,0.784442361762,nadph:1.5.1.38
95,1.5.1.41,nadph,0.043,Acetate,0.1674,0.795627376426,nadph:1.5.1.41
96,1.6.1.1,nadph,0.0683,Acetate,0.1674,0.710224862113,nadph:1.6.1.1
97,1.6.1.2,nadph,0.0051,Acetate,0.1674,0.970434782609,nadph:1.6.1.2
98,1.6.5.10,nadph,0.0105,Acetate,0.1674,0.940978077572,nadph:1.6.5.10
99,1.6.5.2,nadph,0.0656,Acetate,0.1674,0.718454935622,nadph:1.6.5.2
100,1.6.5.3,nadph,1.87,Acetate,0.1674,0.0821635417689,nadph:1.6.5.3
101,1.7.1.13,nadph,0.0002,Acetate,0.1674,0.998806682578,nadph:1.7.1.13
102,1.7.1.7,nadph,0.0147,Acetate,0.1674,0.919275123558,nadph:1.7.1.7
103,1.8.1.9,nadph,0.0008,Acetate,0.1674,0.995243757432,nadph:1.8.1.9
104,3.1.3.7,nadph,2.13,Acetate,0.1674,0.072864977801,nadph:3.1.3.7
105,1.1.1.290,akg,0.093,Acetate,0.5795,0.861710037175,akg:1.1.1.290
106,1.1.1.95,akg,0.042,Acetate,0.5795,0.93242156074,akg:1.1.1.95
107,1.14.11.17,akg,0.009,Acetate,0.5795,0.984706881903,akg:1.14.11.17
108,1.4.1.13,akg,0.0047,Acetate,0.5795,0.991954809997,akg:1.4.1.13
109,1.4.1.4,akg,0.2,Acetate,0.5795,0.743425272611,akg:1.4.1.4
110,2.2.1.9,akg,1.5,Acetate,0.5795,0.278672757874,akg:2.2.1.9
111,2.6.1.1,akg,0.071,Acetate,0.5795,0.890853189854,akg:2.6.1.1
112,2.6.1.19,akg,1.07,Acetate,0.5795,0.351318581388,akg:2.6.1.19
113,2.6.1.29,akg,0.88,Acetate,0.5795,0.397053785543,akg:2.6.1.29
114,2.6.1.33,akg,0.22,Acetate,0.5795,0.724828017511,akg:2.6.1.33
115,2.6.1.42,akg,0.24,Acetate,0.5795,0.707138499085,akg:2.6.1.42
116,2.6.1.57,akg,0.23,Acetate,0.5795,0.715873996294,akg:2.6.1.57
117,1.1.1.290,pyr,0.128,Acetate,6.9351,0.981877645793,pyr:1.1.1.290
118,1.1.1.86,pyr,1.54,Acetate,6.9351,0.818291229602,pyr:1.1.1.86
119,1.2.4.1,pyr,0.2609,Acetate,6.9351,0.963743746526,pyr:1.2.4.1
120,2.2.1.6,pyr,1.0,Acetate,6.9351,0.873977643634,pyr:2.2.1.6
121,2.2.1.7,pyr,0.049,Acetate,6.9351,0.992984063802,pyr:2.2.1.7
122,2.3.1.54,pyr,2.37,Acetate,6.9351,0.745300963987,pyr:2.3.1.54
123,2.6.1.29,pyr,2.7,Acetate,6.9351,0.719774574213,pyr:2.6.1.29
124,2.7.9.2,pyr,0.083,Acetate,6.9351,0.988173437255,pyr:2.7.9.2
125,4.1.2.52,pyr,5.6,Acetate,6.9351,0.553254461472,pyr:4.1.2.52
126,4.3.3.7,pyr,0.15,Acetate,6.9351,0.978828809756,pyr:4.3.3.7
127,1.1.1.42,icit,0.0405,Acetate,0.095,0.70110701107,icit:1.1.1.42
128,4.1.3.1,icit,0.018,Acetate,0.095,0.840707964602,icit:4.1.3.1
129,1.1.1.44,6pgc,0.093,Acetate,0.2511,0.72972972973,6pgc:1.1.1.44
130,1.1.1.49,g6p,0.07,Acetate,0.8942,0.927400954159,g6p:1.1.1.49
131,2.4.1.15,g6p,7.5,Acetate,0.8942,0.106525934574,g6p:2.4.1.15
132,2.6.1.16,g6p,16.0,Acetate,0.8942,0.0529294077257,g6p:2.6.1.16
133,5.3.1.9,g6p,0.28,Acetate,0.8942,0.761539771759,g6p:5.3.1.9
134,1.17.4.1,atp,0.07,Acetate,5.1628,0.986622840544,atp:1.17.4.1
135,2.1.2.2,atp,0.0774,Acetate,5.1628,0.98522957139,atp:2.1.2.2
136,2.5.1.6,atp,0.073,Acetate,5.1628,0.986057527025,atp:2.5.1.6
137,2.7.1.105,atp,0.06,Acetate,5.1628,0.988511909321,atp:2.7.1.105
138,2.7.1.107,atp,0.34,Acetate,5.1628,0.938213273243,atp:2.7.1.107
139,2.7.1.11,atp,0.008,Acetate,5.1628,0.998452850623,atp:2.7.1.11
140,2.7.1.12,atp,0.123,Acetate,5.1628,0.976730107079,atp:2.7.1.12
141,2.7.1.136,atp,0.0106,Acetate,5.1628,0.997951057332,atp:2.7.1.136
142,2.7.1.148,atp,0.02,Acetate,5.1628,0.996141082041,atp:2.7.1.148
143,2.7.1.16,atp,0.02,Acetate,5.1628,0.996141082041,atp:2.7.1.16
144,2.7.1.163,atp,2.0,Acetate,5.1628,0.720779583403,atp:2.7.1.163
145,2.7.1.165,atp,0.061,Acetate,5.1628,0.988322676978,atp:2.7.1.165
146,2.7.1.170,atp,1.0,Acetate,5.1628,0.837736093983,atp:2.7.1.170
147,2.7.1.2,atp,3.76,Acetate,5.1628,0.57860761196,atp:2.7.1.2
148,2.7.1.23,atp,0.23,Acetate,5.1628,0.957350541463,atp:2.7.1.23
149,2.7.1.25,atp,0.01,Acetate,5.1628,0.998066811011,atp:2.7.1.25
150,2.7.1.30,atp,0.0078,Acetate,5.1628,0.998491471009,atp:2.7.1.30
151,2.7.1.33,atp,0.115,Acetate,5.1628,0.978210618061,atp:2.7.1.33
152,2.7.1.39,atp,0.3,Acetate,5.1628,0.945083107564,atp:2.7.1.39
153,2.7.1.49,atp,0.1431,Acetate,5.1628,0.973030023182,atp:2.7.1.49
154,2.7.1.56,atp,0.12,Acetate,5.1628,0.977284773226,atp:2.7.1.56
155,2.7.1.59,atp,0.00014,Acetate,5.1628,0.999972883667,atp:2.7.1.59
156,2.7.1.6,atp,2.24,Acetate,5.1628,0.697411790133,atp:2.7.1.6
157,2.7.1.71,atp,0.16,Acetate,5.1628,0.96994063275,atp:2.7.1.71
158,2.7.1.73,atp,0.51,Acetate,5.1628,0.910097306445,atp:2.7.1.73
159,2.7.1.83,atp,0.33,Acetate,5.1628,0.939921351588,atp:2.7.1.83
160,2.7.1.95,atp,0.028,Acetate,5.1628,0.994605841103,atp:2.7.1.95
161,2.7.11.5,atp,0.0069,Acetate,5.1628,0.998665299727,atp:2.7.11.5
162,2.7.2.1,atp,0.07,Acetate,5.1628,0.986622840544,atp:2.7.2.1
163,2.7.2.11,atp,0.4,Acetate,5.1628,0.928093765729,atp:2.7.2.11
164,2.7.2.4,atp,0.18,Acetate,5.1628,0.966309800105,atp:2.7.2.4
165,2.7.2.8,atp,0.29,Acetate,5.1628,0.946816314554,atp:2.7.2.8
166,2.7.4.1,atp,1.4,Acetate,5.1628,0.786676418602,atp:2.7.4.1
167,2.7.4.12,atp,0.82,Acetate,5.1628,0.86294042923,atp:2.7.4.12
168,2.7.4.16,atp,0.27,Acetate,5.1628,0.950301870122,atp:2.7.4.16
169,2.7.4.22,atp,0.048,Acetate,5.1628,0.990788362631,atp:2.7.4.22
170,2.7.4.25,atp,0.038,Acetate,5.1628,0.99269343178,atp:2.7.4.25
171,2.7.4.3,atp,0.048,Acetate,5.1628,0.990788362631,atp:2.7.4.3
172,2.7.4.7,atp,0.193,Acetate,5.1628,0.963964300385,atp:2.7.4.7
173,2.7.4.9,atp,0.04,Acetate,5.1628,0.99231183209,atp:2.7.4.9
174,2.7.6.1,atp,0.023,Acetate,5.1628,0.995564811601,atp:2.7.6.1
175,2.7.6.3,atp,0.015,Acetate,5.1628,0.997103016725,atp:2.7.6.3
176,2.7.7.1,atp,0.5,Acetate,5.1628,0.911704457159,atp:2.7.7.1
177,2.7.7.18,atp,0.5,Acetate,5.1628,0.911704457159,atp:2.7.7.18
178,2.7.7.19,atp,0.13,Acetate,5.1628,0.975438331318,atp:2.7.7.19
179,2.7.7.27,atp,0.155,Acetate,5.1628,0.970852608221,atp:2.7.7.27
180,2.7.7.42,atp,0.15,Acetate,5.1628,0.971766300256,atp:2.7.7.42
181,2.7.7.58,atp,1.12,Acetate,5.1628,0.821735531928,atp:2.7.7.58
182,2.7.7.63,atp,0.0019,Acetate,5.1628,0.999632118032,atp:2.7.7.63
183,2.7.7.B5,atp,0.24,Acetate,5.1628,0.95557858888,atp:2.7.7.B5
184,2.7.9.2,atp,0.028,Acetate,5.1628,0.994605841103,atp:2.7.9.2
185,2.7.9.3,atp,0.9,Acetate,5.1628,0.851553737547,atp:2.7.9.3
186,2.7.99.B1,atp,4.0,Acetate,5.1628,0.563452219845,atp:2.7.99.B1
187,3.1.11.5,atp,0.085,Acetate,5.1628,0.983802736385,atp:3.1.11.5
188,3.1.3.5,atp,0.0209,Acetate,5.1628,0.995968130872,atp:3.1.3.5
189,3.1.4.16,atp,0.18,Acetate,5.1628,0.966309800105,atp:3.1.4.16
190,3.1.4.37,atp,0.18,Acetate,5.1628,0.966309800105,atp:3.1.4.37
191,3.4.21.53,atp,0.003,Acetate,5.1628,0.999419257424,atp:3.4.21.53
192,3.4.21.92,atp,0.21,Acetate,5.1628,0.960914234663,atp:3.4.21.92
193,3.4.24.B17,atp,0.021,Acetate,5.1628,0.995948917782,atp:3.4.24.B17
194,3.6.3.1,atp,0.878,Acetate,5.1628,0.854655012581,atp:3.6.3.1
195,3.6.3.14,atp,0.053,Acetate,5.1628,0.98983856743,atp:3.6.3.14
196,3.6.3.16,atp,0.035,Acetate,5.1628,0.993266381931,atp:3.6.3.16
197,3.6.3.18,atp,0.65,Acetate,5.1628,0.888177814478,atp:3.6.3.18
198,3.6.3.19,atp,0.143,Acetate,5.1628,0.97304836217,atp:3.6.3.19
199,3.6.3.27,atp,0.0239,Acetate,5.1628,0.995392060462,atp:3.6.3.27
200,3.6.3.31,atp,0.12,Acetate,5.1628,0.977284773226,atp:3.6.3.31
201,3.6.3.33,atp,0.053,Acetate,5.1628,0.98983856743,atp:3.6.3.33
202,3.6.3.39,atp,0.117,Acetate,5.1628,0.9778400697,atp:3.6.3.39
203,3.6.3.43,atp,0.36,Acetate,5.1628,0.934815673209,atp:3.6.3.43
204,3.6.3.5,atp,0.0026,Acetate,5.1628,0.999496650792,atp:3.6.3.5
205,3.6.3.54,atp,0.5,Acetate,5.1628,0.911704457159,atp:3.6.3.54
206,3.6.4.10,atp,1.9e-05,Acetate,5.1628,0.99999631984,atp:3.6.4.10
207,3.6.4.8,atp,0.28,Acetate,5.1628,0.948555890351,atp:3.6.4.8
208,3.6.4.9,atp,0.007,Acetate,5.1628,0.998645982436,atp:3.6.4.9
209,4.6.1.1,atp,0.27,Acetate,5.1628,0.950301870122,atp:4.6.1.1
210,6.1.1.1,atp,0.5,Acetate,5.1628,0.911704457159,atp:6.1.1.1
211,6.1.1.10,atp,0.41,Acetate,5.1628,0.926428366351,atp:6.1.1.10
212,6.1.1.11,atp,6.8e-05,Acetate,5.1628,0.999986829026,atp:6.1.1.11
213,6.1.1.12,atp,0.09,Acetate,5.1628,0.982866280841,atp:6.1.1.12
214,6.1.1.14,atp,0.014,Acetate,5.1628,0.997295626642,atp:6.1.1.14
215,6.1.1.16,atp,0.22,Acetate,5.1628,0.959129077803,atp:6.1.1.16
216,6.1.1.17,atp,0.1,Acetate,5.1628,0.980998707912,atp:6.1.1.17
217,6.1.1.18,atp,0.04,Acetate,5.1628,0.99231183209,atp:6.1.1.18
218,6.1.1.19,atp,0.9,Acetate,5.1628,0.851553737547,atp:6.1.1.19
219,6.1.1.2,atp,0.2,Acetate,5.1628,0.962706049079,atp:6.1.1.2
220,6.1.1.21,atp,0.56,Acetate,5.1628,0.902145802754,atp:6.1.1.21
221,6.1.1.22,atp,0.076,Acetate,5.1628,0.985492860961,atp:6.1.1.22
222,6.1.1.24,atp,0.62,Acetate,5.1628,0.892785501833,atp:6.1.1.24
223,6.1.1.3,atp,0.267,Acetate,5.1628,0.950826918119,atp:6.1.1.3
224,6.1.1.4,atp,0.24,Acetate,5.1628,0.95557858888,atp:6.1.1.4
225,6.1.1.5,atp,0.00054,Acetate,5.1628,0.999895416533,atp:6.1.1.5
226,6.1.1.6,atp,0.012,Acetate,5.1628,0.9976810698,atp:6.1.1.6
227,6.1.1.7,atp,0.083,Acetate,5.1628,0.984177818445,atp:6.1.1.7
228,6.1.1.9,atp,9.4,Acetate,5.1628,0.354519735216,atp:6.1.1.9
229,6.1.1.B3,atp,0.17,Acetate,5.1628,0.968121812181,atp:6.1.1.B3
230,6.2.1.26,atp,0.0735,Acetate,5.1628,0.985963371083,atp:6.2.1.26
231,6.2.1.3,atp,0.025,Acetate,5.1628,0.995181001581,atp:6.2.1.3
232,6.2.1.5,atp,0.0145,Acetate,5.1628,0.997199312383,atp:6.2.1.5
233,6.3.1.2,atp,0.2,Acetate,5.1628,0.962706049079,atp:6.3.1.2
234,6.3.2.1,atp,1.75,Acetate,5.1628,0.746846429811,atp:6.3.2.1
235,6.3.2.14,atp,0.43,Acetate,5.1628,0.92311543413,atp:6.3.2.14
236,6.3.2.17,atp,0.054,Acetate,5.1628,0.989648826867,atp:6.3.2.17
237,6.3.2.2,atp,0.00014,Acetate,5.1628,0.999972883667,atp:6.3.2.2
238,6.3.2.3,atp,0.24,Acetate,5.1628,0.95557858888,atp:6.3.2.3
239,6.3.2.4,atp,0.049,Acetate,5.1628,0.9905982578,atp:6.3.2.4
240,6.3.2.45,atp,0.19,Acetate,5.1628,0.964504558362,atp:6.3.2.45
241,6.3.2.8,atp,0.14,Acetate,5.1628,0.973598853436,atp:6.3.2.8
242,6.3.2.9,atp,0.106,Acetate,5.1628,0.97988156696,atp:6.3.2.9
243,6.3.3.1,atp,0.073,Acetate,5.1628,0.986057527025,atp:6.3.3.1
244,6.3.4.14,atp,0.081,Acetate,5.1628,0.98455318662,atp:6.3.4.14
245,6.3.4.15,atp,0.25,Acetate,5.1628,0.953813183565,atp:6.3.4.15
246,6.3.4.18,atp,0.048,Acetate,5.1628,0.990788362631,atp:6.3.4.18
247,6.3.4.19,atp,0.0016,Acetate,5.1628,0.999690186663,atp:6.3.4.19
248,6.3.4.2,atp,0.054,Acetate,5.1628,0.989648826867,atp:6.3.4.2
249,6.3.5.2,atp,0.104,Acetate,5.1628,0.980253664464,atp:6.3.5.2
250,6.3.5.4,atp,0.1,Acetate,5.1628,0.980998707912,atp:6.3.5.4
251,6.3.5.5,atp,0.005,Acetate,5.1628,0.999032470297,atp:6.3.5.5
252,6.5.1.4,atp,0.02,Acetate,5.1628,0.996141082041,atp:6.5.1.4
253,1.2.1.72,e4p,0.51,Acetate,0.0572,0.100846262341,e4p:1.2.1.72
254,2.2.1.2,e4p,0.078,Acetate,0.0572,0.423076923077,e4p:2.2.1.2
255,2.5.1.54,e4p,0.021,Acetate,0.0572,0.731457800512,e4p:2.5.1.54
256,4.1.2.21,e4p,0.57,Acetate,0.0572,0.0911989795918,e4p:4.1.2.21
257,1.3.5.1,fum,0.005,Acetate,1.389,0.996413199426,fum:1.3.5.1
258,1.3.5.4,fum,0.0054,Acetate,1.389,0.996127366609,fum:1.3.5.4
259,4.2.1.2,fum,0.15,Acetate,1.389,0.90253411306,fum:4.2.1.2
260,1.3.5.1,succ,0.002,Acetate,2.1541,0.999072399239,succ:1.3.5.1
261,1.3.5.4,succ,0.0015,Acetate,2.1541,0.999304138059,succ:1.3.5.4
262,6.2.1.5,succ,0.25,Acetate,2.1541,0.89601098124,succ:6.2.1.5
263,1.7.1.7,gmp,0.0055,Acetate,0.0985,0.947115384615,gmp:1.7.1.7
264,3.1.3.31,gmp,0.26,Acetate,0.0985,0.274755927476,gmp:3.1.3.31
265,3.1.3.5,gmp,0.26,Acetate,0.0985,0.274755927476,gmp:3.1.3.5
266,3.1.3.6,gmp,0.26,Acetate,0.0985,0.274755927476,gmp:3.1.3.6
267,3.6.1.11,gmp,0.26,Acetate,0.0985,0.274755927476,gmp:3.6.1.11
268,2.5.1.19,pep,0.015,Acetate,0.5633,0.974061905585,pep:2.5.1.19
269,2.5.1.54,pep,0.005,Acetate,0.5633,0.991201830019,pep:2.5.1.54
270,2.5.1.55,pep,0.00443,Acetate,0.5633,0.99219699505,pep:2.5.1.55
271,2.5.1.56,pep,0.04,Acetate,0.5633,0.933697994364,pep:2.5.1.56
272,2.5.1.7,pep,0.0004,Acetate,0.5633,0.999290402696,pep:2.5.1.7
273,2.7.3.9,pep,0.18,Acetate,0.5633,0.75783667429,pep:2.7.3.9
274,4.1.1.49,pep,0.06,Acetate,0.5633,0.903738167816,pep:4.1.1.49
275,2.7.1.105,gtp,0.35,Acetate,1.7021,0.8294430096,gtp:2.7.1.105
276,2.7.1.107,gtp,8.7,Acetate,1.7021,0.16363042078,gtp:2.7.1.107
277,2.7.1.11,gtp,4.3,Acetate,1.7021,0.283584078906,gtp:2.7.1.11
278,2.7.1.7,gtp,0.5,Acetate,1.7021,0.772944007992,gtp:2.7.1.7
279,2.7.2.1,gtp,1.1,Acetate,1.7021,0.607437279183,gtp:2.7.2.1
280,2.7.4.22,gtp,1.0,Acetate,1.7021,0.629917471596,gtp:2.7.4.22
281,2.7.4.25,gtp,0.64,Acetate,1.7021,0.726740958968,gtp:2.7.4.25
282,2.7.7.77,gtp,0.0065,Acetate,1.7021,0.996195715791,gtp:2.7.7.77
283,2.7.7.B5,gtp,0.84,Acetate,1.7021,0.66956453326,gtp:2.7.7.B5
284,3.4.24.B17,gtp,7.3,Acetate,1.7021,0.189078103998,gtp:3.4.24.B17
285,3.6.1.55,gtp,1.0,Acetate,1.7021,0.629917471596,gtp:3.6.1.55
286,3.6.5.3,gtp,0.0008,Acetate,1.7021,0.999530213166,gtp:3.6.5.3
287,3.6.5.4,gtp,0.001,Acetate,1.7021,0.999412835418,gtp:3.6.5.4
288,6.3.4.4,gtp,0.011,Acetate,1.7021,0.993578892067,gtp:6.3.4.4
289,2.7.1.107,adp,1.0,Acetate,0.8905,0.471039407564,adp:2.7.1.107
290,2.7.1.95,adp,0.022,Acetate,0.8905,0.975890410959,adp:2.7.1.95
291,2.7.2.1,adp,0.5,Acetate,0.8905,0.640417116145,adp:2.7.2.1
292,2.7.4.1,adp,0.072,Acetate,0.8905,0.925194805195,adp:2.7.4.1
293,2.7.4.3,adp,0.09,Acetate,0.8905,0.908210096889,adp:2.7.4.3
294,3.1.3.5,adp,0.0547,Acetate,0.8905,0.942128650021,adp:3.1.3.5
295,3.1.4.16,adp,0.19,Acetate,0.8905,0.824155483572,adp:3.1.4.16
296,3.1.4.37,adp,0.19,Acetate,0.8905,0.824155483572,adp:3.1.4.37
297,3.6.3.14,adp,0.1,Acetate,0.8905,0.89904088844,adp:3.6.3.14
298,6.3.4.14,adp,0.08,Acetate,0.8905,0.917568263782,adp:6.3.4.14
299,2.7.1.29,dhap,0.006,Acetate,1.5292,0.996091714435,dhap:2.7.1.29
300,4.1.2.19,dhap,0.6,Acetate,1.5292,0.718204020289,dhap:4.1.2.19
301,4.2.3.3,dhap,0.2,Acetate,1.5292,0.884339578996,dhap:4.2.3.3
302,2.7.1.56,f1p,0.13,Acetate,0.0495,0.275766016713,f1p:2.7.1.56
