,EC_number,bigg.metabolite,KM_Value,growth condition,concentration,saturation,met:EC
2168,3.1.3.6,gmp,0.26,Pyruvate,0.0564,0.178255372946,gmp:3.1.3.6
2169,3.6.1.11,gmp,0.26,Pyruvate,0.0564,0.178255372946,gmp:3.6.1.11
2170,2.5.1.19,pep,0.015,Pyruvate,0.397,0.96359223301,pep:2.5.1.19
2171,2.5.1.54,pep,0.005,Pyruvate,0.397,0.987562189055,pep:2.5.1.54
2172,2.5.1.55,pep,0.00443,Pyruvate,0.397,0.988964452084,pep:2.5.1.55
2173,2.5.1.56,pep,0.04,Pyruvate,0.397,0.908466819222,pep:2.5.1.56
2174,2.5.1.7,pep,0.0004,Pyruvate,0.397,0.998993457474,pep:2.5.1.7
2175,2.7.3.9,pep,0.18,Pyruvate,0.397,0.688041594454,pep:2.7.3.9
2176,4.1.1.49,pep,0.06,Pyruvate,0.397,0.868708971554,pep:4.1.1.49
2177,2.7.1.105,gtp,0.35,Pyruvate,1.898,0.844306049822,gtp:2.7.1.105
2178,2.7.1.107,gtp,8.7,Pyruvate,1.898,0.179090394414,gtp:2.7.1.107
2179,2.7.1.11,gtp,4.3,Pyruvate,1.898,0.306227815424,gtp:2.7.1.11
2180,2.7.1.7,gtp,0.5,Pyruvate,1.898,0.791492910759,gtp:2.7.1.7
2181,2.7.2.1,gtp,1.1,Pyruvate,1.898,0.633088725817,gtp:2.7.2.1
2182,2.7.4.22,gtp,1.0,Pyruvate,1.898,0.654934437543,gtp:2.7.4.22
2183,2.7.4.25,gtp,0.64,Pyruvate,1.898,0.747832939322,gtp:2.7.4.25
2184,2.7.7.77,gtp,0.0065,Pyruvate,1.898,0.996587030717,gtp:2.7.7.77
2185,2.7.7.B5,gtp,0.84,Pyruvate,1.898,0.693206720234,gtp:2.7.7.B5
2186,3.4.24.B17,gtp,7.3,Pyruvate,1.898,0.206349206349,gtp:3.4.24.B17
2187,3.6.1.55,gtp,1.0,Pyruvate,1.898,0.654934437543,gtp:3.6.1.55
2188,3.6.5.3,gtp,0.0008,Pyruvate,1.898,0.999578681272,gtp:3.6.5.3
2189,3.6.5.4,gtp,0.001,Pyruvate,1.898,0.999473407056,gtp:3.6.5.4
2190,6.3.4.4,gtp,0.011,Pyruvate,1.898,0.994237820849,gtp:6.3.4.4
2191,2.7.1.107,adp,1.0,Pyruvate,0.9876,0.496880660093,adp:2.7.1.107
2192,2.7.1.95,adp,0.022,Pyruvate,0.9876,0.978209191759,adp:2.7.1.95
2193,2.7.2.1,adp,0.5,Pyruvate,0.9876,0.663888141974,adp:2.7.2.1
2194,2.7.4.1,adp,0.072,Pyruvate,0.9876,0.932049830125,adp:2.7.4.1
2195,2.7.4.3,adp,0.09,Pyruvate,0.9876,0.916481069042,adp:2.7.4.3
2196,3.1.3.5,adp,0.0547,Pyruvate,0.9876,0.947519907896,adp:3.1.3.5
2197,3.1.4.16,adp,0.19,Pyruvate,0.9876,0.838654891304,adp:3.1.4.16
2198,3.1.4.37,adp,0.19,Pyruvate,0.9876,0.838654891304,adp:3.1.4.37
2199,3.6.3.14,adp,0.1,Pyruvate,0.9876,0.908054431776,adp:3.6.3.14
2200,6.3.4.14,adp,0.08,Pyruvate,0.9876,0.925065567628,adp:6.3.4.14
2201,2.7.1.29,dhap,0.006,Pyruvate,1.1062,0.994605286819,dhap:2.7.1.29
2202,4.1.2.19,dhap,0.6,Pyruvate,1.1062,0.648341343336,dhap:4.1.2.19
2203,4.2.3.3,dhap,0.2,Pyruvate,1.1062,0.846884091257,dhap:4.2.3.3
2204,2.7.1.56,f1p,0.13,Pyruvate,0.0472,0.266365688488,f1p:2.7.1.56
2205,3.1.3.11,f1p,1.0,Pyruvate,0.0472,0.0450725744843,f1p:3.1.3.11
2206,2.7.4.1,gdp,0.16,Pyruvate,0.4258,0.726869238648,gdp:2.7.4.1
2207,3.6.1.55,gdp,0.35,Pyruvate,0.4258,0.548852797113,gdp:3.6.1.55
2208,2.7.4.3,amp,0.038,Pyruvate,0.7719,0.953080627238,amp:2.7.4.3
2209,2.7.6.1,amp,0.132,Pyruvate,0.7719,0.853966146698,amp:2.7.6.1
2210,3.1.3.31,amp,0.32,Pyruvate,0.7719,0.70693286931,amp:3.1.3.31
2211,3.1.3.5,amp,0.0129,Pyruvate,0.7719,0.983562691131,amp:3.1.3.5
2212,3.1.3.6,amp,0.32,Pyruvate,0.7719,0.70693286931,amp:3.1.3.6
2213,3.6.1.11,amp,0.32,Pyruvate,0.7719,0.70693286931,amp:3.6.1.11
2214,2.7.7.12,gal1p,0.29,Pyruvate,0.0528,0.154025670945,gal1p:2.7.7.12
2215,3.5.4.2,ade,0.23,Pyruvate,0.0248,0.0973312401884,ade:3.5.4.2
2216,4.1.2.14,2ddg6p,0.006,Pyruvate,0.0315,0.84,2ddg6p:4.1.2.14
2217,4.2.1.3,cit,1.16,Pyruvate,11.1676,0.905902203186,cit:4.2.1.3
2218,5.3.1.28,s7p,0.9,Pyruvate,6.8182,0.883392500842,s7p:5.3.1.28
2219,1.1.1.136,nad,4.16,Succinate,7.1662,0.632709999823,nad:1.1.1.136
2220,1.1.1.154,nad,0.56,Succinate,7.1662,0.927519349745,nad:1.1.1.154
2221,1.1.1.17,nad,0.2,Succinate,7.1662,0.972848958758,nad:1.1.1.17
2222,1.1.1.205,nad,2.0,Succinate,7.1662,0.781807073815,nad:1.1.1.205
2223,1.1.1.282,nad,0.0122,Succinate,7.1662,0.998300456926,nad:1.1.1.282
2224,1.1.1.305,nad,0.57,Succinate,7.1662,0.926320415708,nad:1.1.1.305
2225,1.1.1.336,nad,0.21,Succinate,7.1662,0.971530056126,nad:1.1.1.336
2226,1.1.1.350,nad,0.56,Succinate,7.1662,0.927519349745,nad:1.1.1.350
2227,1.1.1.37,nad,0.26,Succinate,7.1662,0.964988823355,nad:1.1.1.37
2228,1.1.1.38,nad,0.063,Succinate,7.1662,0.991285342777,nad:1.1.1.38
2229,1.1.1.41,nad,4.7,Succinate,7.1662,0.603917007972,nad:1.1.1.41
2230,1.1.1.49,nad,1.67,Succinate,7.1662,0.81100473054,nad:1.1.1.49
2231,1.1.1.6,nad,0.0165,Succinate,7.1662,0.997702813705,nad:1.1.1.6
2232,1.1.1.75,nad,0.05,Succinate,7.1662,0.993071145478,nad:1.1.1.75
2233,1.1.1.85,nad,0.321,Succinate,7.1662,0.95712682979,nad:1.1.1.85
2234,1.1.1.95,nad,0.0078,Succinate,7.1662,0.998912740452,nad:1.1.1.95
2235,1.2.1.10,nad,0.25,Succinate,7.1662,0.966290013754,nad:1.2.1.10
2236,1.2.1.12,nad,0.045,Succinate,7.1662,0.993759707122,nad:1.2.1.12
2237,1.2.1.16,nad,9.1,Succinate,7.1662,0.440557720918,nad:1.2.1.16
2238,1.2.1.22,nad,0.047,Succinate,7.1662,0.993484167914,nad:1.2.1.22
2239,1.2.1.39,nad,0.035,Succinate,7.1662,0.995139698939,nad:1.2.1.39
2240,1.2.1.72,nad,0.8,Succinate,7.1662,0.899575707364,nad:1.2.1.72
2241,1.2.1.8,nad,0.0025,Succinate,7.1662,0.999651261735,nad:1.2.1.8
2242,1.3.1.12,nad,0.103,Succinate,7.1662,0.985830627855,nad:1.3.1.12
2243,1.8.1.4,nad,0.4,Succinate,7.1662,0.947133303376,nad:1.8.1.4
2244,2.7.1.23,nad,1.85,Succinate,7.1662,0.794813779641,nad:2.7.1.23
2245,2.7.7.1,nad,0.37,Succinate,7.1662,0.950903638438,nad:2.7.7.1
2246,2.7.7.18,nad,0.37,Succinate,7.1662,0.950903638438,nad:2.7.7.18
2247,3.6.1.22,nad,5.1,Succinate,7.1662,0.584223312843,nad:3.6.1.22
2248,6.5.1.2,nad,0.003,Succinate,7.1662,0.999581543268,nad:6.5.1.2
2249,1.1.1.140,f6p,0.568,Succinate,1.3069,0.69705050936,f6p:1.1.1.140
2250,2.2.1.2,f6p,0.6,Succinate,1.3069,0.685353191043,f6p:2.2.1.2
2251,2.6.1.16,f6p,0.2,Succinate,1.3069,0.867277191585,f6p:2.6.1.16
2252,2.7.1.105,f6p,0.028,Succinate,1.3069,0.979024646041,f6p:2.7.1.105
2253,2.7.1.11,f6p,0.011,Succinate,1.3069,0.991653387966,f6p:2.7.1.11
2254,3.5.99.6,f6p,1.7,Succinate,1.3069,0.434633675879,f6p:3.5.99.6
2255,5.3.1.8,f6p,0.15,Succinate,1.3069,0.897041663807,f6p:5.3.1.8
2256,5.3.1.9,f6p,0.147,Succinate,1.3069,0.898892633606,f6p:5.3.1.9
2257,1.1.1.140,nadh,0.025,Succinate,0.0834,0.769372693727,nadh:1.1.1.140
2258,1.1.1.37,nadh,0.061,Succinate,0.0834,0.57756232687,nadh:1.1.1.37
2259,1.1.1.38,nadh,0.025,Succinate,0.0834,0.769372693727,nadh:1.1.1.38
2260,1.1.1.6,nadh,0.05,Succinate,0.0834,0.625187406297,nadh:1.1.1.6
2261,1.1.1.86,nadh,0.207,Succinate,0.0834,0.287190082645,nadh:1.1.1.86
2262,1.1.1.B28,nadh,0.84,Succinate,0.0834,0.090318388564,nadh:1.1.1.B28
2263,1.14.12.17,nadh,0.0032,Succinate,0.0834,0.963048498845,nadh:1.14.12.17
2264,1.3.1.9,nadh,0.02,Succinate,0.0834,0.806576402321,nadh:1.3.1.9
2265,1.5.1.20,nadh,0.02,Succinate,0.0834,0.806576402321,nadh:1.5.1.20
2266,1.5.1.36,nadh,0.04,Succinate,0.0834,0.67585089141,nadh:1.5.1.36
2267,1.5.1.38,nadh,0.5555,Succinate,0.0834,0.130536860229,nadh:1.5.1.38
2268,1.5.1.41,nadh,0.025,Succinate,0.0834,0.769372693727,nadh:1.5.1.41
2269,1.5.1.B1,nadh,0.076,Succinate,0.0834,0.523212045169,nadh:1.5.1.B1
2270,1.6.1.2,nadh,0.0017,Succinate,0.0834,0.980023501763,nadh:1.6.1.2
2271,1.6.5.11,nadh,0.132,Succinate,0.0834,0.387186629526,nadh:1.6.5.11
2272,1.6.5.2,nadh,0.014,Succinate,0.0834,0.856262833676,nadh:1.6.5.2
2273,1.6.5.3,nadh,0.013,Succinate,0.0834,0.865145228216,nadh:1.6.5.3
2274,1.7.1.15,nadh,0.0488,Succinate,0.0834,0.630862329803,nadh:1.7.1.15
2275,1.7.1.4,nadh,0.016,Succinate,0.0834,0.839034205231,nadh:1.7.1.4
2276,1.7.1.6,nadh,0.0706,Succinate,0.0834,0.541558441558,nadh:1.7.1.6
2277,3.6.1.22,nadh,0.11,Succinate,0.0834,0.431230610134,nadh:3.6.1.22
2278,1.1.1.169,nadp,0.007,Succinate,0.0256,0.78527607362,nadp:1.1.1.169
2279,1.1.1.276,nadp,0.54,Succinate,0.0256,0.045261669024,nadp:1.1.1.276
2280,1.1.1.282,nadp,0.1,Succinate,0.0256,0.203821656051,nadp:1.1.1.282
2281,1.1.1.381,nadp,0.54,Succinate,0.0256,0.045261669024,nadp:1.1.1.381
2282,1.1.1.40,nadp,0.0415,Succinate,0.0256,0.381520119225,nadp:1.1.1.40
2283,1.1.1.41,nadp,0.017,Succinate,0.0256,0.600938967136,nadp:1.1.1.41
2284,1.1.1.42,nadp,0.0392,Succinate,0.0256,0.395061728395,nadp:1.1.1.42
2285,1.1.1.44,nadp,0.049,Succinate,0.0256,0.343163538874,nadp:1.1.1.44
2286,1.1.1.49,nadp,0.0075,Succinate,0.0256,0.773413897281,nadp:1.1.1.49
2287,1.2.1.21,nadp,0.067,Succinate,0.0256,0.276457883369,nadp:1.2.1.21
2288,1.2.1.39,nadp,0.22,Succinate,0.0256,0.104234527687,nadp:1.2.1.39
2289,1.2.1.4,nadp,0.1,Succinate,0.0256,0.203821656051,nadp:1.2.1.4
2290,1.2.1.79,nadp,0.0446,Succinate,0.0256,0.364672364672,nadp:1.2.1.79
2291,1.2.1.8,nadp,0.08,Succinate,0.0256,0.242424242424,nadp:1.2.1.8
2292,1.2.1.91,nadp,0.056,Succinate,0.0256,0.313725490196,nadp:1.2.1.91
2293,1.4.1.4,nadp,0.018,Succinate,0.0256,0.587155963303,nadp:1.4.1.4
2294,3.1.3.7,nadp,2.7,Succinate,0.0256,0.00939242735544,nadp:3.1.3.7
2295,3.1.4.16,nadp,0.15,Succinate,0.0256,0.145785876993,nadp:3.1.4.16
2296,3.1.4.37,nadp,0.15,Succinate,0.0256,0.145785876993,nadp:3.1.4.37
2297,1.1.1.169,nadph,0.004,Succinate,0.1828,0.978586723769,nadph:1.1.1.169
2298,1.1.1.267,nadph,0.0005,Succinate,0.1828,0.997272231315,nadph:1.1.1.267
2299,1.1.1.86,nadph,0.002,Succinate,0.1828,0.989177489177,nadph:1.1.1.86
2300,1.1.1.B28,nadph,0.89,Succinate,0.1828,0.170395227442,nadph:1.1.1.B28
2301,1.14.12.17,nadph,0.18,Succinate,0.1828,0.503858875413,nadph:1.14.12.17
2302,1.14.13.59,nadph,0.07,Succinate,0.1828,0.723101265823,nadph:1.14.13.59
2303,1.16.1.9,nadph,0.043,Succinate,0.1828,0.8095659876,nadph:1.16.1.9
2304,1.18.1.2,nadph,0.0018,Succinate,0.1828,0.990249187432,nadph:1.18.1.2
2305,1.2.1.21,nadph,0.025,Succinate,0.1828,0.87969201155,nadph:1.2.1.21
2306,1.2.1.70,nadph,0.039,Succinate,0.1828,0.824165915239,nadph:1.2.1.70
2307,1.3.1.34,nadph,0.0008,Succinate,0.1828,0.995642701525,nadph:1.3.1.34
2308,1.3.1.98,nadph,0.0016,Succinate,0.1828,0.991323210412,nadph:1.3.1.98
2309,1.4.1.13,nadph,0.0022,Succinate,0.1828,0.988108108108,nadph:1.4.1.13
2310,1.4.1.4,nadph,0.035,Succinate,0.1828,0.839302112029,nadph:1.4.1.4
2311,1.5.1.3,nadph,0.0019,Succinate,0.1828,0.989713048186,nadph:1.5.1.3
2312,1.5.1.30,nadph,0.0054,Succinate,0.1828,0.971307120085,nadph:1.5.1.30
2313,1.5.1.38,nadph,0.046,Succinate,0.1828,0.798951048951,nadph:1.5.1.38
2314,1.5.1.41,nadph,0.043,Succinate,0.1828,0.8095659876,nadph:1.5.1.41
2315,1.6.1.1,nadph,0.0683,Succinate,0.1828,0.727996814018,nadph:1.6.1.1
2316,1.6.1.2,nadph,0.0051,Succinate,0.1828,0.97285790314,nadph:1.6.1.2
2317,1.6.5.10,nadph,0.0105,Succinate,0.1828,0.945680289705,nadph:1.6.5.10
2318,1.6.5.2,nadph,0.0656,Succinate,0.1828,0.735909822866,nadph:1.6.5.2
2319,1.6.5.3,nadph,1.87,Succinate,0.1828,0.0890491036633,nadph:1.6.5.3
2320,1.7.1.13,nadph,0.0002,Succinate,0.1828,0.998907103825,nadph:1.7.1.13
2321,1.7.1.7,nadph,0.0147,Succinate,0.1828,0.925569620253,nadph:1.7.1.7
2322,1.8.1.9,nadph,0.0008,Succinate,0.1828,0.995642701525,nadph:1.8.1.9
2323,3.1.3.7,nadph,2.13,Succinate,0.1828,0.079038395019,nadph:3.1.3.7
2324,1.1.1.290,akg,0.093,Succinate,2.1508,0.958552455656,akg:1.1.1.290
2325,1.1.1.95,akg,0.042,Succinate,2.1508,0.980846406421,akg:1.1.1.95
2326,1.14.11.17,akg,0.009,Succinate,2.1508,0.995832947495,akg:1.14.11.17
2327,1.4.1.13,akg,0.0047,Succinate,2.1508,0.997819531431,akg:1.4.1.13
2328,1.4.1.4,akg,0.2,Succinate,2.1508,0.914922579547,akg:1.4.1.4
2329,2.2.1.9,akg,1.5,Succinate,2.1508,0.589131149337,akg:2.2.1.9
2330,2.6.1.1,akg,0.071,Succinate,2.1508,0.968043928346,akg:2.6.1.1
2331,2.6.1.19,akg,1.07,Succinate,2.1508,0.667784401391,akg:2.6.1.19
2332,2.6.1.29,akg,0.88,Succinate,2.1508,0.709647617791,akg:2.6.1.29
2333,2.6.1.33,akg,0.22,Succinate,2.1508,0.907204319217,akg:2.6.1.33
2334,2.6.1.42,akg,0.24,Succinate,2.1508,0.899615191568,akg:2.6.1.42
2335,2.6.1.57,akg,0.23,Succinate,2.1508,0.903393817204,akg:2.6.1.57
2336,1.1.1.290,pyr,0.128,Succinate,8.2533,0.984727906172,pyr:1.1.1.290
2337,1.1.1.86,pyr,1.54,Succinate,8.2533,0.842749634955,pyr:1.1.1.86
2338,1.2.4.1,pyr,0.2609,Succinate,8.2533,0.969357074065,pyr:1.2.4.1
2339,2.2.1.6,pyr,1.0,Succinate,8.2533,0.891930446435,pyr:2.2.1.6
2340,2.2.1.7,pyr,0.049,Succinate,8.2533,0.99409802103,pyr:2.2.1.7
2341,2.3.1.54,pyr,2.37,Succinate,8.2533,0.776905481348,pyr:2.3.1.54
2342,2.6.1.29,pyr,2.7,Succinate,8.2533,0.753498945523,pyr:2.6.1.29
2343,2.7.9.2,pyr,0.083,Succinate,8.2533,0.990043544498,pyr:2.7.9.2
2344,4.1.2.52,pyr,5.6,Succinate,8.2533,0.595764186151,pyr:4.1.2.52
2345,4.3.3.7,pyr,0.15,Succinate,8.2533,0.982149869694,pyr:4.3.3.7
2346,1.1.1.42,icit,0.0405,Succinate,0.0335,0.452702702703,icit:1.1.1.42
2347,4.1.3.1,icit,0.018,Succinate,0.0335,0.650485436893,icit:4.1.3.1
2348,1.1.1.44,6pgc,0.093,Succinate,0.2314,0.713316892725,6pgc:1.1.1.44
2349,1.1.1.49,g6p,0.07,Succinate,3.0861,0.977820728114,g6p:1.1.1.49
2350,2.4.1.15,g6p,7.5,Succinate,3.0861,0.291523790631,g6p:2.4.1.15
2351,2.6.1.16,g6p,16.0,Succinate,3.0861,0.161693588528,g6p:2.6.1.16
2352,5.3.1.9,g6p,0.28,Succinate,3.0861,0.916817682184,g6p:5.3.1.9
2353,1.17.4.1,atp,0.07,Succinate,7.7226,0.991017118805,atp:1.17.4.1
2354,2.1.2.2,atp,0.0774,Succinate,7.7226,0.990076923077,atp:2.1.2.2
2355,2.5.1.6,atp,0.073,Succinate,7.7226,0.99063574324,atp:2.5.1.6
2356,2.7.1.105,atp,0.06,Succinate,7.7226,0.992290494179,atp:2.7.1.105
2357,2.7.1.107,atp,0.34,Succinate,7.7226,0.957829980403,atp:2.7.1.107
2358,2.7.1.11,atp,0.008,Succinate,7.7226,0.998965151476,atp:2.7.1.11
2359,2.7.1.12,atp,0.123,Succinate,7.7226,0.984322422759,atp:2.7.1.12
2360,2.7.1.136,atp,0.0106,Succinate,7.7226,0.998629286712,atp:2.7.1.136
2361,2.7.1.148,atp,0.02,Succinate,7.7226,0.997416888384,atp:2.7.1.148
2362,2.7.1.16,atp,0.02,Succinate,7.7226,0.997416888384,atp:2.7.1.16
2363,2.7.1.163,atp,2.0,Succinate,7.7226,0.794293707445,atp:2.7.1.163
2364,2.7.1.165,atp,0.061,Succinate,7.7226,0.992163009404,atp:2.7.1.165
2365,2.7.1.170,atp,1.0,Succinate,7.7226,0.885355283975,atp:2.7.1.170
2366,2.7.1.2,atp,3.76,Succinate,7.7226,0.672548029192,atp:2.7.1.2
2367,2.7.1.23,atp,0.23,Succinate,7.7226,0.971078640948,atp:2.7.1.23
2368,2.7.1.25,atp,0.01,Succinate,7.7226,0.998706773918,atp:2.7.1.25
2369,2.7.1.30,atp,0.0078,Succinate,7.7226,0.998990996585,atp:2.7.1.30
2370,2.7.1.33,atp,0.115,Succinate,7.7226,0.985327140962,atp:2.7.1.33
2371,2.7.1.39,atp,0.3,Succinate,7.7226,0.96260563907,atp:2.7.1.39
2372,2.7.1.49,atp,0.1431,Succinate,7.7226,0.981807086464,atp:2.7.1.49
2373,2.7.1.56,atp,0.12,Succinate,7.7226,0.984698951878,atp:2.7.1.56
2374,2.7.1.59,atp,0.00014,Succinate,7.7226,0.999981871719,atp:2.7.1.59
2375,2.7.1.6,atp,2.24,Succinate,7.7226,0.775159095015,atp:2.7.1.6
2376,2.7.1.71,atp,0.16,Succinate,7.7226,0.979702128739,atp:2.7.1.71
2377,2.7.1.73,atp,0.51,Succinate,7.7226,0.938051162452,atp:2.7.1.73
2378,2.7.1.83,atp,0.33,Succinate,7.7226,0.959019447135,atp:2.7.1.83
2379,2.7.1.95,atp,0.028,Succinate,7.7226,0.996387376461,atp:2.7.1.95
2380,2.7.11.5,atp,0.0069,Succinate,7.7226,0.999107316127,atp:2.7.11.5
2381,2.7.2.1,atp,0.07,Succinate,7.7226,0.991017118805,atp:2.7.2.1
2382,2.7.2.11,atp,0.4,Succinate,7.7226,0.950754684461,atp:2.7.2.11
2383,2.7.2.4,atp,0.18,Succinate,7.7226,0.977222686205,atp:2.7.2.4
2384,2.7.2.8,atp,0.29,Succinate,7.7226,0.963807003969,atp:2.7.2.8
2385,2.7.4.1,atp,1.4,Succinate,7.7226,0.846534979063,atp:2.7.4.1
2386,2.7.4.12,atp,0.82,Succinate,7.7226,0.90401048861,atp:2.7.4.12
2387,2.7.4.16,atp,0.27,Succinate,7.7226,0.966218752346,atp:2.7.4.16
2388,2.7.4.22,atp,0.048,Succinate,7.7226,0.993822870821,atp:2.7.4.22
2389,2.7.4.25,atp,0.038,Succinate,7.7226,0.995103471381,atp:2.7.4.25
2390,2.7.4.3,atp,0.048,Succinate,7.7226,0.993822870821,atp:2.7.4.3
2391,2.7.4.7,atp,0.193,Succinate,7.7226,0.975617767447,atp:2.7.4.7
2392,2.7.4.9,atp,0.04,Succinate,7.7226,0.994847087316,atp:2.7.4.9
2393,2.7.6.1,atp,0.023,Succinate,7.7226,0.997030572196,atp:2.7.6.1
2394,2.7.6.3,atp,0.015,Succinate,7.7226,0.998061414392,atp:2.7.6.3
2395,2.7.7.1,atp,0.5,Succinate,7.7226,0.939191983071,atp:2.7.7.1
2396,2.7.7.18,atp,0.5,Succinate,7.7226,0.939191983071,atp:2.7.7.18
2397,2.7.7.19,atp,0.13,Succinate,7.7226,0.983444973639,atp:2.7.7.19
2398,2.7.7.27,atp,0.155,Succinate,7.7226,0.980323956535,atp:2.7.7.27
2399,2.7.7.42,atp,0.15,Succinate,7.7226,0.980946574194,atp:2.7.7.42
2400,2.7.7.58,atp,1.12,Succinate,7.7226,0.873340420238,atp:2.7.7.58
2401,2.7.7.63,atp,0.0019,Succinate,7.7226,0.999754029387,atp:2.7.7.63
2402,2.7.7.B5,atp,0.24,Succinate,7.7226,0.969859091252,atp:2.7.7.B5
2403,2.7.9.2,atp,0.028,Succinate,7.7226,0.996387376461,atp:2.7.9.2
2404,2.7.9.3,atp,0.9,Succinate,7.7226,0.895623129914,atp:2.7.9.3
2405,2.7.99.B1,atp,4.0,Succinate,7.7226,0.658778769215,atp:2.7.99.B1
2406,3.1.11.5,atp,0.085,Succinate,7.7226,0.989113171781,atp:3.1.11.5
2407,3.1.3.5,atp,0.0209,Succinate,7.7226,0.997300962097,atp:3.1.3.5
2408,3.1.4.16,atp,0.18,Succinate,7.7226,0.977222686205,atp:3.1.4.16
2409,3.1.4.37,atp,0.18,Succinate,7.7226,0.977222686205,atp:3.1.4.37
2410,3.4.21.53,atp,0.003,Succinate,7.7226,0.999611680646,atp:3.4.21.53
2411,3.4.21.92,atp,0.21,Succinate,7.7226,0.973526964677,atp:3.4.21.92
2412,3.4.24.B17,atp,0.021,Succinate,7.7226,0.997288083062,atp:3.4.24.B17
2413,3.6.3.1,atp,0.878,Succinate,7.7226,0.897914099016,atp:3.6.3.1
2414,3.6.3.14,atp,0.053,Succinate,7.7226,0.993183805751,atp:3.6.3.14
2415,3.6.3.16,atp,0.035,Succinate,7.7226,0.995488295349,atp:3.6.3.16
2416,3.6.3.18,atp,0.65,Succinate,7.7226,0.922365812292,atp:3.6.3.18
2417,3.6.3.19,atp,0.143,Succinate,7.7226,0.981819568755,atp:3.6.3.19
2418,3.6.3.27,atp,0.0239,Succinate,7.7226,0.996914735687,atp:3.6.3.27
2419,3.6.3.31,atp,0.12,Succinate,7.7226,0.984698951878,atp:3.6.3.31
2420,3.6.3.33,atp,0.053,Succinate,7.7226,0.993183805751,atp:3.6.3.33
2421,3.6.3.39,atp,0.117,Succinate,7.7226,0.985075769172,atp:3.6.3.39
2422,3.6.3.43,atp,0.36,Succinate,7.7226,0.955459876772,atp:3.6.3.43
2423,3.6.3.5,atp,0.0026,Succinate,7.7226,0.999663439134,atp:3.6.3.5
2424,3.6.3.54,atp,0.5,Succinate,7.7226,0.939191983071,atp:3.6.3.54
2425,3.6.4.10,atp,1.9e-05,Succinate,7.7226,0.999997539695,atp:3.6.4.10
2426,3.6.4.8,atp,0.28,Succinate,7.7226,0.965011371304,atp:3.6.4.8
2427,3.6.4.9,atp,0.007,Succinate,7.7226,0.999094390395,atp:3.6.4.9
2428,4.6.1.1,atp,0.27,Succinate,7.7226,0.966218752346,atp:4.6.1.1
2429,6.1.1.1,atp,0.5,Succinate,7.7226,0.939191983071,atp:6.1.1.1
2430,6.1.1.10,atp,0.41,Succinate,7.7226,0.949585618375,atp:6.1.1.10
2431,6.1.1.11,atp,6.8e-05,Succinate,7.7226,0.999991194753,atp:6.1.1.11
2432,6.1.1.12,atp,0.09,Succinate,7.7226,0.988480147454,atp:6.1.1.12
2433,6.1.1.14,atp,0.014,Succinate,7.7226,0.998190419564,atp:6.1.1.14
2434,6.1.1.16,atp,0.22,Succinate,7.7226,0.972301261552,atp:6.1.1.16
2435,6.1.1.17,atp,0.1,Succinate,7.7226,0.987216526475,atp:6.1.1.17
2436,6.1.1.18,atp,0.04,Succinate,7.7226,0.994847087316,atp:6.1.1.18
2437,6.1.1.19,atp,0.9,Succinate,7.7226,0.895623129914,atp:6.1.1.19
2438,6.1.1.2,atp,0.2,Succinate,7.7226,0.974755761997,atp:6.1.1.2
2439,6.1.1.21,atp,0.56,Succinate,7.7226,0.93238838046,atp:6.1.1.21
2440,6.1.1.22,atp,0.076,Succinate,7.7226,0.990254661093,atp:6.1.1.22
2441,6.1.1.24,atp,0.62,Succinate,7.7226,0.925682640903,atp:6.1.1.24
2442,6.1.1.3,atp,0.267,Succinate,7.7226,0.966581556023,atp:6.1.1.3
2443,6.1.1.4,atp,0.24,Succinate,7.7226,0.969859091252,atp:6.1.1.4
2444,6.1.1.5,atp,0.00054,Succinate,7.7226,0.999930080252,atp:6.1.1.5
2445,6.1.1.6,atp,0.012,Succinate,7.7226,0.998448529982,atp:6.1.1.6
2446,6.1.1.7,atp,0.083,Succinate,7.7226,0.989366608589,atp:6.1.1.7
2447,6.1.1.9,atp,9.4,Succinate,7.7226,0.451017952881,atp:6.1.1.9
2448,6.1.1.B3,atp,0.17,Succinate,7.7226,0.978460836733,atp:6.1.1.B3
2449,6.2.1.26,atp,0.0735,Succinate,7.7226,0.990572209182,atp:6.2.1.26
2450,6.2.1.3,atp,0.025,Succinate,7.7226,0.99677319428,atp:6.2.1.3
2451,6.2.1.5,atp,0.0145,Succinate,7.7226,0.99812591281,atp:6.2.1.5
2452,6.3.1.2,atp,0.2,Succinate,7.7226,0.974755761997,atp:6.3.1.2
2453,6.3.2.1,atp,1.75,Succinate,7.7226,0.815256634926,atp:6.3.2.1
2454,6.3.2.14,atp,0.43,Succinate,7.7226,0.947256090082,atp:6.3.2.14
2455,6.3.2.17,atp,0.054,Succinate,7.7226,0.993056091351,atp:6.3.2.17
2456,6.3.2.2,atp,0.00014,Succinate,7.7226,0.999981871719,atp:6.3.2.2
2457,6.3.2.3,atp,0.24,Succinate,7.7226,0.969859091252,atp:6.3.2.3
2458,6.3.2.4,atp,0.049,Succinate,7.7226,0.993694992022,atp:6.3.2.4
2459,6.3.2.45,atp,0.19,Succinate,7.7226,0.975987665243,atp:6.3.2.45
2460,6.3.2.8,atp,0.14,Succinate,7.7226,0.98219418513,atp:6.3.2.8
2461,6.3.2.9,atp,0.106,Succinate,7.7226,0.986459903431,atp:6.3.2.9
