,EC_number,Organism,LigandID,Literature,LigandName,chebiID,bigg.metabolite,KEGG_ID,Compound
21256,3.2.2.17,Paramecium bursaria Chlorella virus 1,47944,171809,isopropyl-1-thio-beta-D-galactopyranoside,CHEBI:61448,,,
21257,3.2.2.19,Meleagris gallopavo,45,"137041, 137042",dithiothreitol,CHEBI:42170,,,
21258,3.2.2.19,Rattus norvegicus,45,137042,dithiothreitol,CHEBI:42170,,,
21259,3.2.2.19,Rattus norvegicus,45,137043,dithiothreitol,CHEBI:42170,,,
21260,3.2.2.19,Meleagris gallopavo,45,137044,dithiothreitol,CHEBI:42170,,,
21261,3.2.2.19,Mus musculus,45,"137042, 137044, 137046",dithiothreitol,CHEBI:42170,,,
21262,3.2.2.19,Rattus norvegicus,45,"137040, 137044, 137046",dithiothreitol,CHEBI:42170,,,
21263,3.2.2.19,Meleagris gallopavo,45,"137037, 137047",dithiothreitol,CHEBI:42170,,,
21264,3.2.2.19,Mus musculus,45,"137041, 137047",dithiothreitol,CHEBI:42170,,,
21265,3.2.2.19,Rattus norvegicus,45,"137041, 137047",dithiothreitol,CHEBI:42170,,,
21266,3.2.2.20,Escherichia coli,10509,646850,3-Methylguanine,CHEBI:46893,,,
21267,3.2.2.20,Escherichia coli,144,646850,adenine,CHEBI:16708,ade,C00147,Adenine
21268,3.2.2.20,Escherichia coli,882,646850,Caffeine,CHEBI:27732,,C07481,Caffeine
21269,3.2.2.20,Mycobacterium bovis,174177,732176,UP,,,,
21270,3.2.2.21,Archaeoglobus fulgidus,2934,646888,3-Methyladenine,CHEBI:38635,,C00913,3-Methyladenine
21271,3.2.2.21,Archaeoglobus fulgidus,10509,646888,3-Methylguanine,CHEBI:46893,,,
21272,3.2.2.21,Escherichia coli,13462,646845,N-methyl-N'-nitro-N-nitrosoguanidine,CHEBI:21759,,C14592,N-Methyl-N'-nitro-N-nitrosoguanidine
21273,3.2.2.21,Escherichia coli,13462,646846,N-methyl-N'-nitro-N-nitrosoguanidine,CHEBI:21759,,C14592,N-Methyl-N'-nitro-N-nitrosoguanidine
21274,3.2.2.21,Escherichia coli,148,"646847, 646851",spermidine,CHEBI:16610,spmd,C00315,Spermidine
21275,3.2.2.21,Escherichia coli,197,646851,spermine,CHEBI:15746,sprm,C00750,Spermine
21276,3.2.2.22,Zea mays,2,665864,more,,,,
21277,3.2.2.22,Chenopodium album,2,666356,more,,,,
21278,3.2.2.22,Ricinus communis,2,683263,more,,,,
21279,3.2.2.22,Ricinus communis,2,683264,more,,,,
21280,3.2.2.22,Ricinus communis,2,684058,more,,,,
21281,3.2.2.22,Saponaria officinalis,2,684058,more,,,,
21282,3.2.2.22,Escherichia coli,2,708714,more,,,,
21283,3.2.2.22,Zea mays,2,709537,more,,,,
21284,3.2.2.22,Saponaria officinalis,160359,708085,saponins,,,,
21285,3.2.2.23,Homo sapiens,81576,709080,complementation groups B genes,,,,
21286,3.2.2.23,Mus musculus,81576,709080,complementation groups B genes,,,,
21287,3.2.2.23,Homo sapiens,2,708484,more,,,,
21288,3.2.2.24,Rhodospirillum rubrum,8247,731792,MgATP,CHEBI:30617,,,
21289,3.2.2.24,Rhodospirillum rubrum,45677,646973,MgGDP-,,,,
21290,3.2.2.24,Rhodospirillum rubrum,2,646972,more,,,,
21291,3.2.2.24,Rhodospirillum rubrum,2,669080,more,,,,
21292,3.2.2.27,Homo sapiens,52400,692963,APE1,,,,
21293,3.2.2.27,Monkeypox virus,177,690882,DTT,CHEBI:42170,,,
21294,3.2.2.27,Monkeypox virus,21,690882,EDTA,CHEBI:42191,,C00284,EDTA
21295,3.2.2.27,Sulfolobus solfataricus,2,690803,more,,,,
21296,3.2.2.27,Homo sapiens,2,692963,more,,,,
21297,3.2.2.27,Homo sapiens,2,694295,more,,,,
21298,3.2.2.27,Mycobacterium tuberculosis,2,708313,more,,,,
21299,3.2.2.27,Escherichia coli,2,709131,more,,,,
21300,3.2.2.27,Pyrococcus furiosus,2589,722659,Proliferating cell nuclear antigen,,,,
21301,3.2.2.28,Escherichia coli,147727,690873,endonuclease IV,,,,
21302,3.2.2.29,Homo sapiens,35679,710229,AP1,,,,
21303,3.2.2.29,Mus musculus,35679,710229,AP1,,,,
21304,3.2.2.29,Homo sapiens,2,691737,more,,,,
21305,3.2.2.29,Homo sapiens,2,692013,more,,,,
21306,3.2.2.29,Homo sapiens,3420,692013,SUMO-1,,,,
21307,3.2.2.29,Homo sapiens,5412,692013,SUMO-3,,,,
21308,3.3.1.1,Mesocricetus auratus,9461,137129,3-deaza-(+/-)-aristeromycin,,,,
21309,3.3.1.1,Mesocricetus auratus,2189,137129,3-deazaadenosine,,,,
21310,3.3.1.1,Rattus norvegicus,737,137149,5alpha-dihydrotestosterone,CHEBI:16330,5adtststerone,C03917,Dihydrotestosterone
21311,3.3.1.1,Mesocricetus auratus,144,137129,adenine,CHEBI:16708,ade,C00147,Adenine
21312,3.3.1.1,Alcaligenes faecalis,122,137127,adenosine,CHEBI:16335,adn,C00212,Adenosine
21313,3.3.1.1,Mus musculus,122,137140,adenosine,CHEBI:16335,adn,C00212,Adenosine
21314,3.3.1.1,Lupinus luteus,31767,137134,adenosine deaminase,,,,
21315,3.3.1.1,Beta vulgaris,31767,137136,adenosine deaminase,,,,
21316,3.3.1.1,Saccharomyces cerevisiae,31767,137137,adenosine deaminase,,,,
21317,3.3.1.1,Lupinus luteus,102402,137134,adenosine nucleosidase,,,,
21318,3.3.1.1,Bos taurus,268,710053,cAMP,CHEBI:17489,camp,C00575,"3',5'-Cyclic AMP"
21319,3.3.1.1,Alcaligenes faecalis,747,137127,homocysteine,CHEBI:58199,hcys__L,,
21320,3.3.1.1,Homo sapiens,166119,716244,N-nitrosomethylbenzylamine,,,,
21321,3.3.1.1,Dictyostelium discoideum,7,137126,2 NAD+,CHEBI:15846,nad,C00003,NAD+
21322,3.3.1.1,Oryctolagus cuniculus,7,137126,2 NAD+,CHEBI:15846,nad,C00003,NAD+
21323,3.3.1.1,Rattus norvegicus,7,137138,2 NAD+,CHEBI:15846,nad,C00003,NAD+
21324,3.3.1.1,Corynebacterium glutamicum,7,731192,2 NAD+,CHEBI:15846,nad,C00003,NAD+
21325,3.3.1.1,Bos taurus,16,137143,phosphate,CHEBI:26078,pi,C00009,Orthophosphate
21326,3.3.1.1,Mesocricetus auratus,36,137129,S-adenosyl-L-homocysteine,CHEBI:57856,ahcys,,
21327,3.3.2.6,Cavia porcellus,1519,647015,albumin,,,,
21328,3.3.2.6,Homo sapiens,1519,647015,albumin,,,,
21329,3.3.2.6,Mus musculus,1519,647015,albumin,,,,
21330,3.3.2.6,Rattus norvegicus,1519,647015,albumin,,,,
21331,3.3.2.6,Homo sapiens,1519,647022,albumin,,,,
21332,3.3.2.6,Cavia porcellus,332,647015,Br-,CHEBI:47266,,C13645,Hydrobromic acid
21333,3.3.2.6,Homo sapiens,332,647015,Br-,CHEBI:47266,,C13645,Hydrobromic acid
21334,3.3.2.6,Mus musculus,332,647015,Br-,CHEBI:47266,,C13645,Hydrobromic acid
21335,3.3.2.6,Rattus norvegicus,332,647015,Br-,CHEBI:47266,,C13645,Hydrobromic acid
21336,3.3.2.6,Cavia porcellus,141,647015,Cl-,CHEBI:17883,cl,C01327,Hydrochloric acid
21337,3.3.2.6,Homo sapiens,141,647015,Cl-,CHEBI:17883,cl,C01327,Hydrochloric acid
21338,3.3.2.6,Mus musculus,141,647015,Cl-,CHEBI:17883,cl,C01327,Hydrochloric acid
21339,3.3.2.6,Rattus norvegicus,141,647015,Cl-,CHEBI:17883,cl,C01327,Hydrochloric acid
21340,3.3.2.6,Homo sapiens,141,647022,Cl-,CHEBI:17883,cl,C01327,Hydrochloric acid
21341,3.3.2.6,Saccharomyces cerevisiae,807,"647007, 647010",leukotriene A4,CHEBI:15651,leuktrA4,C00909,Leukotriene A4
21342,3.3.2.6,Saccharomyces cerevisiae,807,647015,leukotriene A4,CHEBI:15651,leuktrA4,C00909,Leukotriene A4
21343,3.3.2.6,Cavia porcellus,1032,647015,SCN-,,,,
21344,3.3.2.6,Homo sapiens,1032,647015,SCN-,,,,
21345,3.3.2.6,Mus musculus,1032,647015,SCN-,,,,
21346,3.3.2.6,Rattus norvegicus,1032,647015,SCN-,,,,
21347,3.3.2.9,Rattus norvegicus,104130,208878,1(2-naphthyl)-2-phenylethanedione,,,,
21348,3.3.2.9,Cavia porcellus,9495,208884,1-(2-cyanophenyl)-imidazole,,,,
21349,3.3.2.9,Homo sapiens,9495,208884,1-(2-cyanophenyl)-imidazole,,,,
21350,3.3.2.9,Rattus norvegicus,9495,208884,1-(2-cyanophenyl)-imidazole,,,,
21351,3.3.2.9,Cavia porcellus,6408,208884,1-(2-Isopropylphenyl)-imidazole,,,,
21352,3.3.2.9,Homo sapiens,6408,208884,1-(2-Isopropylphenyl)-imidazole,,,,
21353,3.3.2.9,Rattus norvegicus,6408,208884,1-(2-Isopropylphenyl)-imidazole,,,,
21354,3.3.2.9,Rattus norvegicus,6408,"208885, 208890",1-(2-Isopropylphenyl)-imidazole,,,,
21355,3.3.2.9,Rattus norvegicus,16541,208894,3-methylcholanthrene,,,,
21356,3.3.2.9,Rattus norvegicus,1673,208878,benzil,CHEBI:51507,,C20226,Benzil
21357,3.3.2.9,Homo sapiens,1673,208909,benzil,CHEBI:51507,,C20226,Benzil
21358,3.3.2.9,Rattus norvegicus,105664,208878,chalcone epoxide,,,,
21359,3.3.2.9,Rhodotorula glutinis,1137,655359,CHAPS,CHEBI:1418,,C11321,3-((3-Cholamidopropyl)dimethylammonium)-1-propanesulfonate
21360,3.3.2.9,Rattus norvegicus,1496,208878,clotrimazole,CHEBI:3764,,C06922,Clotrimazole
21361,3.3.2.9,Homo sapiens,1496,208909,clotrimazole,CHEBI:3764,,C06922,Clotrimazole
21362,3.3.2.9,Rattus norvegicus,254,654344,cytochrome P450,,,,
21363,3.3.2.9,Rhodotorula glutinis,1615,655359,Digitonin,,,,
21364,3.3.2.9,Rhodotorula glutinis,6517,655359,Dodecyl maltoside,,,,
21365,3.3.2.9,Rattus norvegicus,6520,208878,Ellipticine,CHEBI:4776,,C09154,Ellipticine
21366,3.3.2.9,Mus musculus,57843,660845,Emulgen 108,,,,
21367,3.3.2.9,Rattus norvegicus,166120,713997,erucin,,,,
21368,3.3.2.9,Cavia porcellus,69,208884,ethanol,CHEBI:16236,etoh,C00469,Ethanol
21369,3.3.2.9,Homo sapiens,69,208884,ethanol,CHEBI:16236,etoh,C00469,Ethanol
21370,3.3.2.9,Rattus norvegicus,69,208884,ethanol,CHEBI:16236,etoh,C00469,Ethanol
21371,3.3.2.9,Rattus norvegicus,1617,208878,flavone,CHEBI:42491,,C10043,Flavone
21372,3.3.2.9,Rattus norvegicus,10266,713997,glucoerucin,CHEBI:79325,,C08409,Glucoerucin
21373,3.3.2.9,Rattus norvegicus,166121,713997,glucoraphanin,,,,
21374,3.3.2.9,Rattus norvegicus,5155,208878,Harmane,CHEBI:5623,,C09209,Harman
21375,3.3.2.9,Homo sapiens,202495,731547,hepatitis B spliced protein,,,,
21376,3.3.2.9,Mus musculus,202495,731547,hepatitis B spliced protein,,,,
21377,3.3.2.9,Rattus norvegicus,3641,208878,Isoquinoline,CHEBI:16092,,C06323,Isoquinoline
21378,3.3.2.9,Canis lupus familiaris,3641,208932,Isoquinoline,CHEBI:16092,,C06323,Isoquinoline
21379,3.3.2.9,Mus musculus,2491,660845,Lubrol Px,CHEBI:78770,,,
21380,3.3.2.9,Oryctolagus cuniculus,990,208878,metyrapone,CHEBI:44241,,C07205,Metyrapone
21381,3.3.2.9,Cavia porcellus,990,208884,metyrapone,CHEBI:44241,,C07205,Metyrapone
21382,3.3.2.9,Homo sapiens,990,208884,metyrapone,CHEBI:44241,,C07205,Metyrapone
21383,3.3.2.9,Rattus norvegicus,990,208884,metyrapone,CHEBI:44241,,C07205,Metyrapone
21384,3.3.2.9,Homo sapiens,990,208893,metyrapone,CHEBI:44241,,C07205,Metyrapone
21385,3.3.2.9,Rattus norvegicus,990,208893,metyrapone,CHEBI:44241,,C07205,Metyrapone
21386,3.3.2.9,Homo sapiens,990,208895,metyrapone,CHEBI:44241,,C07205,Metyrapone
21387,3.3.2.9,Rattus norvegicus,990,"208878, 208885, 208890, 208894, 208895",metyrapone,CHEBI:44241,,C07205,Metyrapone
21388,3.3.2.9,Canis lupus familiaris,990,208932,metyrapone,CHEBI:44241,,C07205,Metyrapone
21389,3.3.2.9,Homo sapiens,2,208877,more,,,,
21390,3.3.2.9,Macaca mulatta,2,208877,more,,,,
21391,3.3.2.9,Mus musculus,2,208877,more,,,,
21392,3.3.2.9,Oryctolagus cuniculus,2,208877,more,,,,
21393,3.3.2.9,Rattus norvegicus,2,208877,more,,,,
21394,3.3.2.9,Solanum tuberosum,2,654503,more,,,,
21395,3.3.2.9,Pseudomonas sp.,2,655100,more,,,,
21396,3.3.2.9,Rattus norvegicus,2,660782,more,,,,
21397,3.3.2.9,Mus musculus,2,661024,more,,,,
21398,3.3.2.9,Homo sapiens,2,661658,more,,,,
21399,3.3.2.9,Rattus norvegicus,2,661658,more,,,,
21400,3.3.2.9,Rattus norvegicus,2,663275,more,,,,
21401,3.3.2.9,Mus musculus,2,699680,more,,,,
21402,3.3.2.9,Homo sapiens,2,700328,more,,,,
21403,3.3.2.9,Rattus norvegicus,2,700328,more,,,,
21404,3.3.2.9,Mus musculus,2,701301,more,,,,
21405,3.3.2.9,Mus musculus,2,701319,more,,,,
21406,3.3.2.9,Homo sapiens,75861,695933,N-acetylaminofluorene,,,,
21407,3.3.2.9,Mus musculus,75861,695933,N-acetylaminofluorene,,,,
21408,3.3.2.9,Rattus norvegicus,106850,208878,nitroanisil,,,,
21409,3.3.2.9,Rhodotorula glutinis,123236,655359,Non-idet P40,,,,
21410,3.3.2.9,Rattus norvegicus,16543,208878,norharmane,CHEBI:109895,,C20157,beta-Carboline
21411,3.3.2.9,Rhodotorula glutinis,32753,655359,octyl-glucoside,,,,
21412,3.3.2.9,Rattus norvegicus,103763,208878,p-anisil,,,,
21413,3.3.2.9,Rattus norvegicus,6962,713997,phenethyl isothiocyanate,CHEBI:351346,,,
21414,3.3.2.9,Rattus norvegicus,1475,208894,Phenobarbital,CHEBI:8069,,C07434,Phenobarbital
21415,3.3.2.9,Homo sapiens,15913,695933,Phenobarbitone,CHEBI:8069,,C07434,Phenobarbital
21416,3.3.2.9,Mus musculus,15913,695933,Phenobarbitone,CHEBI:8069,,C07434,Phenobarbital
21417,3.3.2.9,Homo sapiens,845,663275,Phospholipids,,,,
21418,3.3.2.9,Rattus norvegicus,166122,713997,R-sulforaphane,,,,
21419,3.3.2.9,Mus musculus,1209,660845,Sodium cholate,CHEBI:26711,,,
21420,3.3.2.9,Rhodotorula glutinis,48168,655359,sucrose monolaurate,,,,
21421,3.3.2.9,Rhodotorula glutinis,4110,655359,Thesit,,,,
21422,3.3.2.9,Mus musculus,20853,660845,Triton WR-1339,,,,
21423,3.3.2.9,Rhodotorula glutinis,61,655359,Triton X-100,,,,
21424,3.3.2.9,Mus musculus,514,660845,Tween 80,,,,
21425,3.3.2.9,Rhodotorula glutinis,10897,655359,Zwittergent 3-12,CHEBI:75303,,,
21426,3.3.2.10,Homo sapiens,9495,208877,1-(2-cyanophenyl)-imidazole,,,,
21427,3.3.2.10,Macaca mulatta,9495,208877,1-(2-cyanophenyl)-imidazole,,,,
21428,3.3.2.10,Mus musculus,9495,208877,1-(2-cyanophenyl)-imidazole,,,,
21429,3.3.2.10,Oryctolagus cuniculus,9495,208877,1-(2-cyanophenyl)-imidazole,,,,
21430,3.3.2.10,Rattus norvegicus,9495,208877,1-(2-cyanophenyl)-imidazole,,,,
21431,3.3.2.10,Homo sapiens,6408,208877,1-(2-Isopropylphenyl)-imidazole,,,,
21432,3.3.2.10,Macaca mulatta,6408,208877,1-(2-Isopropylphenyl)-imidazole,,,,
21433,3.3.2.10,Mus musculus,6408,208877,1-(2-Isopropylphenyl)-imidazole,,,,
21434,3.3.2.10,Oryctolagus cuniculus,6408,208877,1-(2-Isopropylphenyl)-imidazole,,,,
21435,3.3.2.10,Rattus norvegicus,6408,208877,1-(2-Isopropylphenyl)-imidazole,,,,
21436,3.3.2.10,Homo sapiens,3173,208934,1-Benzylimidazole,,,,
21437,3.3.2.10,Homo sapiens,17833,208877,4-azafluorene,,,,
21438,3.3.2.10,Macaca mulatta,17833,208877,4-azafluorene,,,,
21439,3.3.2.10,Mus musculus,17833,208877,4-azafluorene,,,,
21440,3.3.2.10,Oryctolagus cuniculus,17833,208877,4-azafluorene,,,,
21441,3.3.2.10,Rattus norvegicus,17833,208877,4-azafluorene,,,,
21442,3.3.2.10,Homo sapiens,13820,208877,4-phenylpyridine,,,,
21443,3.3.2.10,Macaca mulatta,13820,208877,4-phenylpyridine,,,,
21444,3.3.2.10,Mus musculus,13820,208877,4-phenylpyridine,,,,
21445,3.3.2.10,Oryctolagus cuniculus,13820,208877,4-phenylpyridine,,,,
21446,3.3.2.10,Rattus norvegicus,13820,208877,4-phenylpyridine,,,,
21447,3.3.2.10,Homo sapiens,17832,208877,"5,6-benzoflavone",CHEBI:77013,,,
21448,3.3.2.10,Macaca mulatta,17832,208877,"5,6-benzoflavone",CHEBI:77013,,,
21449,3.3.2.10,Mus musculus,17832,208877,"5,6-benzoflavone",CHEBI:77013,,,
21450,3.3.2.10,Oryctolagus cuniculus,17832,208877,"5,6-benzoflavone",CHEBI:77013,,,
21451,3.3.2.10,Rattus norvegicus,17832,208877,"5,6-benzoflavone",CHEBI:77013,,,
21452,3.3.2.10,Homo sapiens,7136,208877,"7,8-Benzoflavone",CHEBI:76995,,,
21453,3.3.2.10,Macaca mulatta,7136,208877,"7,8-Benzoflavone",CHEBI:76995,,,
21454,3.3.2.10,Mus musculus,7136,208877,"7,8-Benzoflavone",CHEBI:76995,,,
21455,3.3.2.10,Oryctolagus cuniculus,7136,208877,"7,8-Benzoflavone",CHEBI:76995,,,
21456,3.3.2.10,Rattus norvegicus,7136,208877,"7,8-Benzoflavone",CHEBI:76995,,,
21457,3.3.2.10,Homo sapiens,5705,208877,9-fluorenone,CHEBI:17922,,C06712,Fluoren-9-one
21458,3.3.2.10,Macaca mulatta,5705,208877,9-fluorenone,CHEBI:17922,,C06712,Fluoren-9-one
21459,3.3.2.10,Mus musculus,5705,208877,9-fluorenone,CHEBI:17922,,C06712,Fluoren-9-one
21460,3.3.2.10,Oryctolagus cuniculus,5705,208877,9-fluorenone,CHEBI:17922,,C06712,Fluoren-9-one
21461,3.3.2.10,Rattus norvegicus,5705,208877,9-fluorenone,CHEBI:17922,,C06712,Fluoren-9-one
21462,3.3.2.10,Mus musculus,20121,208906,Aminotriazole,CHEBI:40036,,C11261,Amitrole
21463,3.3.2.10,Homo sapiens,661,700587,angiotensin II,CHEBI:58506,,,
21464,3.3.2.10,Homo sapiens,1673,208877,benzil,CHEBI:51507,,C20226,Benzil
21465,3.3.2.10,Macaca mulatta,1673,208877,benzil,CHEBI:51507,,C20226,Benzil
21466,3.3.2.10,Oryctolagus cuniculus,1673,208877,benzil,CHEBI:51507,,C20226,Benzil
21467,3.3.2.10,Mus musculus,1673,"208877, 208906",benzil,CHEBI:51507,,C20226,Benzil
21468,3.3.2.10,Homo sapiens,1673,208934,benzil,CHEBI:51507,,C20226,Benzil
21469,3.3.2.10,Rattus norvegicus,1673,"208877, 208934",benzil,CHEBI:51507,,C20226,Benzil
21470,3.3.2.10,Homo sapiens,7654,208877,benzophenone,CHEBI:41308,,C06354,Benzophenone
21471,3.3.2.10,Macaca mulatta,7654,208877,benzophenone,CHEBI:41308,,C06354,Benzophenone
21472,3.3.2.10,Mus musculus,7654,208877,benzophenone,CHEBI:41308,,C06354,Benzophenone
21473,3.3.2.10,Oryctolagus cuniculus,7654,208877,benzophenone,CHEBI:41308,,C06354,Benzophenone
21474,3.3.2.10,Rattus norvegicus,7654,208877,benzophenone,CHEBI:41308,,C06354,Benzophenone
21475,3.3.2.10,Homo sapiens,17830,208877,benzyl phenyl ketone,,,,
21476,3.3.2.10,Macaca mulatta,17830,208877,benzyl phenyl ketone,,,,
21477,3.3.2.10,Mus musculus,17830,208877,benzyl phenyl ketone,,,,
21478,3.3.2.10,Oryctolagus cuniculus,17830,208877,benzyl phenyl ketone,,,,
21479,3.3.2.10,Rattus norvegicus,17830,208877,benzyl phenyl ketone,,,,
21480,3.3.2.10,Homo sapiens,3804,208877,chalcone,CHEBI:48965,,C01484,Chalcone
21481,3.3.2.10,Macaca mulatta,3804,208877,chalcone,CHEBI:48965,,C01484,Chalcone
21482,3.3.2.10,Mus musculus,3804,208877,chalcone,CHEBI:48965,,C01484,Chalcone
21483,3.3.2.10,Oryctolagus cuniculus,3804,208877,chalcone,CHEBI:48965,,C01484,Chalcone
21484,3.3.2.10,Rattus norvegicus,3804,208877,chalcone,CHEBI:48965,,C01484,Chalcone
21485,3.3.2.10,Homo sapiens,3805,208877,Chalcone oxide,,,,
21486,3.3.2.10,Macaca mulatta,3805,208877,Chalcone oxide,,,,
21487,3.3.2.10,Mus musculus,3805,208877,Chalcone oxide,,,,
21488,3.3.2.10,Oryctolagus cuniculus,3805,208877,Chalcone oxide,,,,
21489,3.3.2.10,Rattus norvegicus,3805,208877,Chalcone oxide,,,,
21490,3.3.2.10,Mus musculus,3805,208910,Chalcone oxide,,,,
21491,3.3.2.10,Mus musculus,1278,208906,Clofibrate,CHEBI:3750,,C06916,Clofibrate
21492,3.3.2.10,Homo sapiens,9781,208877,cyclobenzaprine,CHEBI:3996,,C06931,Cyclobenzaprine
21493,3.3.2.10,Macaca mulatta,9781,208877,cyclobenzaprine,CHEBI:3996,,C06931,Cyclobenzaprine
21494,3.3.2.10,Mus musculus,9781,208877,cyclobenzaprine,CHEBI:3996,,C06931,Cyclobenzaprine
21495,3.3.2.10,Oryctolagus cuniculus,9781,208877,cyclobenzaprine,CHEBI:3996,,C06931,Cyclobenzaprine
21496,3.3.2.10,Rattus norvegicus,9781,208877,cyclobenzaprine,CHEBI:3996,,C06931,Cyclobenzaprine
21497,3.3.2.10,Homo sapiens,17828,208877,"cyclobenzaprine 9,10-epoxide",,,,
21498,3.3.2.10,Macaca mulatta,17828,208877,"cyclobenzaprine 9,10-epoxide",,,,
21499,3.3.2.10,Mus musculus,17828,208877,"cyclobenzaprine 9,10-epoxide",,,,
21500,3.3.2.10,Oryctolagus cuniculus,17828,208877,"cyclobenzaprine 9,10-epoxide",,,,
21501,3.3.2.10,Rattus norvegicus,17828,208877,"cyclobenzaprine 9,10-epoxide",,,,
21502,3.3.2.10,Homo sapiens,17831,208877,diphenylcyclopropenone,CHEBI:53074,,,
21503,3.3.2.10,Macaca mulatta,17831,208877,diphenylcyclopropenone,CHEBI:53074,,,
21504,3.3.2.10,Mus musculus,17831,208877,diphenylcyclopropenone,CHEBI:53074,,,
21505,3.3.2.10,Oryctolagus cuniculus,17831,208877,diphenylcyclopropenone,CHEBI:53074,,,
21506,3.3.2.10,Rattus norvegicus,17831,208877,diphenylcyclopropenone,CHEBI:53074,,,
21507,3.3.2.10,Homo sapiens,6520,208877,Ellipticine,CHEBI:4776,,C09154,Ellipticine
21508,3.3.2.10,Macaca mulatta,6520,208877,Ellipticine,CHEBI:4776,,C09154,Ellipticine
21509,3.3.2.10,Oryctolagus cuniculus,6520,208877,Ellipticine,CHEBI:4776,,C09154,Ellipticine
21510,3.3.2.10,Rattus norvegicus,6520,208877,Ellipticine,CHEBI:4776,,C09154,Ellipticine
21511,3.3.2.10,Mus musculus,6520,"208877, 208906",Ellipticine,CHEBI:4776,,C09154,Ellipticine
21512,3.3.2.10,Homo sapiens,69,208877,ethanol,CHEBI:16236,etoh,C00469,Ethanol
21513,3.3.2.10,Macaca mulatta,69,208877,ethanol,CHEBI:16236,etoh,C00469,Ethanol
21514,3.3.2.10,Mus musculus,69,208877,ethanol,CHEBI:16236,etoh,C00469,Ethanol
21515,3.3.2.10,Oryctolagus cuniculus,69,208877,ethanol,CHEBI:16236,etoh,C00469,Ethanol
21516,3.3.2.10,Rattus norvegicus,69,208877,ethanol,CHEBI:16236,etoh,C00469,Ethanol
21517,3.3.2.10,Homo sapiens,1617,208877,flavone,CHEBI:42491,,C10043,Flavone
21518,3.3.2.10,Macaca mulatta,1617,208877,flavone,CHEBI:42491,,C10043,Flavone
21519,3.3.2.10,Mus musculus,1617,208877,flavone,CHEBI:42491,,C10043,Flavone
21520,3.3.2.10,Oryctolagus cuniculus,1617,208877,flavone,CHEBI:42491,,C10043,Flavone
21521,3.3.2.10,Rattus norvegicus,1617,208877,flavone,CHEBI:42491,,C10043,Flavone
21522,3.3.2.10,Homo sapiens,5773,208877,harman,CHEBI:5623,,C09209,Harman
21523,3.3.2.10,Macaca mulatta,5773,208877,harman,CHEBI:5623,,C09209,Harman
21524,3.3.2.10,Mus musculus,5773,208877,harman,CHEBI:5623,,C09209,Harman
21525,3.3.2.10,Oryctolagus cuniculus,5773,208877,harman,CHEBI:5623,,C09209,Harman
21526,3.3.2.10,Rattus norvegicus,5773,208877,harman,CHEBI:5623,,C09209,Harman
21527,3.3.2.10,Mus musculus,5155,208906,Harmane,CHEBI:5623,,C09209,Harman
21528,3.3.2.10,Mus musculus,67,208906,iodoacetamide,,,,
21529,3.3.2.10,Homo sapiens,3641,208877,Isoquinoline,CHEBI:16092,,C06323,Isoquinoline
21530,3.3.2.10,Macaca mulatta,3641,208877,Isoquinoline,CHEBI:16092,,C06323,Isoquinoline
21531,3.3.2.10,Mus musculus,3641,208877,Isoquinoline,CHEBI:16092,,C06323,Isoquinoline
21532,3.3.2.10,Oryctolagus cuniculus,3641,208877,Isoquinoline,CHEBI:16092,,C06323,Isoquinoline
21533,3.3.2.10,Rattus norvegicus,3641,208877,Isoquinoline,CHEBI:16092,,C06323,Isoquinoline
21534,3.3.2.10,Homo sapiens,990,208877,metyrapone,CHEBI:44241,,C07205,Metyrapone
21535,3.3.2.10,Macaca mulatta,990,208877,metyrapone,CHEBI:44241,,C07205,Metyrapone
21536,3.3.2.10,Mus musculus,990,208877,metyrapone,CHEBI:44241,,C07205,Metyrapone
21537,3.3.2.10,Oryctolagus cuniculus,990,208877,metyrapone,CHEBI:44241,,C07205,Metyrapone
21538,3.3.2.10,Rattus norvegicus,990,208877,metyrapone,CHEBI:44241,,C07205,Metyrapone
21539,3.3.2.10,Homo sapiens,2,208877,more,,,,
21540,3.3.2.10,Macaca mulatta,2,208877,more,,,,
21541,3.3.2.10,Mus musculus,2,208877,more,,,,
21542,3.3.2.10,Oryctolagus cuniculus,2,208877,more,,,,
21543,3.3.2.10,Rattus norvegicus,2,208877,more,,,,
21544,3.3.2.10,Pseudomonas sp.,2,655100,more,,,,
21545,3.3.2.10,Rattus norvegicus,2,657394,more,,,,
21546,3.3.2.10,Glycine max,2,661622,more,,,,
21547,3.3.2.10,Mus musculus,2,661717,more,,,,
21548,3.3.2.10,Mus musculus,2,"661024, 661890, 662085",more,,,,
21549,3.3.2.10,Solanum tuberosum,2,663099,more,,,,
21550,3.3.2.10,Ananas comosus,2,663275,more,,,,
21551,3.3.2.10,Apium graveolens,2,663275,more,,,,
21552,3.3.2.10,Arabidopsis thaliana,2,663275,more,,,,
21553,3.3.2.10,Brassica napus,2,663275,more,,,,
21554,3.3.2.10,Cavia porcellus,2,663275,more,,,,
21555,3.3.2.10,Citrus jambhiri,2,663275,more,,,,
21556,3.3.2.10,Equus caballus,2,663275,more,,,,
21557,3.3.2.10,Euphorbia lagascae,2,663275,more,,,,
21558,3.3.2.10,Glycine max,2,663275,more,,,,
21559,3.3.2.10,Homo sapiens,2,663275,more,,,,
21560,3.3.2.10,Macaca mulatta,2,663275,more,,,,
