,EC_number,Organism,LigandID,Literature,LigandName,chebiID,bigg.metabolite,KEGG_ID,Compound
0,1.1.1.1,Sulfolobus acidocaldarius,9759,719428,"1,4-dioxane",CHEBI:47032,,C14440,"1,4-Dioxane"
1,1.1.1.1,Sulfolobus acidocaldarius,682,719428,2-propanol,CHEBI:17824,2ppoh,C01845,Propan-2-ol
2,1.1.1.1,Sulfolobus acidocaldarius,981,719428,acetonitrile,CHEBI:38472,,,
3,1.1.1.1,Aeropyrum pernix,981,727064,acetonitrile,CHEBI:38472,,,
4,1.1.1.1,Equus caballus,4779,668487,Acetylsalicylate,CHEBI:15365,,C01405,Aspirin
5,1.1.1.1,Mus musculus,3331,667832,butyramide,CHEBI:50724,,,
6,1.1.1.1,Mus musculus,132721,667832,capronamide,,,,
7,1.1.1.1,Candida sp.,21,285637,EDTA,CHEBI:42191,,C00284,EDTA
8,1.1.1.1,Thermus thermophilus,21,684583,EDTA,CHEBI:42191,,C00284,EDTA
9,1.1.1.1,Geobacillus thermodenitrificans,21,712962,EDTA,CHEBI:42191,,C00284,EDTA
10,1.1.1.1,Saccharomyces cerevisiae,1142,695705,Glutaraldehyde,CHEBI:64276,,C12518,Glutaral
11,1.1.1.1,Sulfolobus solfataricus,67,681763,iodoacetamide,,,,
12,1.1.1.1,Devosia riboflavina,93,688442,iodoacetate,CHEBI:74571,,,
13,1.1.1.1,Equus caballus,2,285590,more,,,,
14,1.1.1.1,Pyrococcus furiosus,2,722203,more,,,,
15,1.1.1.1,Sulfolobus acidocaldarius,17952,719428,n-heptane,CHEBI:43098,,,
16,1.1.1.1,Sulfolobus acidocaldarius,14171,719428,n-hexane,CHEBI:29021,,C11271,n-Hexane
17,1.1.1.1,Mus musculus,980,697214,S-nitrosoglutathione,CHEBI:50091,,,
18,1.1.1.1,Sulfolobus acidocaldarius,169923,719428,TBME,,,,
19,1.1.1.1,Mus musculus,2231,667832,tert-butanol,CHEBI:45895,,,
20,1.1.1.1,Equus caballus,624,285641,tert-butyl hydroperoxide,CHEBI:64090,,,
21,1.1.1.1,Thermus sp.,61,695811,Triton X-100,,,,
22,1.1.1.1,Thermus sp.,116,695811,Urea,CHEBI:32285,urea,,
23,1.1.1.1,Mus musculus,12724,667832,Valeramide,CHEBI:16459,,C01842,Pentanamide
24,1.1.1.2,Thermococcus litoralis,399,286198,(NH4)2SO4,CHEBI:62946,,,
25,1.1.1.2,Rattus norvegicus,122,286174,adenosine,CHEBI:16335,adn,C00212,Adenosine
26,1.1.1.2,Acinetobacter sp.,32246,286210,hexadecane,CHEBI:45296,,,
27,1.1.1.2,Synechocystis sp.,2,698623,more,,,,
28,1.1.1.2,Sus scrofa,867,286165,PO43-,CHEBI:26078,pi,C00009,Orthophosphate
29,1.1.1.2,Sus scrofa,245,286165,SO42-,CHEBI:26836,so4,C00059,Sulfate
30,1.1.1.2,Gallus sp.,245,286184,SO42-,CHEBI:26836,so4,C00059,Sulfate
31,1.1.1.2,Rattus norvegicus,16220,286174,Trifluperazine,CHEBI:45951,,C07168,Trifluoperazine
32,1.1.1.B3,Candida viswanathii,63,689823,2-mercaptoethanol,CHEBI:41218,,C00928,Mercaptoethanol
33,1.1.1.3,Spinacia oleracea,125,246395,Calmodulin,,,,
34,1.1.1.B3,Thermus thermophilus,239,684583,o-phenanthroline,CHEBI:44975,,C00604,"1,10-Phenanthroline"
35,1.1.1.B4,Thermus thermophilus,239,684583,o-phenanthroline,CHEBI:44975,,C00604,"1,10-Phenanthroline"
36,1.1.1.6,Enterobacter aerogenes,62,636292,"1,10-phenanthroline",CHEBI:44975,,C00604,"1,10-Phenanthroline"
37,1.1.1.6,Enterobacter aerogenes,63,636292,2-mercaptoethanol,CHEBI:41218,,C00928,Mercaptoethanol
38,1.1.1.6,Enterobacter aerogenes,16053,636292,8-Quinolinol,CHEBI:48981,,C19434,8-Hydroxyquinoline
39,1.1.1.6,Escherichia coli,1058,668061,ammonium sulfate,CHEBI:62946,,,
40,1.1.1.6,Pichia membranifaciens,131,636285,citrate,CHEBI:76049,cit,,
41,1.1.1.6,Enterobacter aerogenes,577,636292,dithioerythritol,CHEBI:17456,,C00950,Dithioerythritol
42,1.1.1.6,Schizosaccharomyces pombe,67,636283,iodoacetamide,,,,
43,1.1.1.6,Escherichia coli,39,668061,K+,CHEBI:29103,k,C00238,Potassium cation
44,1.1.1.6,Schizosaccharomyces pombe,49,636283,N-ethylmaleimide,CHEBI:44485,,C02441,N-Ethylmaleimide
45,1.1.1.6,Schizosaccharomyces pombe,54,636283,NH4+,CHEBI:16134,nh3,C00014,Ammonia
46,1.1.1.6,Cellulomonas sp.,54,636286,NH4+,CHEBI:16134,nh3,C00014,Ammonia
47,1.1.1.6,Cellulomonas sp.,54,636289,NH4+,CHEBI:16134,nh3,C00014,Ammonia
48,1.1.1.6,Enterobacter aerogenes,54,"636292, 636293, 636294",NH4+,CHEBI:16134,nh3,C00014,Ammonia
49,1.1.1.6,Escherichia coli,54,668061,NH4+,CHEBI:16134,nh3,C00014,Ammonia
50,1.1.1.6,Schizosaccharomyces pombe,614,636283,p-chloromercuribenzoic acid,CHEBI:28420,,C03444,p-Chloromercuribenzoate
51,1.1.1.6,Pichia membranifaciens,16,636285,phosphate,CHEBI:26078,pi,C00009,Orthophosphate
52,1.1.1.6,Pichia membranifaciens,245,636285,SO42-,CHEBI:26836,so4,C00059,Sulfate
53,1.1.1.8,Spinacia oleracea,4,287351,ATP,CHEBI:15422,atp,C00002,ATP
54,1.1.1.8,Spinacia oleracea,274,287351,bovine serum albumin,,,,
55,1.1.1.8,Spinacia oleracea,3464,287351,Dihydrolipoic acid,CHEBI:18047,,C02147,Dihydrolipoate
56,1.1.1.8,Debaryomyces hansenii,105943,287353,dipotassium malate,,,,
57,1.1.1.8,Spinacia oleracea,45,287351,dithiothreitol,CHEBI:42170,,,
58,1.1.1.8,Oryctolagus cuniculus,21,287331,EDTA,CHEBI:42191,,C00284,EDTA
59,1.1.1.8,Spinacia oleracea,2556,287351,"fructose 2,6-bisphosphate",,,,
60,1.1.1.8,Homo sapiens,135,287360,glycerol,CHEBI:17754,glyc,C00116,Glycerol
61,1.1.1.8,Oryctolagus cuniculus,31081,287331,Glycine buffer,,,,
62,1.1.1.8,Dunaliella viridis,2,700780,more,,,,
63,1.1.1.8,Rattus norvegicus,2,712122,more,,,,
64,1.1.1.8,Spinacia oleracea,16,287351,phosphate,CHEBI:26078,pi,C00009,Orthophosphate
65,1.1.1.8,Oryctolagus cuniculus,35286,685237,phosphite dianion,CHEBI:29259,ppt,,
66,1.1.1.8,Spinacia oleracea,44701,287351,phosphogluconate,CHEBI:48928,6pgc,C00345,6-Phospho-D-gluconate
67,1.1.1.8,Debaryomyces hansenii,12826,287353,potassium glutamate,,,,
68,1.1.1.9,Cavia porcellus,153,246414,cysteine,CHEBI:35235,cys__L,,
69,1.1.1.9,Pachysolen tannophilus,153,246421,cysteine,CHEBI:35235,cys__L,,
70,1.1.1.9,Fusarium oxysporum,35,246425,D-glucose,CHEBI:4167,glc__D,C00031,D-Glucose
71,1.1.1.9,Candida tenuis,1589,246424,D-Lyxose,,,,
72,1.1.1.9,Candida tenuis,115,246424,D-xylose,CHEBI:53455,xyl__D,C00181,D-Xylose
73,1.1.1.9,Fusarium oxysporum,115,246425,D-xylose,CHEBI:53455,xyl__D,C00181,D-Xylose
74,1.1.1.9,Saccharomyces cerevisiae,115,246428,D-xylose,CHEBI:53455,xyl__D,C00181,D-Xylose
75,1.1.1.9,Fusarium oxysporum,135,246425,glycerol,CHEBI:17754,glyc,C00116,Glycerol
76,1.1.1.9,Pachysolen tannophilus,72,246421,glycine,CHEBI:57305,gly,,
77,1.1.1.9,Pachysolen tannophilus,142,246421,GSH,CHEBI:16856,,C00051,Glutathione
78,1.1.1.9,Candida tenuis,206,246424,L-arabinose,CHEBI:6178,,C06115,L-Arabinofuranose
79,1.1.1.9,Meyerozyma guilliermondii,1803,654318,Sodium acetate,CHEBI:32954,,,
80,1.1.1.11,Gluconobacter oxydans,1786,701082,D-arabitol,CHEBI:18333,abt__D,C01904,D-Arabitol
81,1.1.1.14,Ovis aries,104054,285889,(R)-(-)-2-octanol,CHEBI:37871,,,
82,1.1.1.14,Ovis aries,104073,285889,(S)-(+)-2-octanol,CHEBI:37870,,,
83,1.1.1.14,Ovis aries,1214,285889,1-Hexanol,CHEBI:87393,,,
84,1.1.1.14,Ovis aries,1228,285889,1-Octanol,CHEBI:16188,,C00756,1-Octanol
85,1.1.1.14,Ovis aries,104417,285889,"2,2,2-tribromoethanol",,,,
86,1.1.1.14,Ovis aries,48461,285889,"2,2,2-trichloroethanol",CHEBI:28094,,C07490,Trichloroethanol
87,1.1.1.14,Ovis aries,12292,285889,"2,2,2-Trifluoroethanol",CHEBI:42330,,,
88,1.1.1.14,Ovis aries,104612,285889,2-monobromoethanol,,,,
89,1.1.1.14,Ovis aries,104613,285889,2-monochloroethanol,CHEBI:28200,,C06753,2-Chloroethanol
90,1.1.1.14,Ovis aries,104614,285889,2-monofluoroethanol,,,,
91,1.1.1.14,Rattus norvegicus,153,285879,cysteine,CHEBI:35235,cys__L,,
92,1.1.1.14,Ovis aries,627,655289,D-sorbitol,CHEBI:17924,sbt__D,C00794,D-Sorbitol
93,1.1.1.14,Pseudomonas sp.,45,285886,dithiothreitol,CHEBI:42170,,,
94,1.1.1.14,Ovis aries,123217,655289,haloalcohols,,,,
95,1.1.1.14,Gluconobacter oxydans,2,"654867, 655022",more,,,,
96,1.1.1.14,Ovis aries,2348,285889,NaBr,CHEBI:63004,,,
97,1.1.1.14,Ovis aries,42,285889,NaCl,CHEBI:26710,,C13563,Sodium chloride
98,1.1.1.14,Ovis aries,3483,285889,NaI,CHEBI:33167,,C14042,Sodium iodide
99,1.1.1.14,Ovis aries,124,285889,SDS,CHEBI:8984,,C11166,SDS
100,1.1.1.14,Candida boidinii,382,285901,Semicarbazide,CHEBI:28306,,C02077,Semicarbazide
101,1.1.1.14,Candida boidinii,447,285901,Sodium azide,CHEBI:278547,,,
102,1.1.1.14,Ovis aries,2987,285889,sodium taurodeoxycholate,,,,
103,1.1.1.14,Malus domestica,485,285874,ZnSO4,CHEBI:35176,,,
104,1.1.1.14,Rattus norvegicus,485,285879,ZnSO4,CHEBI:35176,,,
105,1.1.1.14,Pyrus pyrifolia,485,285899,ZnSO4,CHEBI:35176,,,
106,1.1.1.21,Homo sapiens,399,286221,(NH4)2SO4,CHEBI:62946,,,
107,1.1.1.21,Homo sapiens,399,"286240, 286244",(NH4)2SO4,CHEBI:62946,,,
108,1.1.1.21,Oryctolagus cuniculus,399,286245,(NH4)2SO4,CHEBI:62946,,,
109,1.1.1.21,Rattus norvegicus,399,286245,(NH4)2SO4,CHEBI:62946,,,
110,1.1.1.21,Homo sapiens,399,286261,(NH4)2SO4,CHEBI:62946,,,
111,1.1.1.21,Rattus norvegicus,399,286261,(NH4)2SO4,CHEBI:62946,,,
112,1.1.1.21,Homo sapiens,3962,668222,12-O-tetradecanoylphorbol-13-acetate,CHEBI:37537,,C05151,12-O-Tetradecanoylphorbol 13-acetate
113,1.1.1.21,Candida tenuis,274,286260,bovine serum albumin,,,,
114,1.1.1.21,Cyberlindnera jadinii,115,286249,D-xylose,CHEBI:53455,xyl__D,C00181,D-Xylose
115,1.1.1.21,Rattus norvegicus,177,669455,DTT,CHEBI:42170,,,
116,1.1.1.21,Leishmania donovani,44,698094,glutathione,CHEBI:16856,,C00051,Glutathione
117,1.1.1.21,Rattus norvegicus,322,656836,methylglyoxal,CHEBI:17158,mthgxl,C00546,Methylglyoxal
118,1.1.1.21,Homo sapiens,2,667420,more,,,,
119,1.1.1.21,Homo sapiens,2,668868,more,,,,
120,1.1.1.21,Rattus norvegicus,2,697266,more,,,,
121,1.1.1.21,Homo sapiens,123219,655210,N-(beta-glucopyranosyl)-N2-acetyl-S-nitroso-N-acetylpenicillamine,,,,
122,1.1.1.21,Homo sapiens,733,286221,Na2SO4,CHEBI:32149,,C13199,Sodium sulfate
123,1.1.1.21,Candida tenuis,733,286260,Na2SO4,CHEBI:32149,,C13199,Sodium sulfate
124,1.1.1.21,Homo sapiens,733,286261,Na2SO4,CHEBI:32149,,C13199,Sodium sulfate
125,1.1.1.21,Rattus norvegicus,733,286261,Na2SO4,CHEBI:32149,,C13199,Sodium sulfate
126,1.1.1.21,Homo sapiens,42,286253,NaCl,CHEBI:26710,,C13563,Sodium chloride
127,1.1.1.21,Homo sapiens,5,655235,2 NADPH,CHEBI:16474,nadph,C00005,NADPH
128,1.1.1.21,Homo sapiens,1220,669455,peroxynitrite,CHEBI:25942,,,
129,1.1.1.21,Homo sapiens,32,286221,pyridoxal 5'-phosphate,CHEBI:18405,pydx5p,C00018,Pyridoxal phosphate
130,1.1.1.21,Homo sapiens,245,286241,SO42-,CHEBI:26836,so4,C00059,Sulfate
131,1.1.1.21,Bos taurus,245,286243,SO42-,CHEBI:26836,so4,C00059,Sulfate
132,1.1.1.21,Bos taurus,245,286246,SO42-,CHEBI:26836,so4,C00059,Sulfate
133,1.1.1.21,Meyerozyma guilliermondii,1803,654318,Sodium acetate,CHEBI:32954,,,
134,1.1.1.21,Bos taurus,2986,286251,Sodium phosphate,CHEBI:37583,,,
135,1.1.1.21,Rattus norvegicus,1149,656165,sorbitol,CHEBI:17924,sbt__D,C00794,D-Sorbitol
136,1.1.1.21,Rattus norvegicus,123218,656165,SP-600125,CHEBI:90695,,,
137,1.1.1.21,Rattus norvegicus,160,669455,sulfate,CHEBI:26836,so4,C00059,Sulfate
138,1.1.1.21,Candida tenuis,16005,286260,Tween,,,,
139,1.1.1.22,Oryctolagus cuniculus,745,690024,17beta-estradiol,CHEBI:16469,estradiol,C00951,Estradiol-17beta
140,1.1.1.22,Escherichia coli,7117,286293,3-pyridinealdehyde adenine dinucleotide,,,,
141,1.1.1.22,Escherichia coli,31021,286293,Deamino adenine dinucleotide,,,,
142,1.1.1.22,Bos taurus,31021,286300,Deamino adenine dinucleotide,,,,
143,1.1.1.22,Streptococcus equi subsp. zooepidemicus,114,698529,lactose,CHEBI:36218,,C01970,beta-Lactose
144,1.1.1.22,Homo sapiens,2,286304,more,,,,
145,1.1.1.22,Rattus norvegicus,2089,286296,nicotinamide hypoxanthine dinucleotide,CHEBI:27416,,C04423,Nicotinamide hypoxanthine dinucleotide
146,1.1.1.22,Streptococcus equi subsp. zooepidemicus,21331,698529,nisin,,,,
147,1.1.1.22,Oryctolagus cuniculus,4704,690024,TGF-beta,,,,
148,1.1.1.22,Escherichia coli,5222,286293,Thionicotinamide adenine dinucleotide,,,,
149,1.1.1.22,Cryptococcus laurentii,5222,286297,Thionicotinamide adenine dinucleotide,,,,
150,1.1.1.23,Mycobacterium tuberculosis,21,721426,EDTA,CHEBI:42191,,C00284,EDTA
151,1.1.1.24,Vigna radiata var. radiata,46451,286365,Aromatic amino acids,,,,
152,1.1.1.24,Neurospora crassa,45,286356,dithiothreitol,CHEBI:42170,,,
153,1.1.1.24,Vigna radiata var. radiata,1503,286365,erythrose 4-phosphate,,,,
154,1.1.1.24,Vigna radiata var. radiata,51,286365,phosphoenolpyruvate,CHEBI:44897,pep,C00074,Phosphoenolpyruvate
155,1.1.1.25,Fragaria x ananassa,163595,704148,benzo-thiadiazole-7-carbothioic acid S-methyl ester,CHEBI:73178,,,
156,1.1.1.25,Capsicum annuum,15,286398,Ca2+,CHEBI:29108,ca2,C00076,Calcium cation
157,1.1.1.25,Capsicum annuum,6,286398,Mg2+,CHEBI:18420,mg2,C00305,Magnesium cation
158,1.1.1.25,Capsicum annuum,11,286398,Mn2+,CHEBI:29035,mn2,,
159,1.1.1.25,Capsicum annuum,54,286398,NH4+,CHEBI:16134,nh3,C00014,Ammonia
160,1.1.1.25,Mycobacterium tuberculosis,1832,669163,Nonidet P-40,,,,
161,1.1.1.25,Fragaria x ananassa,12088,704148,"S-methyl 1,2,3-benzothiadiazole-7-carbothioate",CHEBI:73178,,,
162,1.1.1.25,Mycobacterium tuberculosis,61,669163,Triton X-100,,,,
163,1.1.1.27,Solanum tuberosum,4088,286441,2-glycerophosphate,CHEBI:17270,glyc2p,C02979,Glycerol 2-phosphate
164,1.1.1.27,Solanum tuberosum,194,286441,3-phosphoglycerate,CHEBI:17050,3pg,C00597,Glycerate 3-phosphate
165,1.1.1.27,Thermus caldophilus,5703,286443,5-phosphoribosyl 1-diphosphate,,,,
166,1.1.1.27,Bos taurus,13,685322,ADP,CHEBI:16761,adp,C00008,ADP
167,1.1.1.27,Bacillus megaterium,106,678544,"D-fructose 1,6-bisphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
168,1.1.1.27,Geobacillus stearothermophilus,106,678544,"D-fructose 1,6-bisphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
169,1.1.1.27,Geobacillus stearothermophilus,106,684519,"D-fructose 1,6-bisphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
170,1.1.1.27,Lactococcus lactis,106,686679,"D-fructose 1,6-bisphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
171,1.1.1.27,Thermoanaerobacter ethanolicus,106,711181,"D-fructose 1,6-bisphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
172,1.1.1.27,Geobacillus stearothermophilus,583,670748,"D-fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
173,1.1.1.27,Actinomyces viscosus,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
174,1.1.1.27,Bacillus caldolyticus,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
175,1.1.1.27,Bacillus subtilis,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
176,1.1.1.27,Bifidobacterium bifidum,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
177,1.1.1.27,Butyrivibrio fibrisolvens,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
178,1.1.1.27,Enterococcus faecalis,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
179,1.1.1.27,Enterococcus faecium,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
180,1.1.1.27,Lactobacillus acidophilus,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
181,1.1.1.27,Lactobacillus brevis,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
182,1.1.1.27,Lactobacillus buchneri,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
183,1.1.1.27,Lactobacillus casei,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
184,1.1.1.27,Lactobacillus dextrinicus,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
185,1.1.1.27,Lactobacillus fermentum,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
186,1.1.1.27,Lactobacillus helveticus,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
187,1.1.1.27,Lactobacillus mesenteroides,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
188,1.1.1.27,Lactobacillus plantarum,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
189,1.1.1.27,Lactobacillus salivarius,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
190,1.1.1.27,Lactobacillus vermiforme,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
191,1.1.1.27,Lactococcus raffinolactis,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
192,1.1.1.27,Mycoplasma sp.,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
193,1.1.1.27,Pediococcus acidilactici,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
194,1.1.1.27,Pediococcus damnosus,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
195,1.1.1.27,Pediococcus inopinatus,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
196,1.1.1.27,Pediococcus pentosaceus,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
197,1.1.1.27,Rothia dentocariosa,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
198,1.1.1.27,Selenomonas ruminantium,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
199,1.1.1.27,Staphylococcus aureus,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
200,1.1.1.27,Streptococcus acidominimus,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
201,1.1.1.27,Streptococcus agalactiae,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
202,1.1.1.27,Streptococcus equinus,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
203,1.1.1.27,Streptococcus milleri,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
204,1.1.1.27,Streptococcus mitior,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
205,1.1.1.27,Streptococcus mutans,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
206,1.1.1.27,Streptococcus salivarius,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
207,1.1.1.27,Streptococcus sanguinis,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
208,1.1.1.27,Streptococcus thermophilus,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
209,1.1.1.27,Streptococcus uberis,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
210,1.1.1.27,Tetragenococcus halophilus,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
211,1.1.1.27,Weissella confusa,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
212,1.1.1.27,Weissella viridescens,295,286430,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
213,1.1.1.27,Streptococcus uberis,295,286431,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
214,1.1.1.27,Lactococcus lactis subsp. cremoris,295,"286430, 286433","fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
215,1.1.1.27,Staphylococcus epidermidis,295,286435,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
216,1.1.1.27,Cupriavidus necator,295,286440,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
217,1.1.1.27,Thermus caldophilus,295,286443,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
218,1.1.1.27,Lactobacillus casei,295,"286434, 286448","fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
219,1.1.1.27,Lactobacillus curvatus,295,"286430, 286448","fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
220,1.1.1.27,Enterococcus faecalis,295,286449,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
221,1.1.1.27,Lactococcus lactis,295,286451,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
222,1.1.1.27,Staphylococcus epidermidis,295,"286430, 286452","fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
223,1.1.1.27,Lactococcus lactis,295,"286430, 286454","fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
224,1.1.1.27,Bifidobacterium longum,295,286467,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
225,1.1.1.27,Thermoanaerobacter ethanolicus,295,286468,"fructose 1,6-diphosphate",CHEBI:28013,fdp_B,C05378,"beta-D-Fructose 1,6-bisphosphate"
226,1.1.1.27,Thermus caldophilus,3817,286443,"fructose 2,6-diphosphate",,,,
227,1.1.1.27,Lactococcus lactis subsp. cremoris,4817,286433,"glucose 1,6-diphosphate",,,,
228,1.1.1.27,Thermus caldophilus,4817,286443,"glucose 1,6-diphosphate",,,,
229,1.1.1.27,Champsocephalus gunnari,2,688389,more,,,,
230,1.1.1.27,Deinococcus radiodurans,2,688389,more,,,,
231,1.1.1.27,Thermus thermophilus,2,688389,more,,,,
232,1.1.1.27,Staphylococcus aureus,2,690058,more,,,,
233,1.1.1.27,Rhizopus delemar,2,697662,more,,,,
234,1.1.1.27,Rhizopus oryzae NRRL 395,2,697662,more,,,,
235,1.1.1.27,Rattus norvegicus,2,698332,more,,,,
236,1.1.1.27,Thermus caldophilus,16,286443,phosphate,CHEBI:26078,pi,C00009,Orthophosphate
237,1.1.1.27,Lactococcus lactis subsp. cremoris,30428,286433,"tagatose 1,6-diphosphate",CHEBI:4250,tagdp__D,C03785,"D-Tagatose 1,6-bisphosphate"
238,1.1.1.27,Thermoanaerobacter ethanolicus,61,711181,Triton X-100,,,,
239,1.1.1.27,Thermoanaerobacter ethanolicus,116,711181,Urea,CHEBI:32285,urea,,
240,1.1.1.28,Enterococcus faecium,63,286500,2-mercaptoethanol,CHEBI:41218,,C00928,Mercaptoethanol
