,bigg.metabolite,chebi
3305,prbatp_c,18263
3306,prbatp_c,18970
3307,prbatp_c,58424
3308,prbatp_c,59460
3309,prbatp_c,8167
3310,prfp_c,11194
3311,prfp_c,18302
3312,prfp_c,2020
3313,prfp_c,20528
3314,prfp_c,58435
3315,prlp_c,12100
3316,prlp_c,21471
3317,prlp_c,27735
3318,prlp_c,39698
3319,prlp_c,58525
3320,prlp_c,7090
3321,progly_c,70744
3322,protrna_c,13155
3323,protrna_c,29154
3324,protrna_c,6287
3325,prpp_c,12159
3326,prpp_c,12160
3327,prpp_c,12164
3328,prpp_c,17111
3329,prpp_c,20625
3330,prpp_c,2121
3331,prpp_c,45139
3332,prpp_c,48956
3333,prpp_c,58017
3334,ptrc_c,14972
3335,ptrc_c,17148
3336,ptrc_c,26405
3337,ptrc_c,326268
3338,ptrc_c,45092
3339,ptrc_c,8650
3340,pyam5p_c,14979
3341,pyam5p_c,14980
3342,pyam5p_c,18335
3343,pyam5p_c,26427
3344,pyam5p_c,45037
3345,pyam5p_c,58451
3346,pyam5p_c,8670
3347,pydam_c,14978
3348,pydam_c,16410
3349,pydam_c,26426
3350,pydam_c,45228
3351,pydam_c,57761
3352,pydam_c,8669
3353,pydx_c,14976
3354,pydx_c,17310
3355,pydx_c,26423
3356,pydx_c,45112
3357,pydx_c,8667
3358,pydx5p_c,14977
3359,pydx5p_c,18405
3360,pydx5p_c,234571
3361,pydx5p_c,26424
3362,pydx5p_c,358848
3363,pydx5p_c,45145
3364,pydx5p_c,597326
3365,pydx5p_c,8668
3366,pydxn_c,14981
3367,pydxn_c,16709
3368,pydxn_c,26429
3369,pydxn_c,8671
3370,pyr_c,14987
3371,pyr_c,15361
3372,pyr_c,26462
3373,pyr_c,26466
3374,pyr_c,32816
3375,pyr_c,45253
3376,pyr_c,8685
3377,q8_c,61683
3378,q8h2_c,61682
3379,quln_c,14975
3380,quln_c,16675
3381,quln_c,26417
3382,quln_c,26418
3383,quln_c,29959
3384,quln_c,44529
3385,quln_c,46828
3386,quln_c,46832
3387,quln_c,46833
3388,quln_c,8663
3389,r15bp_c,13012
3390,r15bp_c,17994
3391,r15bp_c,21079
3392,r15bp_c,4234
3393,r15bp_c,58345
3394,r15bp_c,68688
3395,r15bp_c,68819
3396,r1p_c,10269
3397,r1p_c,12329
3398,r1p_c,12330
3399,r1p_c,16300
3400,r1p_c,21081
3401,r1p_c,22412
3402,r1p_c,35425
3403,r1p_c,4236
3404,r1p_c,45429
3405,r1p_c,45482
3406,r1p_c,57720
3407,r5p_c,10270
3408,r5p_c,12331
3409,r5p_c,18189
3410,r5p_c,22413
3411,r5p_c,52742
3412,rbflvrd_c,17607
3413,rbflvrd_c,26527
3414,rbflvrd_c,8798
3415,rdmbzi_c,10329
3416,rhcys_c,12750
3417,rhcys_c,17575
3418,rhcys_c,22071
3419,rhcys_c,58195
3420,rhcys_c,8968
3421,ribflv_c,15044
3422,ribflv_c,17015
3423,ribflv_c,27299
3424,ribflv_c,45214
3425,ribflv_c,529204
3426,ribflv_c,57986
3427,ribflv_c,8843
3428,rml_c,13161
3429,rml_c,17897
3430,rml_c,21380
3431,rml_c,58316
3432,rml_c,6293
3433,rml1p_c,13162
3434,rml1p_c,17892
3435,rml1p_c,21381
3436,rml1p_c,58313
3437,rml1p_c,6294
3438,rmn_c,62346
3439,s17bp_c,15072
3440,s17bp_c,17969
3441,s17bp_c,26620
3442,s17bp_c,58335
3443,s17bp_c,9081
3444,s7p_c,15073
3445,s7p_c,15074
3446,s7p_c,15721
3447,s7p_c,26621
3448,s7p_c,4244
3449,s7p_c,57483
3450,s7p_c,9083
3451,sarcs_c,10876
3452,sarcs_c,12609
3453,sarcs_c,15065
3454,sarcs_c,15611
3455,sarcs_c,21765
3456,sarcs_c,45381
3457,sarcs_c,45442
3458,sarcs_c,45531
3459,sarcs_c,45614
3460,sarcs_c,46842
3461,sarcs_c,46915
3462,sarcs_c,57433
3463,sarcs_c,9029
3464,sbt6p_c,13021
3465,sbt6p_c,15094
3466,sbt6p_c,17044
3467,sbt6p_c,21093
3468,sbt6p_c,4247
3469,sbt6p_c,45426
3470,sbt6p_c,60084
3471,sbt6p_c,9202
3472,scl_c,15090
3473,scl_c,18023
3474,scl_c,26691
3475,scl_c,58351
3476,scl_c,9167
3477,sectrna_c,13166
3478,sel_c,15075
3479,sel_c,18170
3480,sel_c,26624
3481,sel_c,33490
3482,sel_c,9088
3483,seln_c,15076
3484,seln_c,16503
3485,seln_c,24638
3486,seln_c,47675
3487,seln_c,9089
3488,selnp_c,15078
3489,selnp_c,16144
3490,selnp_c,29269
3491,selnp_c,58618
3492,selnp_c,64331
3493,selnp_c,9101
3494,seramp_c,61231
3495,seramp_c,61645
3496,sertrna_c,13171
3497,sertrna_c,29162
3498,sertrna_c,6305
3499,sheme_c,26690
3500,sheme_c,28599
3501,sheme_c,60052
3502,sheme_c,9166
3503,skm_c,15083
3504,skm_c,16119
3505,skm_c,26662
3506,skm_c,26663
3507,skm_c,26664
3508,skm_c,36208
3509,skm_c,45740
3510,skm_c,9133
3511,skm5p_c,11886
3512,skm5p_c,145989
3513,skm5p_c,15084
3514,skm5p_c,17052
3515,skm5p_c,20195
3516,skm5p_c,9134
3517,sl26da_c,12617
3518,sl26da_c,12618
3519,sl26da_c,17279
3520,sl26da_c,21791
3521,sl26da_c,21792
3522,sl26da_c,58087
3523,sl26da_c,7342
3524,sl2a6o_c,10967
3525,sl2a6o_c,12616
3526,sl2a6o_c,15685
3527,sl2a6o_c,21789
3528,sl2a6o_c,21790
3529,sl2a6o_c,35266
3530,sl2a6o_c,7340
3531,so2_c,18422
3532,so2_c,45789
3533,so2_c,8992
3534,so2_c,9351
3535,so3_c,13367
3536,so3_c,15139
3537,so3_c,17137
3538,so3_c,17359
3539,so3_c,26837
3540,so3_c,45548
3541,so3_c,48854
3542,so3_c,5598
3543,so3_c,9344
3544,so4_c,15135
3545,so4_c,16189
3546,so4_c,23414
3547,so4_c,26836
3548,so4_c,29199
3549,so4_c,31346
3550,so4_c,31795
3551,so4_c,32036
3552,so4_c,32149
3553,so4_c,32312
3554,so4_c,32583
3555,so4_c,32584
3556,so4_c,32586
3557,so4_c,32599
3558,so4_c,33146
3559,so4_c,35176
3560,so4_c,45687
3561,so4_c,45693
3562,so4_c,45696
3563,so4_c,50292
3564,so4_c,53001
3565,so4_c,53437
3566,so4_c,53438
3567,so4_c,53470
3568,so4_c,53471
3569,so4_c,53473
3570,so4_c,53474
3571,so4_c,53502
3572,so4_c,53504
3573,so4_c,62946
3574,so4_c,9335
3575,spmd_c,15095
3576,spmd_c,15097
3577,spmd_c,16610
3578,spmd_c,26732
3579,spmd_c,26733
3580,spmd_c,45647
3581,spmd_c,57834
3582,spmd_c,9218
3583,stcoa_c,15107
3584,stcoa_c,15541
3585,stcoa_c,26754
3586,stcoa_c,57394
3587,stcoa_c,9256
3588,suc6p_c,15129
3589,suc6p_c,15130
3590,suc6p_c,16308
3591,suc6p_c,26813
3592,suc6p_c,57723
3593,suc6p_c,9315
3594,sucarg_c,12637
3595,sucarg_c,17705
3596,sucarg_c,21819
3597,sucarg_c,58241
3598,sucarg_c,7372
3599,sucbz_c,1278
3600,sucbz_c,12835
3601,sucbz_c,18325
3602,sucbz_c,19778
3603,sucbz_c,37026
3604,sucbz_c,44787
3605,sucbz_c,44788
3606,succ_c,15125
3607,succ_c,15741
3608,succ_c,22941
3609,succ_c,22943
3610,succ_c,26803
3611,succ_c,26807
3612,succ_c,30031
3613,succ_c,30779
3614,succ_c,45639
3615,succ_c,9304
3616,succoa_c,10746
3617,succoa_c,15127
3618,succoa_c,15380
3619,succoa_c,26811
3620,succoa_c,45541
3621,succoa_c,57292
3622,succoa_c,9310
3623,sucglu_c,21821
3624,sucglu_c,48957
3625,sucglu_c,58763
3626,sucglu_c,7373
3627,sucgsa_c,21820
3628,sucgsa_c,27657
3629,sucgsa_c,58520
3630,sucgsa_c,7374
3631,suchms_c,12699
3632,suchms_c,12723
3633,suchms_c,16160
3634,suchms_c,21975
3635,suchms_c,57661
3636,suchms_c,7704
3637,sucorn_c,21822
3638,sucorn_c,27574
3639,sucorn_c,45896
3640,sucorn_c,58514
3641,sucorn_c,7375
3642,sucsal_c,15126
3643,sucsal_c,16265
3644,sucsal_c,26804
3645,sucsal_c,26805
3646,sucsal_c,57706
3647,sucsal_c,9305
3648,sulfac_c,34987
3649,sulfac_c,49876
3650,sulfac_c,50519
3651,sulfac_c,58824
3652,taur_c,15195
3653,taur_c,15891
3654,taur_c,26852
3655,taur_c,32970
3656,taur_c,45877
3657,taur_c,507393
3658,taur_c,9406
3659,tcynt_c,15234
3660,tcynt_c,18022
3661,tcynt_c,24926
3662,tcynt_c,24928
3663,tcynt_c,26954
3664,tcynt_c,26956
3665,tcynt_c,29200
3666,tcynt_c,45576
3667,tcynt_c,9550
3668,td2coa_c,10734
3669,td2coa_c,27079
3670,td2coa_c,27721
3671,td2coa_c,61405
3672,tdcoa_c,14637
3673,tdcoa_c,15218
3674,tdcoa_c,15532
3675,tdcoa_c,26898
3676,tdcoa_c,52969
3677,tdcoa_c,57385
3678,tdcoa_c,9475
3679,tdecoa_c,11078
3680,tdecoa_c,15461
3681,tdecoa_c,18810
3682,tdecoa_c,449
3683,tdecoa_c,57323
3684,thdp_c,10965
3685,thdp_c,11408
3686,thdp_c,13042
3687,thdp_c,16845
3688,thdp_c,21189
3689,thdp_c,32975
3690,thdp_c,32976
3691,thdp_c,6152
3692,thdp_c,864
3693,thf_c,10931
3694,thf_c,12075
3695,thf_c,15220
3696,thf_c,15635
3697,thf_c,18606
3698,thf_c,20506
3699,thf_c,26907
3700,thf_c,46069
3701,thf_c,57453
3702,thf_c,67016
3703,thf_c,68437
3704,thf_c,9482
3705,thmmp_c,15230
3706,thmmp_c,15231
3707,thmmp_c,18338
3708,thmmp_c,26944
3709,thmmp_c,37574
3710,thmmp_c,37575
3711,thmmp_c,46189
3712,thmmp_c,9533
3713,thmpp_c,15229
3714,thmpp_c,45930
3715,thmpp_c,45931
3716,thmpp_c,49939
3717,thmpp_c,58937
3718,thmpp_c,9532
3719,thrtrna_c,13176
3720,thrtrna_c,29163
3721,thrtrna_c,6309
3722,thym_c,15247
3723,thym_c,17821
3724,thym_c,27004
3725,thym_c,46017
3726,thym_c,9580
3727,thymd_c,15244
3728,thymd_c,17748
3729,thymd_c,19273
3730,thymd_c,45782
3731,thymd_c,45834
3732,thymd_c,45917
3733,thymd_c,63624
3734,thymd_c,9579
3735,tma_c,15261
3736,tma_c,18139
3737,tma_c,27125
3738,tma_c,27127
3739,tma_c,58389
3740,tma_c,9732
3741,tmao_c,15262
3742,tmao_c,15263
3743,tmao_c,15724
3744,tmao_c,27126
3745,tmao_c,9733
3746,trdox_c,14726
3747,trdox_c,15240
3748,trdox_c,18191
3749,trdox_c,7845
3750,trdrd_c,15033
3751,trdrd_c,15239
3752,trdrd_c,15967
3753,trdrd_c,9565
3754,tre_c,10202
3755,tre_c,12281
3756,tre_c,12284
3757,tre_c,12287
3758,tre_c,15251
3759,tre_c,16551
3760,tre_c,22365
3761,tre_c,27082
3762,tre_c,39244
3763,tre_c,39245
3764,tre_c,46211
3765,tre6p_c,10201
3766,tre6p_c,12285
3767,tre6p_c,15252
3768,tre6p_c,18283
3769,tre6p_c,22364
3770,tre6p_c,58429
3771,trnaala_c,10672
3772,trnaala_c,15166
3773,trnaala_c,29170
3774,trnaarg_c,10673
3775,trnaarg_c,15167
3776,trnaarg_c,29171
3777,trnaasn_c,10674
3778,trnaasn_c,15168
3779,trnaasn_c,29172
3780,trnaasp_c,10675
3781,trnaasp_c,15169
3782,trnaasp_c,29186
3783,trnacys_c,10678
3784,trnacys_c,15173
3785,trnacys_c,29167
3786,trnagln_c,10679
3787,trnagln_c,15174
3788,trnagln_c,29168
3789,trnaglu_c,10680
3790,trnaglu_c,15175
3791,trnaglu_c,29175
3792,trnagly_c,10681
3793,trnagly_c,15177
3794,trnagly_c,29176
3795,trnahis_c,10682
3796,trnahis_c,15178
3797,trnahis_c,29178
3798,trnaile_c,10683
3799,trnaile_c,15179
3800,trnaile_c,29174
3801,trnaleu_c,10684
3802,trnaleu_c,15180
3803,trnaleu_c,29169
3804,trnalys_c,10652
3805,trnalys_c,10685
3806,trnalys_c,13672
3807,trnalys_c,14859
3808,trnalys_c,15145
3809,trnalys_c,15163
3810,trnalys_c,15164
3811,trnalys_c,15165
3812,trnalys_c,15181
3813,trnalys_c,15986
3814,trnalys_c,17843
3815,trnalys_c,29185
3816,trnalys_c,8312
3817,trnamet_c,10686
3818,trnamet_c,15182
3819,trnamet_c,29173
3820,trnaphe_c,10687
3821,trnaphe_c,15183
3822,trnaphe_c,29184
3823,trnapro_c,10688
3824,trnapro_c,15184
3825,trnapro_c,29177
3826,trnaser_c,10689
3827,trnaser_c,15186
3828,trnaser_c,29179
3829,trnathr_c,10690
3830,trnathr_c,15187
3831,trnathr_c,29180
3832,trnatrp_c,10691
3833,trnatrp_c,15188
3834,trnatrp_c,29181
3835,trnatyr_c,10692
3836,trnatyr_c,15189
3837,trnatyr_c,29182
3838,trnaval_c,10694
3839,trnaval_c,15191
3840,trnaval_c,29183
3841,trptrna_c,13179
3842,trptrna_c,29159
3843,trptrna_c,6312
3844,tsul_c,15242
3845,tsul_c,16094
3846,tsul_c,26977
3847,tsul_c,32150
3848,tsul_c,33539
3849,tsul_c,33542
3850,tsul_c,45922
3851,tsul_c,5587
3852,tsul_c,9569
3853,ttdca_c,26897
3854,ttdca_c,278516
3855,ttdca_c,28875
3856,ttdca_c,30807
3857,ttdca_c,44232
3858,ttdca_c,7056
3859,ttdcea_c,36004
3860,tyrtrna_c,13185
3861,tyrtrna_c,29161
3862,tyrtrna_c,6318
3863,u23ga_c,13447
3864,u23ga_c,17787
3865,u23ga_c,22091
3866,u23ga_c,58271
3867,u23ga_c,9803
3868,u3aga_c,61494
3869,u3aga_c,61537
3870,u3hga_c,22095
3871,u3hga_c,27392
3872,u3hga_c,58510
3873,u3hga_c,61385
3874,u3hga_c,61440
3875,u3hga_c,71483
3876,u3hga_c,71573
3877,u3hga_c,71619
3878,u3hga_c,9807
3879,uaagmda_c,27200
3880,uaagmda_c,28138
3881,uaagmda_c,61388
3882,uaagmda_c,9870
3883,uaccg_c,13466
3884,uaccg_c,13467
3885,uaccg_c,16435
3886,uaccg_c,22110
3887,uaccg_c,57771
3888,uaccg_c,68483
3889,uaccg_c,68507
3890,uaccg_c,9818
3891,uacgam_c,13456
3892,uacgam_c,13473
3893,uacgam_c,13475
3894,uacgam_c,13476
3895,uacgam_c,16264
3896,uacgam_c,22115
3897,uacgam_c,46243
3898,uacgam_c,57705
3899,uacgam_c,9823
3900,uacmam_c,13457
3901,uacmam_c,13474
3902,uacmam_c,16287
3903,uacmam_c,22116
3904,uacmam_c,57715
3905,uacmam_c,68623
3906,uacmam_c,68678
3907,uacmam_c,9824
3908,uacmamu_c,70731
3909,uacmamu_c,70738
3910,uagmda_c,61387
3911,uagmda_c,61543
3912,uama_c,13459
3913,uama_c,13478
3914,uama_c,16932
3915,uama_c,22123
3916,uama_c,57953
3917,uama_c,9830
3918,uamag_c,13461
3919,uamag_c,13482
3920,uamag_c,16970
3921,uamag_c,22125
3922,uamag_c,46143
3923,uamag_c,57968
3924,uamag_c,9832
3925,uamr_c,13458
3926,uamr_c,13477
3927,uamr_c,17882
3928,uamr_c,22120
3929,uamr_c,58309
3930,uamr_c,70757
3931,uamr_c,70765
3932,uamr_c,9827
3933,udcpdp_c,10544
3934,udcpdp_c,12809
3935,udcpdp_c,18197
3936,udcpdp_c,23655
3937,udcpdp_c,58405
3938,udcpp_c,15285
3939,udcpp_c,15286
3940,udcpp_c,16141
3941,udcpp_c,57654
3942,udcpp_c,9864
3943,udp_c,13445
3944,udp_c,17659
3945,udp_c,27230
3946,udp_c,46402
3947,udp_c,58223
3948,udp_c,9802
3949,udpLa4fn_c,47027
3950,udpLa4fn_c,58709
3951,udpLa4n_c,47025
3952,udpLa4n_c,58708
3953,udpLa4o_c,47028
3954,udpLa4o_c,58710
3955,udpg_c,13498
3956,udpg_c,13505
3957,udpg_c,18066
3958,udpg_c,22103
3959,udpg_c,27234
3960,udpg_c,52249
3961,udpg_c,58367
3962,udpg_c,58885
3963,udpg_c,9845
3964,udpg_c,9895
3965,udpgal_c,13487
3966,udpgal_c,13495
3967,udpgal_c,18307
3968,udpgal_c,22100
3969,udpgal_c,58439
3970,udpgal_c,66914
3971,udpgal_c,67119
3972,udpgal_c,9811
3973,udpgalfur_c,13486
3974,udpgalfur_c,18251
3975,udpgalfur_c,22098
3976,udpgalfur_c,58423
3977,udpgalfur_c,66915
3978,udpgalfur_c,67118
3979,udpgalfur_c,9839
3980,udpglcur_c,13489
3981,udpglcur_c,13506
3982,udpglcur_c,17200
3983,udpglcur_c,22104
3984,udpglcur_c,46309
3985,udpglcur_c,58052
3986,udpglcur_c,9846
3987,ugmd_c,13460
3988,ugmd_c,13463
3989,ugmd_c,13481
3990,ugmd_c,22124
3991,ugmd_c,28639
3992,ugmd_c,58582
3993,ugmd_c,9831
3994,ugmda_c,13462
3995,ugmda_c,18199
3996,ugmda_c,22126
3997,ugmda_c,61386
3998,ugmda_c,9833
3999,um4p_c,64420
4000,ump_c,13508
4001,ump_c,13509
4002,ump_c,16695
4003,ump_c,27231
4004,ump_c,46362
4005,ump_c,46382
4006,ump_c,47721
4007,ump_c,57865
4008,ump_c,9849
4009,unaga_c,12570
4010,unaga_c,16511
4011,unaga_c,21536
4012,unaga_c,60047
4013,unaga_c,62229
4014,unaga_c,62958
4015,unaga_c,62959
4016,unaga_c,7137
4017,uppg3_c,15300
4018,uppg3_c,15437
4019,uppg3_c,27257
4020,uppg3_c,57308
4021,uppg3_c,9905
4022,ura_c,15288
4023,ura_c,17568
4024,ura_c,27210
4025,ura_c,46375
4026,ura_c,9882
4027,urate_c,17775
4028,urate_c,46455
4029,urate_c,46811
4030,urate_c,46814
4031,urate_c,46817
4032,urate_c,46819
4033,urate_c,46820
4034,urate_c,46821
4035,urate_c,46822
4036,urate_c,46823
4037,urate_c,46824
4038,urate_c,46825
4039,urate_c,46826
4040,urate_c,49051
4041,urate_c,62585
4042,urate_c,62589
4043,urate_c,9885
4044,urdglyc_c,10783
4045,urdglyc_c,11076
4046,urdglyc_c,121
4047,urdglyc_c,15412
4048,urdglyc_c,18457
4049,urdglyc_c,18499
4050,urdglyc_c,18804
4051,urdglyc_c,27224
4052,urdglyc_c,28785
4053,urdglyc_c,49050
4054,urdglyc_c,50
4055,urdglyc_c,57296
4056,urdglyc_c,9891
4057,urea_c,15292
4058,urea_c,16199
4059,urea_c,27218
4060,urea_c,32285
4061,urea_c,46379
4062,urea_c,48376
4063,urea_c,9888
4064,uri_c,15296
4065,uri_c,16704
4066,uri_c,27227
4067,uri_c,46386
4068,uri_c,46391
4069,uri_c,46460
4070,uri_c,9893
4071,utp_c,13510
4072,utp_c,15713
4073,utp_c,27233
4074,utp_c,37567
4075,utp_c,46397
4076,utp_c,46398
4077,utp_c,57481
4078,utp_c,9850
4079,valtrna_c,13187
4080,valtrna_c,29164
4081,valtrna_c,6322
4082,xan_c,10059
4083,xan_c,17712
4084,xan_c,27317
4085,xan_c,46377
4086,xan_c,48517
4087,xdp_c,10048
4088,xdp_c,59884
4089,xmp_c,10067
4090,xmp_c,10938
4091,xmp_c,15324
4092,xmp_c,15652
4093,xmp_c,27328
4094,xmp_c,57464
4095,xtp_c,10049
4096,xtp_c,59885
4097,xtp_c,61314
4098,xtsn_c,10066
4099,xtsn_c,15323
4100,xtsn_c,18107
4101,xtsn_c,27327
4102,zn2_c,10113
4103,zn2_c,27368
4104,zn2_c,29105
4105,zn2_c,49972
4106,zn2_c,49976
4107,zn2_c,49982
4108,15dap_e,13928
4109,15dap_e,18127
4110,15dap_e,22974
4111,15dap_e,3288
4112,15dap_e,44370
4113,15dap_e,58384
4114,23camp_e,19212
4115,23camp_e,27844
4116,23camp_e,40469
4117,23camp_e,60879
4118,23camp_e,823
4119,23ccmp_e,19213
4120,23ccmp_e,27652
4121,23ccmp_e,60877
4122,23ccmp_e,824
4123,23cgmp_e,19214
4124,23cgmp_e,28181
4125,23cgmp_e,60837
4126,23cgmp_e,825
4127,23cump_e,19215
4128,23cump_e,28637
4129,23cump_e,60873
4130,23cump_e,826
4131,23dappa_e,11419
4132,23dappa_e,13043
4133,23dappa_e,16303
4134,23dappa_e,18383
4135,23dappa_e,19309
4136,23dappa_e,21190
4137,23dappa_e,49983
4138,23dappa_e,57721
4139,23dappa_e,58468
4140,23dappa_e,6153
4141,23dappa_e,876
4142,2ddglcn_e,1059
4143,2ddglcn_e,11550
4144,2ddglcn_e,17032
4145,2ddglcn_e,19530
4146,2ddglcn_e,57990
4147,34dhpac_e,1385
4148,34dhpac_e,19888
4149,34dhpac_e,27978
4150,3amp_e,1333
4151,3amp_e,22241
4152,3amp_e,28931
4153,3amp_e,60880
4154,3cmp_e,1335
4155,3cmp_e,23517
4156,3cmp_e,28929
4157,3cmp_e,41345
4158,3cmp_e,41615
4159,3cmp_e,53013
4160,3cmp_e,60875
4161,3gmp_e,24447
4162,3gmp_e,28072
4163,3gmp_e,39948
4164,3gmp_e,42888
4165,3gmp_e,5567
4166,3gmp_e,60732
4167,3hcinnm_e,32357
4168,3hcinnm_e,47925
4169,3hcinnm_e,47926
4170,3hcinnm_e,47927
4171,3hcinnm_e,47928
4172,3hpp_e,11836
4173,3hpp_e,1553
4174,3hpp_e,16510
4175,3hpp_e,20071
4176,3hpp_e,20079
4177,3hpp_e,33404
4178,3hpp_e,40000
4179,3hpppn_e,1427
4180,3hpppn_e,57277
4181,3ump_e,1361
4182,3ump_e,27229
4183,3ump_e,28895
4184,3ump_e,46259
4185,3ump_e,556513
4186,3ump_e,60784
4187,4abut_e,11961
4188,4abut_e,16865
4189,4abut_e,1786
4190,4abut_e,193777
4191,4abut_e,20317
4192,4abut_e,20318
4193,4abut_e,30566
4194,4abut_e,40483
4195,4abut_e,59888
4196,4hoxpacd_e,10899
4197,4hoxpacd_e,12012
4198,4hoxpacd_e,15621
4199,4hoxpacd_e,1872
4200,4hoxpacd_e,20417
4201,5dglcn_e,12120
4202,5dglcn_e,12121
4203,5dglcn_e,17426
4204,5dglcn_e,2051
4205,5dglcn_e,20564
4206,5dglcn_e,58143
4207,5mtr_e,45738
4208,LalaLglu_e,61396
4209,LalaLglu_e,61565
4210,ac_e,13704
4211,ac_e,15366
4212,ac_e,22165
4213,ac_e,22169
4214,ac_e,2387
4215,ac_e,30089
4216,ac_e,32029
4217,ac_e,32138
4218,ac_e,32954
4219,ac_e,3310
4220,ac_e,40480
4221,ac_e,40486
4222,ac_e,59199
4223,ac_e,62947
4224,ac_e,62964
4225,ac_e,62984
4226,ac_e,63045
4227,ac_e,63078
4228,ac_e,63879
4229,acac_e,13705
4230,acac_e,15344
4231,acac_e,22172
4232,acac_e,2391
4233,acac_e,38871
4234,acac_e,40507
4235,acald_e,13703
4236,acald_e,15343
4237,acald_e,22158
4238,acald_e,2383
4239,acald_e,40533
4240,acgal_e,21502
4241,acgal_e,28037
4242,acgal_e,546804
4243,acgal_e,7110
4244,acgal1p_e,44313
4245,acgal1p_e,61970
4246,acgam_e,506227
4247,acgam1p_e,21519
4248,acgam1p_e,7125
4249,acmana_e,41112
4250,acmana_e,63153
4251,acmana_e,63154
4252,acmum_e,21615
4253,acmum_e,28881
4254,acmum_e,40729
4255,acmum_e,47571
4256,acmum_e,47965
4257,acmum_e,47979
4258,acmum_e,64848
4259,acmum_e,7212
4260,acnam_e,12471
4261,acnam_e,12579
4262,acnam_e,17012
4263,acnam_e,21617
4264,acnam_e,21619
4265,acnam_e,21620
4266,acnam_e,33987
4267,acnam_e,35418
4268,acnam_e,7214
4269,acser_e,12685
4270,acser_e,12710
4271,acser_e,12724
4272,acser_e,17981
4273,acser_e,21938
4274,acser_e,44568
4275,acser_e,58340
4276,acser_e,7668
4277,ade_e,13733
4278,ade_e,16708
4279,ade_e,22236
4280,ade_e,2470
4281,ade_e,40579
4282,adn_e,13734
4283,adn_e,16335
4284,adn_e,22237
4285,adn_e,22250
4286,adn_e,2472
4287,adn_e,40558
4288,adn_e,40825
4289,adn_e,40906
4290,adn_e,45323
4291,adn_e,45327
4292,adocbl_e,13739
4293,adocbl_e,18408
4294,adocbl_e,23340
4295,adocbl_e,3797
4296,ag_e,30512
4297,ag_e,9141
4298,agm_e,13747
4299,agm_e,17431
4300,agm_e,18576
4301,agm_e,2514
4302,agm_e,40556
4303,agm_e,58145
4304,akg_e,11638
4305,akg_e,1253
4306,akg_e,16810
4307,akg_e,19748
4308,akg_e,19749
4309,akg_e,30915
4310,akg_e,30916
4311,akg_e,40661
4312,alaala_e,12900
4313,alaala_e,13749
4314,alaala_e,16576
4315,alaala_e,20894
4316,alaala_e,4088
4317,alaala_e,57822
4318,alltn_e,10962
4319,alltn_e,11024
4320,alltn_e,13761
4321,alltn_e,15676
4322,alltn_e,15677
4323,alltn_e,15678
4324,alltn_e,18640
4325,alltn_e,18724
4326,alltn_e,22354
4327,alltn_e,2594
4328,alltn_e,298
4329,alltn_e,366
4330,amp_e,12056
4331,amp_e,13234
4332,amp_e,13235
4333,amp_e,13736
4334,amp_e,13740
4335,amp_e,16027
4336,amp_e,22242
4337,amp_e,22245
4338,amp_e,2356
4339,amp_e,37096
4340,amp_e,40510
4341,amp_e,40726
4342,amp_e,40786
4343,amp_e,40826
4344,amp_e,456215
4345,amp_e,47222
4346,aso3_e,13857
4347,aso3_e,22635
4348,aso3_e,2846
4349,aso3_e,29242
4350,aso3_e,29243
4351,aso3_e,29866
4352,aso3_e,49899
4353,aso3_e,49900
4354,btn_e,13905
4355,btn_e,15956
4356,btn_e,22882
4357,btn_e,22884
4358,btn_e,3108
4359,btn_e,41236
4360,btn_e,57586
4361,but_e,113450
4362,but_e,13924
4363,but_e,17968
4364,but_e,22946
4365,but_e,22948
4366,but_e,30772
4367,but_e,3234
4368,but_e,41208
4369,but_e,64103
4370,butso3_e,61911
4371,butso3_e,61958
4372,ca2_e,22988
4373,ca2_e,29108
4374,ca2_e,31338
4375,ca2_e,31341
4376,ca2_e,3308
4377,ca2_e,3312
4378,ca2_e,35437
4379,ca2_e,48760
4380,cbi_e,48529
4381,cbl1_e,14004
4382,cbl1_e,15982
4383,cbl1_e,23328
4384,cbl1_e,30411
4385,cbl1_e,3784
4386,cbl1_e,60488
4387,cd2_e,22977
4388,cd2_e,52619
4389,cd2_e,52620
4390,cgly_e,4047
4391,cgly_e,61694
4392,chol_e,13985
4393,chol_e,15354
4394,chol_e,23212
4395,chol_e,3665
4396,chol_e,41524
4397,cit_e,13999
4398,cit_e,16947
4399,cit_e,23321
4400,cit_e,23322
4401,cit_e,30769
4402,cit_e,32142
4403,cit_e,35802
4404,cit_e,35806
4405,cit_e,35809
4406,cit_e,35810
4407,cit_e,3727
4408,cit_e,41523
4409,cit_e,42563
4410,cit_e,50744
4411,cit_e,53258
4412,cit_e,63037
4413,cit_e,63076
4414,cl_e,13291
4415,cl_e,13364
4416,cl_e,13970
4417,cl_e,17883
4418,cl_e,17996
4419,cl_e,24635
4420,cl_e,3616
4421,cl_e,3731
4422,cl_e,48804
4423,cl_e,53351
4424,cl_e,53503
4425,cl_e,53542
4426,cl_e,5590
4427,cl_e,67096
4428,cmp_e,13274
4429,cmp_e,17361
4430,cmp_e,23520
4431,cmp_e,3275
4432,cmp_e,41312
4433,cmp_e,41319
4434,cmp_e,41666
4435,cmp_e,41691
4436,cmp_e,47362
4437,cmp_e,48799
4438,cmp_e,58120
4439,cmp_e,60377
4440,co2_e,13282
