,bigg.metabolite,chebi
4441,co2_e,13283
4442,co2_e,13284
4443,co2_e,13285
4444,co2_e,16526
4445,co2_e,23011
4446,co2_e,3283
4447,co2_e,48829
4448,cobalt2_e,23337
4449,cobalt2_e,35696
4450,cobalt2_e,48827
4451,cobalt2_e,48828
4452,crn_e,11817
4453,crn_e,13947
4454,crn_e,17126
4455,crn_e,20047
4456,crn_e,23038
4457,crn_e,3424
4458,csn_e,14066
4459,csn_e,16040
4460,csn_e,23531
4461,csn_e,4072
4462,cu2_e,23376
4463,cu2_e,28694
4464,cu2_e,30052
4465,cu2_e,3874
4466,cu2_e,52630
4467,cyan_e,13362
4468,cyan_e,14038
4469,cyan_e,17514
4470,cyan_e,18407
4471,cyan_e,36824
4472,cyan_e,36826
4473,cyan_e,36856
4474,cyan_e,3969
4475,cyan_e,41780
4476,cyan_e,48818
4477,cyan_e,48819
4478,cyan_e,5786
4479,cynt_e,14037
4480,cynt_e,23419
4481,cynt_e,23422
4482,cynt_e,28024
4483,cynt_e,29195
4484,cynt_e,29202
4485,cynt_e,3968
4486,cytd_e,14063
4487,cytd_e,17562
4488,cytd_e,23515
4489,cytd_e,4053
4490,cytd_e,41649
4491,cytd_e,41686
4492,cytd_e,41704
4493,damp_e,10490
4494,damp_e,14068
4495,damp_e,17713
4496,damp_e,19236
4497,damp_e,41815
4498,damp_e,41864
4499,damp_e,58245
4500,dca_e,125804
4501,dca_e,23570
4502,dca_e,23572
4503,dca_e,27689
4504,dca_e,30813
4505,dca_e,41906
4506,dca_e,4347
4507,dcmp_e,10493
4508,dcmp_e,14070
4509,dcmp_e,14071
4510,dcmp_e,14115
4511,dcmp_e,15918
4512,dcmp_e,19242
4513,dcmp_e,41838
4514,dcmp_e,41875
4515,dcmp_e,57566
4516,dcyt_e,15698
4517,dcyt_e,19240
4518,dcyt_e,41417
4519,dcyt_e,41430
4520,dcyt_e,41806
4521,dcyt_e,4407
4522,ddca_e,14187
4523,ddca_e,18262
4524,ddca_e,23863
4525,ddca_e,23864
4526,ddca_e,30805
4527,ddca_e,41882
4528,ddca_e,4680
4529,dgmp_e,10496
4530,dgmp_e,14074
4531,dgmp_e,16192
4532,dgmp_e,19246
4533,dgmp_e,41902
4534,dgmp_e,41939
4535,dgmp_e,41945
4536,dgmp_e,47449
4537,dgmp_e,57673
4538,dgsn_e,14116
4539,dgsn_e,17172
4540,dgsn_e,19244
4541,dgsn_e,23624
4542,dgsn_e,42667
4543,dgsn_e,42867
4544,dgsn_e,42987
4545,dgsn_e,4412
4546,dha_e,14340
4547,dha_e,16016
4548,dha_e,24354
4549,dha_e,39809
4550,dha_e,5453
4551,dimp_e,19250
4552,dimp_e,28806
4553,dimp_e,41998
4554,dimp_e,44500
4555,dimp_e,61194
4556,dimp_e,837
4557,din_e,19248
4558,din_e,23629
4559,din_e,28997
4560,din_e,43293
4561,din_e,43436
4562,din_e,4413
4563,dms_e,14168
4564,dms_e,14175
4565,dms_e,17437
4566,dms_e,23800
4567,dms_e,44169
4568,dms_e,4611
4569,dmso_e,23801
4570,dmso_e,28262
4571,dmso_e,42138
4572,dmso_e,4612
4573,dopa_e,11695
4574,dopa_e,11930
4575,dopa_e,14203
4576,dopa_e,1764
4577,dopa_e,18243
4578,dopa_e,23886
4579,dopa_e,43686
4580,dopa_e,59905
4581,dtmp_e,10529
4582,dtmp_e,14092
4583,dtmp_e,15245
4584,dtmp_e,15246
4585,dtmp_e,17013
4586,dtmp_e,26999
4587,dtmp_e,45759
4588,dtmp_e,45772
4589,dtmp_e,45926
4590,dtmp_e,46013
4591,dtmp_e,46036
4592,dtmp_e,46960
4593,dtmp_e,47711
4594,dump_e,10532
4595,dump_e,14094
4596,dump_e,17622
4597,dump_e,19263
4598,dump_e,246422
4599,duri_e,11398
4600,duri_e,11572
4601,duri_e,14123
4602,duri_e,16450
4603,duri_e,19261
4604,duri_e,23640
4605,duri_e,42178
4606,duri_e,4434
4607,duri_e,46165
4608,duri_e,46289
4609,enter_e,23923
4610,enter_e,28855
4611,enter_e,38150
4612,enter_e,4799
4613,etha_e,14223
4614,etha_e,16000
4615,etha_e,23979
4616,etha_e,23981
4617,etha_e,272066
4618,etha_e,42323
4619,etha_e,4880
4620,etha_e,57603
4621,etoh_e,14222
4622,etoh_e,16236
4623,etoh_e,23978
4624,etoh_e,30878
4625,etoh_e,30880
4626,etoh_e,42377
4627,etoh_e,44594
4628,etoh_e,4879
4629,etoh_e,52092
4630,etoh_e,52096
4631,f6p_e,10375
4632,f6p_e,12352
4633,f6p_e,16084
4634,f6p_e,22768
4635,f6p_e,42378
4636,f6p_e,45804
4637,f6p_e,57634
4638,f6p_e,61527
4639,f6p_e,61553
4640,fe2_e,13319
4641,fe2_e,13321
4642,fe2_e,21129
4643,fe2_e,24876
4644,fe2_e,29033
4645,fe2_e,34754
4646,fe2_e,49599
4647,fe3_e,13320
4648,fe3_e,21130
4649,fe3_e,24877
4650,fe3_e,29034
4651,fe3_e,34755
4652,fe3_e,49595
4653,fecrm_e,5019
4654,for_e,14276
4655,for_e,15740
4656,for_e,24081
4657,for_e,24082
4658,for_e,30751
4659,for_e,42460
4660,for_e,5145
4661,for_e,52343
4662,for_e,63050
4663,for_e,63880
4664,fru_e,10373
4665,fru_e,22766
4666,fru_e,24104
4667,fru_e,24110
4668,fru_e,28645
4669,fru_e,28757
4670,fru_e,37720
4671,fru_e,37721
4672,fru_e,42560
4673,fru_e,48673
4674,fru_e,49089
4675,fru_e,5172
4676,frulys_e,24109
4677,frulys_e,61393
4678,frulys_e,63523
4679,fruur_e,12927
4680,fruur_e,16849
4681,fruur_e,20936
4682,fruur_e,20937
4683,fruur_e,4126
4684,fruur_e,59863
4685,fum_e,14284
4686,fum_e,18012
4687,fum_e,22956
4688,fum_e,22957
4689,fum_e,22958
4690,fum_e,24122
4691,fum_e,24124
4692,fum_e,29806
4693,fum_e,36180
4694,fum_e,37154
4695,fum_e,37155
4696,fum_e,42511
4697,fum_e,42743
4698,fum_e,5190
4699,g1p_e,10246
4700,g1p_e,12320
4701,g1p_e,12970
4702,g1p_e,21004
4703,g1p_e,29042
4704,g1p_e,42623
4705,g1p_e,58601
4706,g3pc_e,10646
4707,g3pc_e,12841
4708,g3pc_e,12847
4709,g3pc_e,14343
4710,g3pc_e,16870
4711,g3pc_e,26697
4712,g3pc_e,26698
4713,g3pc_e,35763
4714,g3pc_e,36313
4715,g3pc_e,55397
4716,g3pe_e,10647
4717,g3pe_e,12701
4718,g3pe_e,12842
4719,g3pe_e,14803
4720,g3pe_e,16038
4721,g3pe_e,16929
4722,g3pe_e,26030
4723,g3pe_e,26031
4724,g3pe_e,26699
4725,g3pe_e,26700
4726,g3pe_e,35765
4727,g3pe_e,36314
4728,g3pe_e,45210
4729,g3pe_e,52330
4730,g3pe_e,57952
4731,g3pe_e,60262
4732,g3pe_e,60263
4733,g3pe_e,64612
4734,g3pe_e,64674
4735,g3pe_e,7661
4736,g3pe_e,8129
4737,g3pg_e,5457
4738,g3pg_e,61933
4739,g3pg_e,64717
4740,g3pg_e,64956
4741,g3pi_e,10645
4742,g3pi_e,11200
4743,g3pi_e,18321
4744,g3pi_e,26695
4745,g3pi_e,58444
4746,g3pi_e,64715
4747,g6p_e,10399
4748,g6p_e,12375
4749,g6p_e,17719
4750,g6p_e,22797
4751,g6p_e,41041
4752,g6p_e,4170
4753,g6p_e,58247
4754,g6p_e,61548
4755,gal_e,12936
4756,gal_e,4139
4757,gal1p_e,10232
4758,gal1p_e,12305
4759,gal1p_e,12306
4760,gal1p_e,17973
4761,gal1p_e,20957
4762,gal1p_e,22374
4763,gal1p_e,37480
4764,gal1p_e,4140
4765,gal1p_e,58336
4766,gal1p_e,59011
4767,galt_e,14286
4768,galt_e,16813
4769,galt_e,24139
4770,galt_e,5251
4771,galt_e,53575
4772,galur_e,18024
4773,galur_e,20976
4774,galur_e,20978
4775,galur_e,22384
4776,galur_e,33884
4777,galur_e,33885
4778,galur_e,40543
4779,galur_e,4153
4780,galur_e,47954
4781,galur_e,58658
4782,gam_e,12961
4783,gam_e,17315
4784,gam_e,4162
4785,gam_e,47972
4786,gam_e,47977
4787,gam_e,58723
4788,gam6p_e,12962
4789,gam6p_e,47987
4790,gam6p_e,58725
4791,gbbtn_e,12047
4792,gbbtn_e,16244
4793,gbbtn_e,1941
4794,gbbtn_e,20484
4795,gdp_e,13327
4796,gdp_e,14379
4797,gdp_e,17552
4798,gdp_e,24448
4799,gdp_e,42738
4800,gdp_e,5212
4801,gdp_e,58189
4802,gdp_e,65180
4803,glcn_e,12955
4804,glcn_e,18391
4805,glcn_e,20983
4806,glcn_e,20985
4807,glcn_e,20986
4808,glcn_e,33198
4809,glcn_e,4157
4810,glcn_e,42715
4811,glcr_e,12953
4812,glcr_e,16002
4813,glcr_e,20980
4814,glcr_e,20982
4815,glcr_e,30612
4816,glcr_e,4155
4817,glcr_e,42731
4818,glcur_e,12975
4819,glcur_e,15748
4820,glcur_e,21013
4821,glcur_e,24297
4822,glcur_e,24298
4823,glcur_e,47952
4824,glcur_e,58720
4825,glcur1p_e,11294
4826,glcur1p_e,16787
4827,glcur1p_e,19090
4828,glcur1p_e,21014
4829,glcur1p_e,28547
4830,glcur1p_e,35145
4831,glcur1p_e,4179
4832,glcur1p_e,57897
4833,glcur1p_e,681
4834,gly_e,10792
4835,gly_e,13347
4836,gly_e,14344
4837,gly_e,15428
4838,gly_e,24368
4839,gly_e,29946
4840,gly_e,29947
4841,gly_e,32507
4842,gly_e,32508
4843,gly_e,42772
4844,gly_e,42964
4845,gly_e,5460
4846,gly_e,57305
4847,glyald_e,12982
4848,glyald_e,17378
4849,glyald_e,21025
4850,glyald_e,39973
4851,glyald_e,4186
4852,glyb_e,12531
4853,glyb_e,13895
4854,glyb_e,15264
4855,glyb_e,17750
4856,glyb_e,22858
4857,glyb_e,24370
4858,glyb_e,27128
4859,glyb_e,3073
4860,glyb_e,41134
4861,glyb_e,41139
4862,glyc_e,131422
4863,glyc_e,13754
4864,glyc_e,14334
4865,glyc_e,17522
4866,glyc_e,17754
4867,glyc_e,22298
4868,glyc_e,24351
4869,glyc_e,2556
4870,glyc_e,42998
4871,glyc_e,5448
4872,glyc2p_e,14337
4873,glyc2p_e,17270
4874,glyc2p_e,26704
4875,glyc2p_e,42620
4876,glyc2p_e,5451
4877,glyc2p_e,58083
4878,glyc3p_e,10648
4879,glyc3p_e,10649
4880,glyc3p_e,12843
4881,glyc3p_e,12848
4882,glyc3p_e,12849
4883,glyc3p_e,14804
4884,glyc3p_e,15978
4885,glyc3p_e,16890
4886,glyc3p_e,17517
4887,glyc3p_e,26032
4888,glyc3p_e,26033
4889,glyc3p_e,26705
4890,glyc3p_e,35141
4891,glyc3p_e,35772
4892,glyc3p_e,42793
4893,glyc3p_e,57597
4894,glyc3p_e,60291
4895,glyc3p_e,60523
4896,glyc3p_e,64716
4897,glyc3p_e,8130
4898,glyclt_e,14348
4899,glyclt_e,17497
4900,glyclt_e,24388
4901,glyclt_e,24390
4902,glyclt_e,29805
4903,glyclt_e,42865
4904,glyclt_e,5475
4905,gmp_e,13341
4906,gmp_e,14381
4907,gmp_e,17345
4908,gmp_e,24449
4909,gmp_e,24450
4910,gmp_e,37121
4911,gmp_e,40119
4912,gmp_e,42647
4913,gmp_e,42831
4914,gmp_e,42887
4915,gmp_e,42979
4916,gmp_e,47450
4917,gmp_e,5228
4918,gmp_e,58115
4919,gsn_e,14375
4920,gsn_e,16750
4921,gsn_e,24444
4922,gsn_e,42840
4923,gsn_e,42847
4924,gsn_e,471737
4925,gsn_e,5564
4926,gthox_e,14328
4927,gthox_e,14720
4928,gthox_e,17858
4929,gthox_e,24336
4930,gthox_e,42832
4931,gthox_e,58297
4932,gthox_e,7840
4933,gthrd_e,12402
4934,gthrd_e,14327
4935,gthrd_e,16856
4936,gthrd_e,24334
4937,gthrd_e,42873
4938,gthrd_e,43049
4939,gthrd_e,5437
4940,gthrd_e,57925
4941,gthrd_e,60836
4942,gtp_e,13342
4943,gtp_e,15996
4944,gtp_e,24451
4945,gtp_e,37565
4946,gtp_e,42934
4947,gtp_e,5234
4948,gtp_e,57600
4949,gua_e,14371
4950,gua_e,14372
4951,gua_e,16235
4952,gua_e,24443
4953,gua_e,42948
4954,gua_e,5563
4955,h_e,10744
4956,h_e,13357
4957,h_e,15378
4958,h_e,24636
4959,h_e,5584
4960,h2_e,13350
4961,h2_e,18276
4962,h2_e,25363
4963,h2_e,29239
4964,h2_e,29293
4965,h2_e,29297
4966,h2_e,29299
4967,h2_e,29300
4968,h2_e,5785
4969,h2o_e,10743
4970,h2o_e,13352
4971,h2o_e,13365
4972,h2o_e,13419
4973,h2o_e,15377
4974,h2o_e,16234
4975,h2o_e,27313
4976,h2o_e,29356
4977,h2o_e,29373
4978,h2o_e,29374
4979,h2o_e,29375
4980,h2o_e,29412
4981,h2o_e,33811
4982,h2o_e,33813
4983,h2o_e,35511
4984,h2o_e,36385
4985,h2o_e,41979
4986,h2o_e,41981
4987,h2o_e,42043
4988,h2o_e,42857
4989,h2o_e,43228
4990,h2o_e,44292
4991,h2o_e,44641
4992,h2o_e,44701
4993,h2o_e,44819
4994,h2o_e,53442
4995,h2o_e,5585
4996,h2o_e,5594
4997,h2o2_e,13354
4998,h2o2_e,13355
4999,h2o2_e,16240
5000,h2o2_e,24637
5001,h2o2_e,29192
5002,h2o2_e,29370
5003,h2o2_e,44782
5004,h2o2_e,44785
5005,h2o2_e,44812
5006,h2o2_e,5586
5007,h2s_e,13356
5008,h2s_e,13694
5009,h2s_e,14414
5010,h2s_e,15138
5011,h2s_e,16136
5012,h2s_e,16385
5013,h2s_e,24639
5014,h2s_e,26822
5015,h2s_e,26960
5016,h2s_e,29919
5017,h2s_e,30488
5018,h2s_e,43058
5019,h2s_e,45489
5020,h2s_e,51114
5021,h2s_e,5787
5022,h2s_e,9340
5023,hdca_e,14730
5024,hdca_e,15756
5025,hdca_e,231736
5026,hdca_e,233028
5027,hdca_e,24540
5028,hdca_e,24541
5029,hdca_e,29889
5030,hdca_e,44952
5031,hdca_e,7896
5032,hdcea_e,24548
5033,hdcea_e,25836
5034,hdcea_e,28716
5035,hdcea_e,32372
5036,hdcea_e,44696
5037,hdcea_e,59265
5038,hdcea_e,71449
5039,hdcea_e,7897
5040,hg2_e,13370
5041,hg2_e,16793
5042,hg2_e,25199
5043,hg2_e,25200
5044,hg2_e,49640
5045,hg2_e,5714
5046,hxa_e,14398
5047,hxa_e,17120
5048,hxa_e,24569
5049,hxa_e,24571
5050,hxa_e,30776
5051,hxa_e,40213
5052,hxa_e,5702
5053,hxan_e,14431
5054,hxan_e,17368
5055,hxan_e,24762
5056,hxan_e,43237
5057,hxan_e,5841
5058,imp_e,12057
5059,imp_e,12063
5060,imp_e,13372
5061,imp_e,13373
5062,imp_e,14457
5063,imp_e,17202
5064,imp_e,19271
5065,imp_e,43418
5066,imp_e,43475
5067,imp_e,43524
5068,imp_e,43563
5069,imp_e,43611
5070,imp_e,47501
5071,imp_e,58053
5072,imp_e,5849
5073,indole_e,14444
5074,indole_e,16881
5075,indole_e,24794
5076,indole_e,35579
5077,indole_e,43537
5078,indole_e,5900
5079,inost_e,10601
5080,inost_e,12826
5081,inost_e,12831
5082,inost_e,17268
5083,inost_e,25451
5084,inost_e,43559
5085,ins_e,14456
5086,ins_e,17596
5087,ins_e,24841
5088,ins_e,44407
5089,ins_e,5927
5090,isetac_e,1157
5091,isetac_e,61904
5092,k_e,26219
5093,k_e,29103
5094,k_e,32030
5095,k_e,32035
5096,k_e,32588
5097,k_e,49685
5098,k_e,66872
5099,k_e,8345
5100,k_e,8346
5101,kdo2lipid4_e,23657
5102,kdo2lipid4_e,28526
5103,kdo2lipid4_e,4477
5104,kdo2lipid4_e,60365
5105,lcts_e,10296
5106,lcts_e,10380
5107,lcts_e,14497
5108,lcts_e,17716
5109,lcts_e,22460
5110,lcts_e,22760
5111,lcts_e,25005
5112,lcts_e,27755
5113,lcts_e,613009
5114,lipa_e,23656
5115,lipa_e,27963
5116,lipa_e,4476
5117,lipa_e,58540
5118,lipoate_e,14519
5119,lipoate_e,146958
5120,lipoate_e,16494
5121,lipoate_e,25056
5122,lipoate_e,25058
5123,lipoate_e,30313
5124,lipoate_e,30314
5125,lipoate_e,30315
5126,lipoate_e,43790
5127,lipoate_e,43796
5128,lipoate_e,6492
5129,malt_e,14568
5130,malt_e,17306
5131,malt_e,25144
5132,malt_e,6668
5133,malthx_e,61953
5134,malttr_e,10812
5135,malttr_e,18246
5136,malttr_e,23063
5137,malttr_e,25146
5138,malttr_e,27931
5139,malttr_e,3528
5140,malttr_e,3529
5141,malttr_e,40896
5142,malttr_e,43937
5143,malttr_e,59481
5144,malttr_e,60948
5145,malttr_e,62776
5146,malttr_e,62785
5147,malttr_e,62795
5148,malttr_e,63141
5149,malttr_e,6672
5150,malttr_e,68485
5151,maltttr_e,61988
5152,man_e,12999
5153,man_e,16024
5154,man_e,21057
5155,man_e,4208
5156,man6p_e,12328
5157,man6p_e,43894
5158,man6p_e,43896
5159,man6p_e,48066
5160,man6p_e,48067
5161,man6p_e,49724
5162,man6p_e,49728
5163,man6p_e,58735
5164,man6p_e,60332
5165,manglyc_e,11403
5166,manglyc_e,15847
5167,manglyc_e,57541
5168,manglyc_e,851
5169,melib_e,20943
5170,melib_e,25182
5171,melib_e,28053
5172,melib_e,60170
5173,melib_e,6733
5174,meoh_e,14588
5175,meoh_e,17790
5176,meoh_e,25227
5177,meoh_e,44080
5178,meoh_e,44553
5179,meoh_e,52090
5180,meoh_e,6816
5181,mg2_e,13379
5182,mg2_e,18420
5183,mg2_e,25112
5184,mg2_e,31794
5185,mg2_e,49736
5186,mg2_e,6635
5187,mg2_e,6636
5188,mg2_e,6637
5189,minohp_e,10603
5190,minohp_e,11366
5191,minohp_e,12829
5192,minohp_e,12832
5193,minohp_e,17401
5194,minohp_e,19200
5195,minohp_e,58130
5196,mmet_e,12772
5197,mmet_e,17728
5198,mmet_e,22057
5199,mmet_e,58252
5200,mmet_e,67050
5201,mmet_e,8965
5202,mn2_e,13382
5203,mn2_e,18291
5204,mn2_e,25153
5205,mn2_e,35154
5206,mn2_e,6681
5207,mnl_e,12996
5208,mnl_e,130180
5209,mnl_e,14574
5210,mnl_e,16899
5211,mnl_e,21050
5212,mnl_e,25163
5213,mnl_e,29864
5214,mnl_e,44192
5215,mnl_e,6686
5216,mobd_e,25368
5217,mobd_e,25371
5218,mobd_e,36263
5219,mobd_e,36264
5220,mobd_e,6967
5221,mso3_e,25224
5222,mso3_e,27376
5223,mso3_e,63881
5224,mso3_e,6813
5225,n2o_e,14661
5226,n2o_e,17045
5227,n2o_e,25568
5228,n2o_e,44250
5229,n2o_e,7598
5230,na1_e,26710
5231,na1_e,26717
5232,na1_e,29101
5233,na1_e,32145
5234,na1_e,33167
5235,na1_e,49766
5236,na1_e,63004
5237,na1_e,9175
5238,nac_e,14650
5239,nac_e,15940
5240,nac_e,22851
5241,nac_e,25530
5242,nac_e,25538
5243,nac_e,32544
5244,nac_e,44319
5245,nac_e,7559
5246,nh4_e,13405
5247,nh4_e,13406
5248,nh4_e,13407
5249,nh4_e,13408
5250,nh4_e,13771
5251,nh4_e,13772
5252,nh4_e,16134
5253,nh4_e,18219
5254,nh4_e,22533
5255,nh4_e,22534
5256,nh4_e,22535
5257,nh4_e,28938
5258,nh4_e,29240
5259,nh4_e,29337
5260,nh4_e,29340
5261,nh4_e,44269
5262,nh4_e,44284
5263,nh4_e,44404
5264,nh4_e,49783
5265,nh4_e,62982
5266,nh4_e,63040
5267,nh4_e,66871
5268,nh4_e,7434
5269,nh4_e,7435
5270,nh4_e,7436
5271,ni2_e,25515
5272,ni2_e,28112
5273,ni2_e,7552
5274,nmn_e,10433
5275,nmn_e,12397
5276,nmn_e,13409
5277,nmn_e,14646
5278,nmn_e,14647
5279,nmn_e,14648
5280,nmn_e,14649
5281,nmn_e,16171
5282,nmn_e,22850
5283,nmn_e,25522
5284,nmn_e,7557
5285,no_e,14657
5286,no_e,16480
5287,no_e,25546
5288,no_e,44452
5289,no_e,7583
5290,no2_e,14658
5291,no2_e,16301
5292,no2_e,25567
5293,no2_e,44396
5294,no2_e,7585
5295,no3_e,14654
5296,no3_e,17632
5297,no3_e,25545
5298,no3_e,44487
5299,no3_e,48107
5300,no3_e,63038
5301,no3_e,63878
5302,no3_e,63882
5303,no3_e,71263
5304,no3_e,7580
5305,o2_e,10745
5306,o2_e,13416
5307,o2_e,15379
5308,o2_e,23833
5309,o2_e,25366
5310,o2_e,26689
5311,o2_e,27140
5312,o2_e,29793
5313,o2_e,30491
5314,o2_e,44742
5315,o2_e,7860
5316,o2s_e,15143
5317,o2s_e,18421
5318,o2s_e,25935
5319,o2s_e,26839
5320,o2s_e,30492
5321,o2s_e,7710
5322,ocdca_e,25629
5323,ocdca_e,25631
5324,ocdca_e,28842
5325,ocdca_e,45710
5326,ocdca_e,9254
5327,ocdcea_e,104361
5328,ocdcea_e,10546
5329,ocdcea_e,13655
5330,ocdcea_e,14529
5331,ocdcea_e,14684
5332,ocdcea_e,15904
5333,ocdcea_e,16196
5334,ocdcea_e,23903
5335,ocdcea_e,25075
5336,ocdcea_e,25663
5337,ocdcea_e,25664
5338,ocdcea_e,27283
5339,ocdcea_e,27997
5340,ocdcea_e,30823
5341,ocdcea_e,30825
5342,ocdcea_e,36021
5343,ocdcea_e,42209
5344,ocdcea_e,44741
5345,ocdcea_e,57560
5346,ocdcea_e,6528
5347,ocdcea_e,7741
5348,octa_e,25646
5349,octa_e,25648
5350,octa_e,28837
5351,octa_e,3373
5352,octa_e,44501
5353,orn_e,11448
5354,orn_e,18257
5355,orn_e,19370
5356,orn_e,32964
5357,orn_e,44548
5358,orn_e,46912
5359,orn_e,46913
5360,orn_e,7784
5361,orot_e,14698
5362,orot_e,16742
5363,orot_e,25719
5364,orot_e,25720
5365,orot_e,30839
5366,orot_e,44781
5367,orot_e,7787
5368,pacald_e,14778
5369,pacald_e,16424
5370,pacald_e,25972
5371,pacald_e,43163
5372,pacald_e,8084
5373,peamn_e,14782
5374,peamn_e,18397
5375,peamn_e,225237
5376,peamn_e,25965
5377,peamn_e,45001
5378,peamn_e,8063
5379,pheme_e,14386
5380,pheme_e,14957
5381,pheme_e,17627
5382,pheme_e,24491
5383,pheme_e,30413
5384,pheme_e,38573
5385,pheme_e,5651
5386,pheme_e,60344
5387,pi_e,14791
5388,pi_e,18367
5389,pi_e,24838
5390,pi_e,26020
5391,pi_e,26078
5392,pi_e,29137
5393,pi_e,29139
5394,pi_e,32596
5395,pi_e,32597
5396,pi_e,34683
5397,pi_e,34855
5398,pi_e,35433
5399,pi_e,37583
5400,pi_e,37585
5401,pi_e,39739
5402,pi_e,39745
5403,pi_e,43470
5404,pi_e,43474
5405,pi_e,4496
5406,pi_e,45024
5407,pi_e,63036
5408,pi_e,63051
5409,pi_e,7793
5410,pi_e,9679
5411,ppa_e,14903
5412,ppa_e,17272
5413,ppa_e,26290
5414,ppa_e,26304
5415,ppa_e,30768
5416,ppa_e,45227
5417,ppa_e,63884
5418,ppa_e,8476
5419,ppal_e,14898
5420,ppal_e,17153
5421,ppal_e,26281
5422,ppal_e,41359
5423,ppal_e,45052
5424,ppal_e,8468
5425,pppn_e,20186
5426,pppn_e,20187
5427,pppn_e,26002
5428,pppn_e,26005
5429,pppn_e,28631
5430,pppn_e,43112
5431,pppn_e,51057
5432,pppn_e,8103
5433,ppt_e,14820
5434,ppt_e,16215
5435,ppt_e,26067
5436,ppt_e,33462
5437,ppt_e,39856
5438,ppt_e,44976
5439,ppt_e,8154
5440,progly_e,70744
5441,ptrc_e,14972
5442,ptrc_e,17148
5443,ptrc_e,26405
5444,ptrc_e,326268
5445,ptrc_e,45092
5446,ptrc_e,8650
5447,pydam_e,14978
5448,pydam_e,16410
5449,pydam_e,26426
5450,pydam_e,45228
5451,pydam_e,57761
5452,pydam_e,8669
5453,pydx_e,14976
5454,pydx_e,17310
5455,pydx_e,26423
5456,pydx_e,45112
5457,pydx_e,8667
5458,pydxn_e,14981
5459,pydxn_e,16709
5460,pydxn_e,26429
5461,pydxn_e,8671
5462,pyr_e,14987
5463,pyr_e,15361
5464,pyr_e,26462
5465,pyr_e,26466
5466,pyr_e,32816
5467,pyr_e,45253
5468,pyr_e,8685
5469,r5p_e,10270
5470,r5p_e,12331
5471,r5p_e,18189
5472,r5p_e,22413
5473,r5p_e,52742
5474,rmn_e,62346
5475,sel_e,15075
5476,sel_e,18170
5477,sel_e,26624
5478,sel_e,33490
5479,sel_e,9088
5480,skm_e,15083
5481,skm_e,16119
5482,skm_e,26662
5483,skm_e,26663
5484,skm_e,26664
5485,skm_e,36208
5486,skm_e,45740
5487,skm_e,9133
5488,so2_e,18422
5489,so2_e,45789
5490,so2_e,8992
5491,so2_e,9351
5492,so3_e,13367
5493,so3_e,15139
5494,so3_e,17137
5495,so3_e,17359
5496,so3_e,26837
5497,so3_e,45548
5498,so3_e,48854
5499,so3_e,5598
5500,so3_e,9344
5501,so4_e,15135
5502,so4_e,16189
5503,so4_e,23414
5504,so4_e,26836
5505,so4_e,29199
5506,so4_e,31346
5507,so4_e,31795
5508,so4_e,32036
5509,so4_e,32149
5510,so4_e,32312
5511,so4_e,32583
5512,so4_e,32584
5513,so4_e,32586
5514,so4_e,32599
5515,so4_e,33146
5516,so4_e,35176
5517,so4_e,45687
5518,so4_e,45693
5519,so4_e,45696
5520,so4_e,50292
5521,so4_e,53001
5522,so4_e,53437
5523,so4_e,53438
5524,so4_e,53470
5525,so4_e,53471
5526,so4_e,53473
5527,so4_e,53474
5528,so4_e,53502
5529,so4_e,53504
5530,so4_e,62946
5531,so4_e,9335
5532,spmd_e,15095
5533,spmd_e,15097
5534,spmd_e,16610
5535,spmd_e,26732
5536,spmd_e,26733
5537,spmd_e,45647
5538,spmd_e,57834
5539,spmd_e,9218
5540,succ_e,15125
5541,succ_e,15741
5542,succ_e,22941
5543,succ_e,22943
5544,succ_e,26803
5545,succ_e,26807
5546,succ_e,30031
5547,succ_e,30779
5548,succ_e,45639
5549,succ_e,9304
5550,sucr_e,15128
5551,sucr_e,17992
5552,sucr_e,26812
5553,sucr_e,45795
5554,sucr_e,9314
5555,sulfac_e,34987
5556,sulfac_e,49876
5557,sulfac_e,50519
5558,sulfac_e,58824
5559,taur_e,15195
5560,taur_e,15891
5561,taur_e,26852
5562,taur_e,32970
5563,taur_e,45877
5564,taur_e,507393
5565,taur_e,9406
5566,tcynt_e,15234
5567,tcynt_e,18022
5568,tcynt_e,24926
5569,tcynt_e,24928
5570,tcynt_e,26954
5571,tcynt_e,26956
5572,tcynt_e,29200
5573,tcynt_e,45576
5574,tcynt_e,9550
5575,thrp_e,21967
5576,thrp_e,31757
5577,thrp_e,37525
5578,thrp_e,45955
5579,thrp_e,58675
5580,thym_e,15247
5581,thym_e,17821
5582,thym_e,27004
5583,thym_e,46017
5584,thym_e,9580
5585,thymd_e,15244
5586,thymd_e,17748
5587,thymd_e,19273
5588,thymd_e,45782
5589,thymd_e,45834
5590,thymd_e,45917
5591,thymd_e,63624
5592,thymd_e,9579
5593,tma_e,15261
5594,tma_e,18139
5595,tma_e,27125
5596,tma_e,27127
5597,tma_e,58389
5598,tma_e,9732
5599,tmao_e,15262
5600,tmao_e,15263
5601,tmao_e,15724
5602,tmao_e,27126
5603,tmao_e,9733
5604,tre_e,10202
5605,tre_e,12281
5606,tre_e,12284
5607,tre_e,12287
5608,tre_e,15251
5609,tre_e,16551
5610,tre_e,22365
5611,tre_e,27082
5612,tre_e,39244
5613,tre_e,39245
5614,tre_e,46211
5615,tsul_e,15242
