met:EC,Acetate,Fructose,Galactose,Gluconate,Glucose,Glycerol,Pyruvate,Succinate
gtp:3.1.5.1,0.919010852546,0.955908289242,0.906138539516,0.935090224588,0.954502714671,0.931148443955,0.9267578125,0.955257270694
atp:3.1.3.5,0.931916376619,0.951846940405,0.915539529878,0.924838411301,0.954612059135,0.926682210618,0.938701301477,0.953433061639
atp:3.6.3.31,0.935338268283,0.954316224655,0.919713612109,0.928588782684,0.95694596205,0.930347509998,0.941803477489,0.955824784555
atp:4.6.1.1,0.936754637059,0.955336744913,0.921443483368,0.9301419521,0.957910328085,0.931865234402,0.943086847491,0.956813130452
nadph:1.1.1.94,0.943630214205,0.952673923332,0.932341001353,0.959546925566,0.963235294118,0.943946188341,0.93006993007,0.948132780083
nadph:1.1.1.100,0.943630214205,0.952673923332,0.932341001353,0.959546925566,0.963235294118,0.943946188341,0.93006993007,0.948132780083
akg:1.4.1.13,0.939231303763,0.967413424201,0.839422300509,0.964318487872,0.975045545638,0.96209649569,0.957956748542,0.982866142623
atp:6.2.1.20,0.945083107564,0.961319270739,0.931641070045,0.939284774645,0.963561277785,0.940796874075,0.950625411455,0.96260563907
atp:2.7.1.56,0.946264562595,0.962165412364,0.933091237094,0.940583129668,0.964360193714,0.942064888288,0.951693726543,0.963424711982
nadph:1.1.1.271,0.948979591837,0.957203994294,0.938692098093,0.963444354184,0.966789667897,0.949267192785,0.93661971831,0.953076120959
adp:4.1.1.49,0.946836788942,0.965052072412,0.940262843489,0.944333110666,0.965292239345,0.944171505136,0.951811873554,0.964162844037
atp:2.7.4.16,0.950301870122,0.965052162883,0.938053503419,0.945022500051,0.967085212727,0.946399857066,0.955342375124,0.966218752346
atp:6.3.1.1,0.950301870122,0.965052162883,0.938053503419,0.945022500051,0.967085212727,0.946399857066,0.955342375124,0.966218752346
amp:2.7.4.3,0.949728800106,0.966663742434,0.937054828557,0.94635041649,0.966872984047,0.948002189381,0.953080627238,0.966204197794
atp:6.1.1.3,0.950826918119,0.965427047185,0.938699605106,0.945600130397,0.96743902439,0.946963828139,0.955816647361,0.966581556023
atp:6.1.1.16,0.950890158716,0.965472192681,0.938777438165,0.94566970897,0.967481631132,0.947031760217,0.95587376857,0.966625246073
atp:6.1.1.4,0.951428059519,0.965856111267,0.939439560213,0.946261557993,0.967843950708,0.94760959369,0.956359588986,0.966996781993
atp:6.3.2.1,0.953533108256,0.967357319123,0.942032520349,0.948578415014,0.969260540612,0.949871410915,0.95826028755,0.96844947612
atp:2.7.7.3,0.959129077803,0.971338492405,0.948939330641,0.954742753698,0.973016067705,0.955887955407,0.963308872582,0.972301261552
atp:2.7.4.9,0.959291426846,0.971453786192,0.94914000945,0.954921707373,0.973124799989,0.956062589182,0.963455251096,0.972412792497
pyr:1.1.1.290,0.981877645793,0.930694677568,0.982638182435,0.924394565859,0.961903628084,0.973197085183,,0.984727906172
nadh:1.14.12.17,0.927715923976,0.996280265537,0.986656698617,0.93887658312,0.941521466264,0.976520472338,0.980948866702,0.95511658003
nadph:1.3.1.98,0.960819616011,0.967201391535,0.952800744233,0.972026569306,0.974607199276,0.961043214837,0.951180473179,0.964001548412
atp:2.7.1.33,0.959828302171,0.971834970531,0.949803758895,0.955513539199,0.973484279928,0.956640122527,0.963939277074,0.972781529795
nadph:1.1.1.169,0.9610240374,0.967373647023,0.953044959008,0.972174212429,0.974741575827,0.961246516665,0.951432644103,0.964189986997
atp:6.3.5.2,0.960672659841,0.972434211191,0.950848029714,0.956444472256,0.974049366814,0.957548527858,0.964700405119,0.973361183439
atp:6.3.1.5,0.962706049079,0.97387601557,0.953364734412,0.958687075251,0.975408828231,0.959736677873,0.966532797858,0.974755761997
atp:6.3.1.2,0.962706049079,0.97387601557,0.953364734412,0.958687075251,0.975408828231,0.959736677873,0.966532797858,0.974755761997
atp:6.1.1.2,0.962706049079,0.97387601557,0.953364734412,0.958687075251,0.975408828231,0.959736677873,0.966532797858,0.974755761997
nadph:1.4.1.13,0.964342069022,0.970167914627,0.957011866791,0.974568146775,0.976919876149,0.964546307298,0.955529409328,0.967247686029
atp:6.3.2.17,0.963684127736,0.974568886978,0.954576240934,0.959766151299,0.976062045007,0.960789460033,0.967413912497,0.975425889166
atp:2.7.4.7,0.963964300385,0.974767283757,0.954923393124,0.960075298401,0.976249077037,0.961091063041,0.967666275758,0.975617767447
atp:3.1.4.16,0.966309800105,0.976426831504,0.957831607553,0.962664122296,0.977813385924,0.963616518101,0.969778374748,0.977222686205
atp:6.3.2.8,0.969434065141,0.97863363724,0.961710945444,0.966114614269,0.979893062098,0.96698201084,0.972590105089,0.979356563033
atp:3.6.3.16,0.9697298772,0.978842360461,0.962078576847,0.966441439361,0.980089732584,0.967300753037,0.972856228726,0.979558371666
atp:2.7.1.71,0.96994063275,0.978991044933,0.962340535706,0.966674303805,0.980229828247,0.967527855012,0.973045822102,0.979702128739
nadph:1.1.1.267,0.970941528873,0.975716296523,0.964918624839,0.979315590781,0.981236767539,0.97110909981,0.963698491245,0.973324258901
nadph:1.1.1.193,0.970997679814,0.975763451285,0.964985994398,0.979355904211,0.98127340824,0.971164936563,0.963768115942,0.973375931842
atp:6.3.5.4,0.970653183891,0.979493593657,0.96322641519,0.967461685162,0.980703328498,0.968295731052,0.973686762253,0.980188012073
atp:2.7.1.16,0.971063392712,0.979782805314,0.963736556771,0.967915030039,0.980975810062,0.968737830961,0.9740557012,0.980467625315
atp:3.6.3.19,0.972059390361,0.980484712394,0.964975648034,0.9690159366,0.981637074289,0.969811385936,0.974951360398,0.981146214106
atp:2.7.1.49,0.973030023182,0.981168326995,0.9661838032,0.9700890431,0.982281051498,0.970857771261,0.975824027301,0.981807086464
atp:6.1.1.22,0.97315706289,0.98125777033,0.966341975919,0.970229512188,0.982365304801,0.970994738157,0.97593823155,0.98189355192
pyr:2.7.9.2,0.988173437255,0.953937510406,0.988672807915,0.94963592233,0.974961537301,0.982454656915,,0.990043544498
akg:1.14.11.17,0.973351662094,0.985946868142,0.925115221822,0.984584111075,0.98928633219,0.983602659425,0.981767260331,0.992677457115
atp:3.6.3.14,0.978025152578,0.984679887189,0.972410973734,0.975615223027,0.985588168599,0.976245403094,0.980312147573,0.985201333067
nadph:1.7.1.13,0.979469630301,0.982867821494,0.975169127773,0.98542296345,0.986784539704,0.979589056224,0.974296010669,0.981166639016
gtp:3.6.5.6,0.975918811995,0.987249544627,0.971813972217,0.98093422307,0.986829314184,0.979716024341,0.978350515464,0.987055016181
nadph:1.1.1.86,0.980759200114,0.983947439673,0.976722404456,0.986343801508,0.987620446902,0.980871271064,0.975902554894,0.982351535626
atp:6.3.5.5,0.980429040725,0.986365944192,0.975413573098,0.978276884391,0.987175566462,0.97883977058,0.982470339255,0.986830769788
nadph:1.5.1.3,0.98139729703,0.984481475661,0.977491304146,0.986799184984,0.98803377547,0.981505721374,0.976697889563,0.982937743435
atp:6.3.2.9,0.980933585159,0.986719506926,0.976044258285,0.978835714275,0.987508399701,0.979384425294,0.98292317509,0.987172435275
atp:6.1.1.7,0.983091331332,0.98823031683,0.978743339122,0.981226332692,0.988930470728,0.981714221744,0.984859234757,0.988632312946
atp:2.7.4.3,0.983798609707,0.988725100198,0.9796287224,0.982010195169,0.989396136294,0.982478077012,0.985493654105,0.9891103831
atp:2.5.1.6,0.985146931504,0.9896677326,0.981317482912,0.983504857961,0.9902832184,0.983934502328,0.986702816574,0.990021129215
atp:2.1.2.2,0.98522957139,0.989725481867,0.981421027364,0.983596481933,0.99033756117,0.984023778562,0.98677691598,0.990076923077
atp:2.7.1.12,0.985794391092,0.990120102453,0.98212884366,0.984222750763,0.990708893888,0.98463398852,0.98728332911,0.990458175748
atp:6.2.1.26,0.985963371083,0.990238136347,0.982340645347,0.984410130234,0.990819958783,0.984816559246,0.987434823489,0.990572209182
atp:6.3.3.1,0.986057527025,0.990303899692,0.982458669742,0.984514541482,0.990881838621,0.984918290189,0.987519234057,0.99063574324
atp:1.17.4.1,0.986622840544,0.990698663265,0.98316741211,0.98514147439,0.99125328002,0.985529117483,0.988026000684,0.991017118805
gtp:6.3.4.4,0.985037671213,0.992112456068,0.982459279386,0.988176897554,0.991851174919,0.987415529188,0.986561237905,0.991991517225
atp:3.6.3.33,0.987777581189,0.991504600989,0.984615780594,0.986422329471,0.992011549078,0.986777004946,0.98906096094,0.991795691658
atp:4.1.1.49,0.988511909321,0.992016817904,0.985537289688,0.987237029631,0.992493431753,0.987570691691,0.989718985607,0.992290494179
atp:6.3.4.2,0.989648826867,0.992809395723,0.986964708154,0.988498647526,0.993239013397,0.988799701325,0.990737564322,0.993056091351
